Expense_ID,Category,Amount,Date,Description
745,Help,3713.72,2022-01-05,Job from apply campaign security.
746,Grow,527.6,2022-02-27,Difference life rise recent reality go.
747,Conference,3184.72,2023-06-03,Picture hospital sell serve.
748,Stuff,3330.26,2023-11-02,Finish citizen executive exactly.
749,Man,1250.93,2022-07-09,Any memory customer security enjoy probably.
750,Able,144.16,2023-09-12,Soldier rich son easy sport.
751,Herself,351.52,2023-07-21,Because discussion official parent forward.
752,Player,4027.67,2023-10-08,After central huge business left table happen.
753,Prevent,3655.32,2023-07-05,Push power alone present tax campaign member.
754,Life,3427.97,2023-04-21,Personal board meet spring school dark blood.
755,Later,259.26,2023-06-27,Player method ability seven sister understand south.
756,Little,1116.66,2022-05-25,Game material economy audience firm.
757,Forward,2440.97,2022-08-14,Price eight start institution.
758,Hot,2265.61,2023-07-28,Evidence school hotel kind interest outside building.
759,Good,1870.13,2022-04-10,May any if rest assume choose seek.
760,More,3995.94,2023-10-25,Fast ground candidate case environmental.
761,Gas,3111.66,2022-02-23,Live parent attention affect green finish only land.
762,Protect,2624.64,2022-07-18,Would probably check learn here.
763,Service,4180.6,2023-01-05,Explain three these.
764,The,3144.41,2022-04-09,Movement prevent raise thank line of organization.
765,Teacher,1389.9,2022-10-31,How every long finish property job.
766,White,1713.37,2023-08-25,Report each rich under new yeah spring.
767,Sound,3893.17,2023-05-06,Shoulder student large realize case.
768,Understand,3099.24,2023-02-15,Authority wait only inside leader wall we.
769,These,1035.76,2023-07-04,Process something black beat ok home.
770,Drug,3438.59,2022-10-01,Positive plant charge sit party.
771,Past,275.33,2022-07-13,Generation coach such compare risk.
772,Professional,2609.13,2022-04-19,Soldier court my heart agree call while.
773,Difference,3583.12,2023-01-07,Expect trial whom site option down.
774,Protect,993.15,2022-10-02,Political receive drop trouble.
775,Seven,960.45,2022-06-21,Foot painting manage growth from.
776,Leg,3049.56,2023-11-16,Sea always view family.
777,Police,938.84,2022-10-01,Theory practice reflect economy.
778,Reason,718.84,2022-04-19,Just near stage once win.
779,Reality,2427.74,2023-09-21,Eat beautiful development both book development.
780,Understand,291.47,2023-01-27,Standard trial black authority.
781,Herself,705.66,2022-07-13,Possible expert man major.
782,Arrive,4782.57,2023-11-27,Himself national shake than nearly growth cut.
783,Church,1223.88,2022-08-12,Stage get concern both.
784,Our,774.16,2023-04-18,Town than act along care modern some.
785,Voice,2655.1,2022-05-19,Ready close realize well road brother.
786,Other,387.61,2023-01-16,Still huge our goal.
787,Stock,3487.33,2023-02-17,Tree whatever phone smile adult but face course.
788,War,3670.08,2023-12-04,General memory hot bag.
789,Road,2754.03,2023-09-15,Ever rise teacher thought middle.
790,Fear,3670.72,2023-02-07,Themselves heavy sea indicate.
791,Keep,219.15,2023-06-07,Personal month trouble federal cup.
792,Anything,4310.43,2023-03-15,Strategy explain say effect road.
793,First,941.62,2022-02-26,Position mission worry through buy theory.
794,Feeling,4932.02,2023-06-18,Argue something oil fall rise country left.
795,One,1302.75,2023-06-11,Pressure evening image include.
796,Year,2765.68,2023-05-04,Campaign our finish.
797,Man,623.86,2023-08-16,Town major increase wait our be actually.
798,As,3167.75,2023-06-28,Strong fear anything order.
799,Explain,3955.75,2023-05-03,Receive purpose necessary present dog far growth.
800,Use,3127.99,2023-01-15,Safe visit somebody my low.
801,Can,3986.24,2023-07-24,Hair use become.
802,Tax,4188.94,2022-09-08,Involve late say collection.
803,Economy,1130.08,2022-10-17,Huge information rule up in theory.
804,Final,587.39,2023-03-06,Floor like quality.
805,Artist,4477.55,2023-04-02,Would our physical often toward close.
806,Up,2851.15,2022-08-19,Buy trouble civil former.
