Expense_ID,Category,Amount,Date,Description
373,Worry,791.93,2023-03-12,Traditional allow store officer hair.
374,Try,3662.35,2023-06-19,Fine teach set he final.
375,Middle,3163.53,2022-10-21,Political until maybe size.
376,Season,2882.51,2023-04-22,Administration purpose charge election plant child.
377,Bank,4817.12,2022-09-03,Yard staff themselves blood own factor.
378,Drug,4327.27,2022-07-15,Skill easy face window adult message family.
379,Campaign,4868.12,2023-01-18,People help common political attack perform.
380,Allow,4037.75,2022-09-13,Use view ask painting whose writer.
381,Society,4132.45,2022-05-12,Reach discover whole share.
382,Phone,2299.71,2022-05-14,Reduce explain see surface change.
383,Each,219.96,2023-02-27,Social during method.
384,Range,3820.16,2023-08-18,Clearly paper hear teach safe especially.
385,Him,802.95,2022-01-06,Word task agree each soon loss ready.
386,Already,3305.1,2022-10-01,Government role community impact amount summer food.
387,Others,284.39,2022-03-19,Public Democrat film figure sit themselves space science.
388,Somebody,1117.21,2022-12-01,Mention deep various do.
389,Common,2542.48,2023-08-05,She research hear million manager artist area hope.
390,Certainly,1718.39,2023-05-09,Still claim work fact industry week.
391,Role,2251.11,2023-04-09,Skill into peace detail more institution certain free.
392,Record,4806.9,2023-10-18,Mention for program approach lead reveal return white.
393,Guy,1725.41,2022-09-25,Perform instead buy.
394,Fight,3548.54,2022-09-21,Congress peace everybody industry cell.
395,To,3806.68,2023-07-19,Capital among they go loss type.
396,Author,488.67,2022-12-12,Professor wonder after.
397,Computer,788.94,2021-12-31,Draw garden director model Mr.
398,Somebody,2178.07,2023-08-06,Perform also example where whole important water.
399,My,4128.72,2022-02-22,Age month maybe anything run improve site.
400,Once,2212.78,2022-05-08,Citizen class sound include camera information her.
401,Kind,1733.05,2023-01-05,Street college girl require growth.
402,Personal,435.12,2022-11-12,Already live support need child mention way.
403,Forward,233.87,2023-03-15,Happen beyond Congress lawyer wear.
404,Customer,1658.24,2022-02-28,Prevent doctor old firm think program space.
405,Lawyer,1332.18,2023-09-28,Most cut security something book front.
406,Single,3933.15,2022-04-15,Effect light how treat face.
407,Visit,2044.85,2021-12-25,Common center risk shoulder.
408,Case,2573.2,2022-02-26,Your board sometimes beyond news.
409,Half,228.2,2022-02-25,Traditional talk them difficult base after.
410,Record,4102.54,2022-01-16,Form prove back or marriage.
411,Age,3022.97,2023-01-31,Only just compare official financial road.
412,Field,4156.13,2022-09-14,Including time break cover national task.
413,Current,4600.11,2022-04-29,Contain mind painting example.
414,Should,3043.44,2023-07-15,Run theory new federal but certainly many.
415,Anything,2233.53,2022-01-22,Leg and above sign reflect.
416,Include,2871.0,2023-05-19,Believe worry least store religious specific police billion.
417,Wall,4319.78,2023-06-26,Store out culture now about wide memory.
418,South,402.22,2022-07-16,Summer avoid become itself author crime environmental.
419,Serve,2279.54,2022-04-09,Somebody human lose agent tonight grow.
420,Discussion,4780.47,2023-07-03,Individual big benefit whatever particular continue just.
421,Adult,2307.55,2023-09-16,Score blood party until.
422,Establish,2490.54,2022-09-04,Low listen follow keep.
423,Human,3786.17,2022-06-06,Instead draw close beautiful policy whom.
424,Statement,621.86,2022-02-03,Before the medical ball city blood center prevent.
425,Arrive,3216.16,2023-04-09,Sea alone international government most beautiful.
426,General,1152.3,2023-07-10,Region adult understand quite.
427,School,1748.16,2022-05-02,Skin staff health inside.
428,Could,558.35,2023-12-10,Half national attorney produce into history value.
429,Draw,2576.77,2023-10-30,Money budget dark various cell.
430,Hot,3151.18,2023-11-06,Picture brother whether method young low throw style.
431,Much,4829.32,2022-08-26,Whatever huge manage bring various mission fear.
432,Get,1910.79,2023-11-06,Wind note like time Republican.
433,Area,2669.58,2022-12-01,Rock alone imagine myself teach free hard represent.
434,Authority,1254.95,2023-03-23,Product their compare.
