Expense_ID,Category,Amount,Date,Description
869,White,2920.45,2023-03-07,Form record environmental course.
870,Camera,1836.91,2022-02-21,Senior get and five hour.
871,Drive,2693.35,2022-02-20,Nor floor officer yes candidate high.
872,So,2121.13,2023-11-22,View if figure.
873,Pull,3007.2,2022-09-17,Cell consider successful series list strong analysis.
874,Perform,791.14,2022-06-11,Measure company my them once.
875,Responsibility,565.28,2022-07-09,Race security prevent indicate field response certain bed.
876,Time,657.05,2023-08-26,Bill article red scene so in.
877,Professor,4779.61,2023-02-13,New player sound organization about three history.
878,Radio,1985.83,2022-11-25,Thousand mission service school line.
879,Bar,4935.71,2023-03-17,Race theory friend every sort eye.
880,First,4388.21,2022-04-02,Young various likely style often set.
881,Operation,655.3,2022-05-14,Others bring sea body.
882,No,2983.81,2023-10-14,Recognize public start management though office Democrat.
883,Southern,1935.42,2023-10-19,Reduce involve house seek control game color.
884,Better,1578.94,2022-05-04,Chance everybody mention week interest.
885,Indicate,4740.23,2023-12-20,Into wall technology stop two light.
886,Huge,3218.93,2022-02-05,Tv gun must lawyer.
887,They,1627.6,2023-08-01,Sea know visit end today everybody.
888,How,3180.64,2022-10-11,From money maybe manage peace.
889,Scene,4583.81,2023-08-27,Up campaign even single girl wall order.
890,Life,4497.24,2023-08-16,Expect and play rise.
891,Government,179.0,2023-02-19,Site maintain hot get thing.
892,Detail,1037.65,2023-09-05,Wait candidate finish shake by ok.
893,Style,2506.1,2022-07-03,Clear move live identify great true.
894,Hotel,925.17,2022-12-15,Buy wear special later much.
895,Newspaper,1958.69,2022-04-15,Audience sing yourself do a such anything.
896,Power,2797.97,2022-05-27,Tax reality near one TV.
897,End,3536.07,2023-03-12,Us south that between camera fund.
898,Much,1306.62,2023-01-26,Which central cultural thought entire garden make.
899,Well,2236.89,2023-01-07,Law mean before section friend.
900,Have,3071.82,2023-11-26,Significant recognize bag garden thank safe act above.
901,Response,601.81,2022-09-04,Billion morning live development fight quality risk.
902,There,3533.07,2023-02-26,Production mother often second.
903,Letter,534.89,2023-05-07,Same wonder peace realize.
904,Free,1743.64,2022-10-21,Worry everybody water action two same law.
905,Some,2898.25,2022-10-01,Human building dog grow book.
906,Perhaps,160.13,2022-01-03,Down agent table.
907,Scientist,4449.95,2022-08-13,Place side near listen mission year day.
908,Employee,838.17,2022-05-26,Environment agent partner card.
909,Term,3468.54,2023-08-24,Player degree really run.
910,Modern,2231.94,2023-08-05,Same often radio strong owner.
911,Purpose,231.18,2022-10-27,Case feeling population peace provide.
912,His,1603.85,2023-05-29,Hope society party property task employee fish.
913,Contain,521.8,2022-03-17,Blue reach end difficult.
914,Course,4517.42,2023-02-01,Yourself phone increase start Congress hour.
915,Sing,4249.24,2022-04-26,If save executive shoulder lead.
916,Bit,3871.83,2023-04-16,Provide pattern answer car ask piece most college.
917,Range,3109.56,2023-10-20,Will call vote brother film involve rich create.
918,Century,4376.14,2022-10-08,National discuss fly laugh.
919,Toward,4213.85,2022-01-15,Make live media pick former.
920,General,4690.01,2023-11-26,One face law time.
921,Cost,607.95,2023-10-08,Sense those commercial seem culture.
922,Vote,2163.84,2022-04-10,Decision suffer music service well bit miss.
923,Color,4692.19,2022-09-23,Civil time week drop them wind.
924,Member,2208.17,2023-09-04,Skin type political.
925,Later,643.66,2023-05-03,Visit care social trouble movement.
926,Republican,4961.48,2022-07-03,News recognize catch nor scene scene kind.
927,Charge,2023.93,2023-09-08,Study product unit agency real television people.
928,Southern,3154.44,2022-10-23,Team quality money stuff wide.
929,When,4023.83,2022-10-11,Article author land leg interest film between all.
930,She,2461.58,2023-12-08,Believe effort figure blood.
