Expense_ID,Category,Amount,Date,Description
1,Facility Maintenance and Utilities,153031.76,2023-07-26,Most I owner.
2,Vehicle Procurement,197542.04,2023-07-08,Popular exactly president rich choice compare name.
3,Parts and Inventory,235813.05,2023-07-22,Live prepare road contain.
4,Legal and Compliance,68152.89,2023-08-27,Part interview expect soldier.
5,Legal and Compliance,171461.89,2023-10-24,Product option involve however amount build finally.
6,Technology and IT Infrastructure,184501.43,2023-04-29,Speech southern line western see draw including much.
7,Vehicle Procurement,87664.52,2023-02-23,Network price far leg term body a.
8,Marketing and Advertising,325363.82,2023-02-24,Phone particularly mind film lawyer.
9,Vehicle Procurement,265583.86,2023-10-31,Year into any television this police.
10,Manufacturing and Production,255033.66,2023-07-23,Eye easy occur magazine.
11,Vehicle Procurement,38738.95,2023-09-06,Subject east to.
12,Employee Salaries and Benefits,10187.26,2023-10-05,According entire once require.
13,Technology and IT Infrastructure,5553.98,2023-12-29,Man power image five yet majority wait laugh.
14,Parts and Inventory,152808.2,2023-07-26,Move real pressure reason face simply.
15,Employee Salaries and Benefits,176758.4,2023-02-09,Sea record Republican ground choice newspaper beyond.
16,Research and Development,249464.39,2023-03-15,Concern to close fly final free.
17,Logistics and Transportation,169387.24,2023-07-03,Daughter ground make region.
18,Parts and Inventory,292779.61,2023-10-14,Morning majority dream ahead blue.
19,Manufacturing and Production,497220.97,2023-09-29,Half main baby own simply soon central view.
20,Vehicle Procurement,25686.21,2023-03-02,Personal nation call.
21,Facility Maintenance and Utilities,443739.26,2023-10-09,Energy feeling may energy world community project impact.
22,Technology and IT Infrastructure,204919.46,2023-08-20,Above bank until painting.
23,Technology and IT Infrastructure,433292.62,2023-07-17,Country home no plant like whole wait.
24,Employee Salaries and Benefits,238958.1,2023-09-17,Short agency talk table assume along.
25,Employee Salaries and Benefits,176066.59,2023-11-06,Animal character interview establish.
26,Legal and Compliance,492103.93,2023-03-03,Individual system data attack ball sometimes practice.
27,Technology and IT Infrastructure,327344.23,2023-01-08,Goal every different show over weight.
28,Parts and Inventory,405966.52,2023-10-02,Him security choose staff.
29,Research and Development,168137.61,2023-11-11,Network management difficult attorney friend college.
30,Technology and IT Infrastructure,80152.0,2023-02-04,Out include develop off reality charge side discussion.
31,Legal and Compliance,107799.13,2023-09-06,Local character seat chance.
32,Legal and Compliance,373465.34,2023-02-07,Choose billion size list listen.
33,Parts and Inventory,169852.15,2023-04-30,Cut story affect hundred marriage song trade year.
34,Marketing and Advertising,263562.16,2023-07-05,Accept believe ball poor still range tell.
35,Employee Salaries and Benefits,364622.61,2023-12-05,Send risk mother important.
36,Legal and Compliance,382383.49,2023-11-11,Really past upon first.
37,Facility Maintenance and Utilities,156495.01,2023-03-16,Class expect long physical bar.
38,Parts and Inventory,173958.76,2023-03-24,Student point never wait sing.
39,Manufacturing and Production,233569.96,2023-06-13,Develop as head business.
40,Marketing and Advertising,392851.65,2023-09-06,Her air yet through.
41,Marketing and Advertising,5555.14,2023-01-26,Vote radio election whatever gas.
42,Research and Development,221667.01,2023-03-08,With box away role opportunity pressure test own.
43,Technology and IT Infrastructure,269777.01,2023-10-21,This war adult.
44,Logistics and Transportation,312718.7,2023-07-20,Attack school accept issue make.
45,Manufacturing and Production,219836.61,2023-02-27,Least research wind.
46,Manufacturing and Production,46169.84,2023-02-26,Collection skin both type human admit.
47,Employee Salaries and Benefits,252527.18,2023-12-19,Skill really article show address play.
48,Employee Salaries and Benefits,206073.16,2023-07-24,Cultural language size particular business.
49,Facility Maintenance and Utilities,177525.24,2023-11-30,Travel cut agent hour improve society several.
50,Logistics and Transportation,17880.28,2023-03-28,Page everything other.
51,Facility Maintenance and Utilities,361560.96,2023-07-15,She future current cell write stage.
52,Marketing and Advertising,96886.1,2023-04-01,Plan hospital participant amount you per.
53,Research and Development,205495.56,2023-10-05,Worker side have foreign.
54,Logistics and Transportation,422948.64,2023-08-17,Man task Republican stage quite.
55,Technology and IT Infrastructure,261611.16,2023-10-29,Meet free administration moment find shake.
56,Vehicle Procurement,202071.56,2023-09-18,Subject method board unit.
