Expense_ID,Category,Amount,Date,Description
1001,Employee Salaries and Benefits,408706.21,2023-11-26,Accept treatment foreign maintain term.
1002,Employee Salaries and Benefits,280264.46,2023-10-14,Main reality stage current standard according.
1003,Technology and IT Infrastructure,460767.28,2023-06-02,View despite region feeling.
1004,Logistics and Transportation,198201.65,2023-06-04,Information large improve senior safe.
1005,Technology and IT Infrastructure,172796.61,2023-12-23,Best purpose improve.
1006,Manufacturing and Production,198735.54,2023-04-20,Just grow them myself natural represent your offer.
1007,Employee Salaries and Benefits,385157.38,2023-11-01,General Democrat present large activity total what.
1008,Employee Salaries and Benefits,438475.44,2023-03-31,Real relate each practice.
1009,Employee Salaries and Benefits,461950.51,2023-08-21,Eye reach relationship four card.
1010,Parts and Inventory,132171.61,2023-08-11,Perform keep performance store experience protect.
1011,Parts and Inventory,310864.91,2023-09-20,Art while really return value make side.
1012,Logistics and Transportation,313768.69,2023-07-22,Rule record short positive though.
1013,Logistics and Transportation,461586.1,2023-12-04,Before standard send avoid religious sport certain.
1014,Manufacturing and Production,68342.49,2023-02-15,Hear bring later change.
1015,Parts and Inventory,366719.12,2023-01-02,Term wide travel former indeed choice management before.
1016,Legal and Compliance,351920.71,2023-08-26,Investment less store although fill history including.
1017,Vehicle Procurement,386760.2,2023-12-30,Admit within cultural military community.
1018,Legal and Compliance,339896.19,2023-07-30,But medical cold develop resource foreign government different.
1019,Legal and Compliance,350583.75,2023-07-09,Dark new enough send behavior message president.
1020,Parts and Inventory,482985.38,2023-03-18,Sense energy play pay.
1021,Logistics and Transportation,481771.66,2023-04-13,More sometimes player who trial down.
1022,Marketing and Advertising,433866.82,2023-11-21,Interesting rather rule sometimes.
1023,Vehicle Procurement,64262.15,2023-04-05,Pressure chance give when minute laugh.
1024,Logistics and Transportation,36042.44,2023-07-21,Author meet society huge local.
1025,Research and Development,177041.94,2023-06-29,Box of leave wrong eye even.
1026,Vehicle Procurement,488138.24,2023-09-21,Build although kind base Mr age.
1027,Employee Salaries and Benefits,194700.04,2023-09-13,Third begin bad.
1028,Technology and IT Infrastructure,414193.71,2023-03-21,Structure off trip worker third effect heart.
1029,Research and Development,464960.07,2023-06-02,Recognize eye Democrat them.
1030,Parts and Inventory,173296.78,2023-02-03,Data be put important second peace appear.
1031,Legal and Compliance,387774.77,2023-10-08,Though to huge figure.
1032,Manufacturing and Production,60953.82,2023-08-22,Her market national next.
1033,Logistics and Transportation,385944.54,2023-07-06,Role sport do.
1034,Manufacturing and Production,72848.41,2023-06-03,Better media good scene add.
1035,Technology and IT Infrastructure,448861.8,2023-12-22,Yet your big we late suddenly.
1036,Facility Maintenance and Utilities,476658.98,2023-03-05,Time former security outside determine price whatever provide.
1037,Research and Development,207818.76,2023-10-13,Word send modern.
1038,Marketing and Advertising,336980.24,2023-10-26,Election own some forget training.
1039,Legal and Compliance,153057.1,2023-06-27,Education bad consider single none.
1040,Facility Maintenance and Utilities,126169.23,2023-09-03,Blue they state individual value keep.
1041,Vehicle Procurement,458558.59,2023-05-21,We start room size article.
1042,Vehicle Procurement,444600.88,2023-10-21,Read see investment fall.
1043,Manufacturing and Production,344012.61,2023-02-23,To keep rise us then hold sell customer.
1044,Parts and Inventory,125034.17,2023-05-21,Whatever middle best program so use treatment.
1045,Technology and IT Infrastructure,260990.73,2023-04-04,Government interest when national attorney.
1046,Manufacturing and Production,166473.34,2023-03-03,Mouth country positive step tax actually.
1047,Marketing and Advertising,273112.48,2023-07-28,Traditional debate minute first quality coach.
1048,Marketing and Advertising,443676.9,2023-05-10,Teach more factor seem.
1049,Marketing and Advertising,197990.86,2023-07-23,Sea raise first table.
1050,Facility Maintenance and Utilities,486742.76,2023-02-01,Including black quickly fish most.
1051,Manufacturing and Production,301478.66,2023-09-11,Stop seem meet young affect whose see.
1052,Technology and IT Infrastructure,7990.91,2023-04-27,Eye son positive theory represent.
1053,Technology and IT Infrastructure,269258.32,2023-08-03,Employee lead quickly stay happy.
1054,Research and Development,26733.36,2023-06-01,Young especially score college every.
1055,Employee Salaries and Benefits,168353.92,2023-11-25,Up type leader perform.
1056,Employee Salaries and Benefits,132670.37,2023-04-06,Region station scene single your color.
1057,Vehicle Procurement,119088.81,2023-05-05,Easy feel stuff live meeting cut.
1058,Facility Maintenance and Utilities,316049.44,2023-02-01,Specific eight card base these look.
1059,Facility Maintenance and Utilities,217775.9,2023-08-29,Teacher knowledge newspaper big clearly especially.
1060,Parts and Inventory,475325.78,2023-11-30,Song grow meeting summer.
1061,Employee Salaries and Benefits,9719.41,2023-06-14,View film staff owner door drug guy.
1062,Research and Development,293317.73,2023-06-27,Believe cover home several.
1063,Legal and Compliance,180568.53,2023-12-11,True should arm deep discuss.
1064,Research and Development,5266.03,2023-07-19,Many back much toward.
1065,Marketing and Advertising,411119.98,2023-02-05,Number cause reach power.
1066,Legal and Compliance,299439.63,2023-11-30,Reason get fly face again tell.
1067,Marketing and Advertising,260577.64,2023-12-23,Hour simply federal much.
1068,Technology and IT Infrastructure,197387.81,2023-01-23,President building sing international thank increase participant stand.
1069,Logistics and Transportation,76059.95,2023-10-16,Wear perform environmental quality begin.
1070,Technology and IT Infrastructure,300054.93,2023-12-09,Bank produce thousand pick east start training.
1071,Research and Development,52455.01,2023-02-07,Whole six Mr.
1072,Employee Salaries and Benefits,359834.61,2023-10-28,Very shake discover.
1073,Employee Salaries and Benefits,181404.01,2023-08-31,Case compare industry but reflect prove send.
1074,Logistics and Transportation,235977.38,2023-02-03,Strong huge art forward check.
1075,Employee Salaries and Benefits,415008.22,2023-12-05,Check actually face time.
1076,Logistics and Transportation,443379.9,2023-12-31,Help thank brother office identify.
