Expense_ID,Category,Amount,Date,Description
376,Vehicle Procurement,33850.22,2023-04-24,Write wide send he second.
377,Parts and Inventory,156801.41,2023-07-21,Shake player century middle grow figure.
378,Marketing and Advertising,292627.96,2023-05-13,Continue dream resource soon shoulder sometimes.
379,Marketing and Advertising,135869.49,2023-03-27,End police arrive choice.
380,Employee Salaries and Benefits,395079.77,2023-07-17,Time general serve professor.
381,Technology and IT Infrastructure,373329.22,2023-05-11,Court huge improve action.
382,Employee Salaries and Benefits,346504.39,2023-10-19,Wear interest often worry.
383,Manufacturing and Production,410714.31,2023-10-05,Half structure task up.
384,Parts and Inventory,181231.92,2023-12-13,Window world expert dog campaign contain.
385,Logistics and Transportation,88833.84,2023-04-08,Tonight age against word bill international character.
386,Technology and IT Infrastructure,492028.82,2023-06-27,Specific enter writer money important above film window.
387,Research and Development,434548.35,2023-11-13,Young boy around suddenly sell.
388,Logistics and Transportation,221510.31,2023-08-23,Writer water under opportunity author toward face.
389,Logistics and Transportation,154852.71,2023-08-17,Be worry its answer go lot month.
390,Technology and IT Infrastructure,347780.42,2023-10-28,Daughter specific include member.
391,Logistics and Transportation,114277.25,2023-08-24,Model team owner town.
392,Research and Development,469893.7,2023-01-25,Specific pressure fire.
393,Marketing and Advertising,81362.73,2023-11-24,See might owner plant they pretty operation.
394,Logistics and Transportation,179600.6,2023-07-04,Letter right direction rather this.
395,Marketing and Advertising,318138.61,2023-12-26,Issue follow event big information benefit center.
396,Research and Development,145084.38,2023-10-03,Million just accept space big fire.
397,Vehicle Procurement,426863.66,2023-07-17,Someone its perhaps large believe.
398,Technology and IT Infrastructure,20055.11,2023-08-04,Better suggest face star eye important.
399,Parts and Inventory,206606.13,2023-11-19,Near spend determine soldier without throw call.
400,Technology and IT Infrastructure,143919.28,2023-12-20,Fill say capital eat bag couple.
401,Facility Maintenance and Utilities,450697.66,2023-05-14,Light law enter situation.
402,Logistics and Transportation,414572.85,2023-03-03,Eye blood write man concern two claim.
403,Manufacturing and Production,14761.68,2023-11-08,Drop radio event shake agency might.
404,Research and Development,246199.69,2023-02-16,Organization himself while every.
405,Facility Maintenance and Utilities,226619.29,2023-02-12,Voice rich doctor majority fact half power.
406,Vehicle Procurement,258173.87,2023-07-03,Thus girl expect bad build development current.
407,Technology and IT Infrastructure,346509.84,2023-08-16,Either various leg cup throughout tend whatever born.
408,Employee Salaries and Benefits,288269.96,2023-01-22,Want product finish.
409,Manufacturing and Production,199404.17,2023-03-22,Run leave lay road.
410,Manufacturing and Production,123434.23,2023-10-25,With teacher safe grow.
411,Legal and Compliance,336175.26,2023-07-21,Past conference view that author.
412,Employee Salaries and Benefits,448396.25,2023-09-17,Leg positive themselves way once hospital.
413,Manufacturing and Production,171708.73,2023-02-15,Financial quite direction despite blue almost he prevent.
414,Employee Salaries and Benefits,244690.42,2023-12-05,Modern while final specific painting great.
415,Vehicle Procurement,427214.72,2023-08-04,Top new safe stand.
416,Legal and Compliance,226045.98,2023-02-01,Forward role although.
417,Technology and IT Infrastructure,13602.37,2023-07-29,Represent drop they although your college.
418,Research and Development,240675.46,2023-04-22,Management season pick allow while agency.
419,Technology and IT Infrastructure,202833.61,2023-02-01,Share rather field.
420,Technology and IT Infrastructure,73228.6,2023-08-24,Man enough assume morning.
421,Research and Development,470669.84,2023-08-24,Positive Mr star.
422,Facility Maintenance and Utilities,143496.51,2023-05-05,Attention gun amount manager imagine court cup.
423,Marketing and Advertising,168166.33,2023-05-01,Foreign wide film yes music campaign trial.
424,Vehicle Procurement,298807.42,2023-08-30,Forward agency out hard research activity course stop.
425,Facility Maintenance and Utilities,163903.43,2023-02-01,Before play just run nothing both.
426,Technology and IT Infrastructure,43567.07,2023-04-03,Service life city response.
427,Legal and Compliance,20898.32,2023-02-02,Worker floor woman.
428,Employee Salaries and Benefits,109308.81,2023-11-28,Fine million left stuff point discussion.
429,Manufacturing and Production,82938.48,2023-04-21,Admit scene ready low lose start.
430,Logistics and Transportation,315282.18,2023-09-05,Picture give show old trial work support.
431,Legal and Compliance,261950.05,2023-12-30,Read while let chair itself measure process.
432,Technology and IT Infrastructure,92219.54,2023-06-28,Future economy positive may enough positive near.
433,Parts and Inventory,466444.84,2023-07-04,Measure about realize guy than wonder.
434,Manufacturing and Production,219520.7,2023-07-02,Fine pass usually sometimes.
435,Employee Salaries and Benefits,495720.42,2023-04-16,Number score same develop economic.
436,Legal and Compliance,494479.6,2023-05-05,Cause most yard report common recent.
437,Manufacturing and Production,487239.06,2023-04-12,Society assume college.
438,Employee Salaries and Benefits,484927.74,2023-01-30,Financial life science book threat wear million.
439,Logistics and Transportation,74156.15,2023-06-30,Authority along care which.
440,Marketing and Advertising,93988.76,2023-03-05,Over truth stop reveal.
441,Facility Maintenance and Utilities,100620.16,2023-09-19,Hear city hear scene service.
442,Facility Maintenance and Utilities,133628.04,2023-04-25,Record price movement must above part.
443,Marketing and Advertising,288918.29,2023-05-14,Note science road animal.
444,Technology and IT Infrastructure,292735.92,2023-02-17,Language wind high miss history least exactly.
445,Logistics and Transportation,496436.15,2023-11-30,Study system new figure detail.
446,Logistics and Transportation,199189.72,2023-07-18,Against class degree beautiful trouble.
447,Vehicle Procurement,42698.57,2023-07-02,After such executive might population significant yard.
448,Vehicle Procurement,99491.34,2023-12-12,Wonder likely above person describe away call.
449,Vehicle Procurement,437580.18,2023-03-03,Certainly culture usually play along.
