Expense_ID,Category,Amount,Date,Description
187,Research and Development,270985.81,2022-09-15,Democratic animal base himself.
188,Employee Salaries and Benefits,271361.81,2023-07-19,Everything the field both news.
189,Research and Development,129875.28,2023-11-09,Stay popular ten road rise organization officer bring.
190,Parts and Inventory,14124.52,2023-11-28,Remain close newspaper value example.
191,Employee Salaries and Benefits,243589.0,2023-04-16,Knowledge where force possible support guy.
192,Manufacturing and Production,157658.92,2023-07-12,Economic box himself computer nature.
193,Research and Development,25131.13,2022-02-06,Sister everything they wide seat wide.
194,Legal and Compliance,135443.08,2023-07-29,Officer dinner field oil sign effort finally beautiful.
195,Manufacturing and Production,157470.27,2023-07-13,Nature yourself other question live.
196,Manufacturing and Production,260751.13,2022-12-21,Lay public seat once.
197,Marketing and Advertising,183832.67,2023-05-07,Keep statement thousand century report out.
198,Logistics and Transportation,170075.49,2023-10-10,Technology across become fear and often shoulder.
199,Parts and Inventory,14799.46,2022-03-15,Station Republican create miss language.
200,Facility Maintenance and Utilities,298291.3,2023-09-20,Itself walk wonder scene owner teacher officer.
201,Manufacturing and Production,64587.25,2023-07-31,Matter price ready behind.
202,Vehicle Procurement,185557.8,2023-05-11,Once growth yard figure keep opportunity.
203,Employee Salaries and Benefits,216713.14,2022-07-29,Decade sign house industry cost customer you.
204,Legal and Compliance,94448.32,2022-09-04,Blue college night leave us stop.
205,Parts and Inventory,46704.23,2022-05-09,Game reveal friend agent model black seem.
206,Technology and IT Infrastructure,28339.81,2022-11-28,Chance fact forward house main machine.
207,Facility Maintenance and Utilities,9072.93,2022-04-23,Must phone mind a no far.
208,Legal and Compliance,88152.36,2022-12-20,Without drug music collection month whether president face.
209,Legal and Compliance,296184.82,2022-06-02,Value tonight left it avoid mother figure consumer.
210,Marketing and Advertising,262329.94,2023-05-02,Everyone effort within little blood property.
211,Manufacturing and Production,246230.73,2022-01-08,Full pull ten dinner eye.
212,Research and Development,59802.63,2023-12-23,Price theory owner represent discover son at.
213,Research and Development,12423.91,2022-10-25,Deep weight official commercial eight.
214,Parts and Inventory,8042.25,2023-10-24,Cover senior indicate though safe.
215,Employee Salaries and Benefits,15354.63,2022-03-30,Continue interest short build party.
216,Technology and IT Infrastructure,184343.62,2023-11-04,Difficult human professor guy might task.
217,Technology and IT Infrastructure,127796.76,2023-05-30,Treat already medical energy fill class ten.
218,Manufacturing and Production,96944.32,2022-07-30,Cause card magazine.
219,Legal and Compliance,184574.06,2023-01-20,Value there serious up successful score certainly.
220,Employee Salaries and Benefits,69693.02,2022-07-12,Decade answer difference indicate feel if.
221,Logistics and Transportation,24197.9,2023-04-02,Brother push why inside.
222,Marketing and Advertising,25706.99,2023-01-26,Major morning language can just.
223,Manufacturing and Production,266792.42,2023-06-03,Reality evidence life group two difference American.
224,Technology and IT Infrastructure,276019.9,2022-09-01,Leg figure wait manager thing day field.
225,Technology and IT Infrastructure,81735.76,2022-05-25,None agent share improve need school read treatment.
226,Logistics and Transportation,213886.36,2023-10-03,Then prevent oil past beyond represent activity.
227,Vehicle Procurement,110492.35,2022-08-25,Customer sing way yeah study.
228,Employee Salaries and Benefits,151441.87,2023-04-18,Individual read poor oil require this himself.
229,Legal and Compliance,266563.46,2022-08-28,Scene contain detail write one stuff.
230,Vehicle Procurement,181487.2,2023-09-15,High front watch he.
231,Vehicle Procurement,221740.08,2022-09-24,When important house pick beyond affect.
232,Facility Maintenance and Utilities,183036.89,2023-01-26,Sit reflect smile meeting issue reflect mean.
233,Technology and IT Infrastructure,80593.94,2023-10-07,Meeting successful interesting down.
234,Manufacturing and Production,104626.48,2023-05-20,Same talk building west him gun.
235,Research and Development,110673.2,2022-06-25,Finish along certainly.
236,Parts and Inventory,240553.41,2022-08-06,Car movement difference threat grow.
237,Facility Maintenance and Utilities,43543.27,2023-01-08,Thus mind work total.
238,Logistics and Transportation,231143.32,2022-07-06,Assume land live mean purpose impact thought.
239,Logistics and Transportation,127149.41,2023-04-19,Force nothing when money.
240,Logistics and Transportation,60233.98,2022-12-12,So occur international while major firm.
241,Marketing and Advertising,194497.13,2023-12-12,Investment work line listen run image best.
242,Parts and Inventory,127041.98,2022-04-02,End cup yard each program south.
243,Facility Maintenance and Utilities,21340.98,2022-05-31,Thus true between reduce.
244,Vehicle Procurement,106657.21,2023-11-16,Quality special toward.
245,Manufacturing and Production,51007.35,2022-06-16,Truth task sing current against material identify.
246,Employee Salaries and Benefits,207201.9,2022-12-08,President customer apply know floor myself.
247,Marketing and Advertising,250657.6,2023-05-17,Suggest from east season laugh.
248,Employee Salaries and Benefits,141127.07,2022-03-29,Learn point care break question particularly.
