Expense_ID,Category,Amount,Date,Description
1876,Employee Salaries and Benefits,128754.65,2023-09-26,Shake ago shake represent entire.
1877,Logistics and Transportation,268501.49,2023-01-28,Born a hard south Republican.
1878,Legal and Compliance,289217.65,2023-03-25,Why radio since win citizen affect truth.
1879,Parts and Inventory,222273.78,2023-12-13,Score my attorney beautiful court.
1880,Legal and Compliance,177030.63,2023-09-26,Wife decision human usually happy world cover debate.
1881,Marketing and Advertising,384451.92,2023-12-30,Range piece read collection officer current thousand.
1882,Parts and Inventory,437998.27,2023-02-01,Hotel participant so fast degree mouth away.
1883,Technology and IT Infrastructure,455446.8,2023-06-13,Ask attorney fire who.
1884,Legal and Compliance,65790.41,2023-09-07,To where name traditional apply.
1885,Employee Salaries and Benefits,424144.13,2023-05-17,Lay million reduce artist marriage.
1886,Facility Maintenance and Utilities,20090.5,2023-01-28,Sit movie fear throw focus create investment program.
1887,Logistics and Transportation,20803.97,2023-04-26,Chance fish rule.
1888,Logistics and Transportation,228841.2,2023-10-24,Well tough develop.
1889,Manufacturing and Production,307409.16,2023-12-26,Security yes wide find.
1890,Vehicle Procurement,327449.35,2023-11-06,Call story sure camera set the.
1891,Parts and Inventory,29094.81,2023-09-21,Offer left usually project.
1892,Marketing and Advertising,207348.63,2023-04-04,Cell face else eat.
1893,Parts and Inventory,58402.6,2023-10-01,Assume yourself catch.
1894,Technology and IT Infrastructure,18929.65,2023-09-26,Guess property detail air whether law.
1895,Employee Salaries and Benefits,272283.66,2023-02-05,Or begin plan much.
1896,Logistics and Transportation,373403.66,2023-12-12,Century right follow west political store.
1897,Logistics and Transportation,63471.23,2023-09-16,Sign action manager fine person.
1898,Facility Maintenance and Utilities,192350.64,2023-05-31,Plant poor wear safe agent.
1899,Employee Salaries and Benefits,114441.15,2023-08-21,Response ten issue great themselves arm old.
1900,Research and Development,298364.81,2023-04-09,Message serve impact college any how significant act.
1901,Logistics and Transportation,201120.51,2023-05-03,Back wall bill state.
1902,Vehicle Procurement,427361.42,2023-01-18,Yet budget turn you in.
1903,Legal and Compliance,223756.92,2023-11-15,Show leave land sound around.
1904,Technology and IT Infrastructure,469019.02,2023-10-29,Air whether information rule.
1905,Marketing and Advertising,436243.64,2023-11-11,Congress fast appear then.
1906,Manufacturing and Production,49123.43,2023-04-26,Month physical medical become.
1907,Facility Maintenance and Utilities,215676.34,2023-10-26,Special not assume.
1908,Legal and Compliance,11906.64,2023-02-05,Professor best institution term stuff ground.
1909,Employee Salaries and Benefits,197578.22,2023-01-31,Person lot off add law.
1910,Manufacturing and Production,303762.85,2023-01-13,Hold former couple fine management morning more.
1911,Marketing and Advertising,296963.36,2023-08-01,Money since million.
1912,Manufacturing and Production,337528.07,2023-11-27,Democratic receive a world popular nor rule.
1913,Logistics and Transportation,440131.72,2023-05-15,Hold hear staff executive daughter involve.
1914,Vehicle Procurement,384150.29,2023-02-01,Teacher across local board.
1915,Logistics and Transportation,421723.6,2023-04-24,Leg wait keep probably beat.
1916,Employee Salaries and Benefits,349504.67,2023-01-05,Have recognize way serious eat.
1917,Facility Maintenance and Utilities,90765.74,2023-07-27,Theory sea agree scene.
1918,Employee Salaries and Benefits,322144.95,2023-10-15,Set daughter upon someone that.
1919,Logistics and Transportation,125218.33,2023-07-20,Those heart police create whose great.
1920,Employee Salaries and Benefits,152296.49,2023-07-09,Mind never exist home.
1921,Parts and Inventory,339258.73,2023-10-27,Increase six moment take bill.
1922,Logistics and Transportation,339414.7,2023-06-04,Full structure talk nation check increase per.
1923,Legal and Compliance,194338.59,2023-11-18,Major store bag within blood black knowledge cell.
1924,Marketing and Advertising,261343.36,2023-04-18,Everything section country six hotel.
1925,Technology and IT Infrastructure,329357.45,2023-02-13,Know policy off reason force sort production.
