Expense_ID,Category,Amount,Date,Description
1251,Legal and Compliance,491112.99,2023-02-15,Financial line another tough value.
1252,Research and Development,157962.45,2023-11-03,Process yeah every decide career effort.
1253,Technology and IT Infrastructure,6746.32,2023-10-12,Ago he prove type.
1254,Employee Salaries and Benefits,105488.73,2023-12-01,Article defense young history summer agree growth.
1255,Technology and IT Infrastructure,247961.04,2023-07-20,City toward husband option as place.
1256,Facility Maintenance and Utilities,208404.78,2023-08-21,Play cost girl series current far investment.
1257,Vehicle Procurement,256145.97,2023-10-25,Star continue near last.
1258,Marketing and Advertising,231084.12,2023-08-25,Director bag page data write.
1259,Vehicle Procurement,89052.24,2023-09-12,Study line would radio not individual this.
1260,Parts and Inventory,145794.69,2023-10-29,Music research hold north particular bag agree.
1261,Manufacturing and Production,113111.88,2023-05-29,Director goal concern still network.
1262,Marketing and Advertising,316507.36,2023-09-10,Stay either Republican clearly write what hair.
1263,Research and Development,451511.66,2023-02-16,No affect recognize military free budget.
1264,Facility Maintenance and Utilities,225915.38,2023-06-13,Campaign say mention energy miss window.
1265,Legal and Compliance,97434.19,2023-04-20,Character old war authority attack message.
1266,Employee Salaries and Benefits,172408.37,2023-03-18,Key woman available television opportunity tough.
1267,Technology and IT Infrastructure,106219.01,2023-04-29,He so grow.
1268,Research and Development,81974.88,2023-12-21,Almost situation stop feel response.
1269,Manufacturing and Production,297248.45,2023-04-10,View woman central add ok first business.
1270,Legal and Compliance,18192.55,2023-10-08,Family hold course accept.
1271,Facility Maintenance and Utilities,149354.4,2023-08-08,Every and world.
1272,Parts and Inventory,237909.98,2023-07-09,Board bill front fire.
1273,Research and Development,339160.61,2023-12-30,Court get create eat focus.
1274,Vehicle Procurement,216280.21,2023-10-09,Network size try write moment.
1275,Manufacturing and Production,165570.51,2023-07-07,House he TV television your night high.
1276,Employee Salaries and Benefits,218810.09,2023-11-14,So heart imagine dream board report.
1277,Facility Maintenance and Utilities,177095.28,2023-12-10,Parent wrong popular per from.
1278,Research and Development,244184.01,2023-08-01,Drop well ten low.
1279,Employee Salaries and Benefits,330895.99,2023-05-17,Treat candidate road happy figure positive.
1280,Parts and Inventory,121095.78,2023-01-04,Nature whole win support figure.
1281,Research and Development,83610.48,2023-03-07,Off cell pay whatever.
1282,Marketing and Advertising,217977.58,2023-01-21,Themselves hundred themselves officer.
1283,Technology and IT Infrastructure,95885.58,2023-03-24,Old box record control never part.
1284,Technology and IT Infrastructure,334646.81,2023-06-24,Along reveal strong around minute career.
1285,Logistics and Transportation,28212.23,2023-12-17,Strong enough movement religious control who information.
1286,Facility Maintenance and Utilities,23919.33,2023-11-19,Create floor arm action machine leader.
1287,Logistics and Transportation,375384.45,2023-04-03,Full collection pressure.
1288,Research and Development,261092.55,2023-12-07,Three together include learn.
1289,Marketing and Advertising,153330.14,2023-05-07,Better whatever job far.
1290,Facility Maintenance and Utilities,235769.76,2023-02-21,Bill join financial present.
1291,Research and Development,366166.63,2023-02-14,Should degree name society describe raise war.
1292,Research and Development,154031.5,2023-08-07,Writer also center threat.
1293,Technology and IT Infrastructure,412503.69,2023-06-14,Future we arrive build our develop accept.
1294,Technology and IT Infrastructure,208787.97,2023-03-19,Fund political foreign light town fine total.
1295,Parts and Inventory,447505.14,2023-07-11,Affect develop important past special outside.
1296,Legal and Compliance,8444.04,2023-10-27,Property decide amount especially I.
1297,Legal and Compliance,319398.24,2023-05-28,Answer rise media office take civil health.
1298,Manufacturing and Production,110464.44,2023-01-16,Just of role top.
1299,Technology and IT Infrastructure,103905.67,2023-09-29,Two member girl realize attack instead I.
1300,Marketing and Advertising,264545.26,2023-06-09,The enough force.
1301,Technology and IT Infrastructure,241755.78,2023-04-16,Stay around crime itself small manager.
1302,Technology and IT Infrastructure,368745.91,2023-09-23,Interesting inside evening across smile commercial.
1303,Parts and Inventory,35221.17,2023-05-12,Attack condition goal reveal per.
1304,Research and Development,221369.66,2023-06-05,Enter then cover perhaps while.
1305,Employee Salaries and Benefits,452109.87,2023-05-30,Recognize election cut fall kid.
1306,Legal and Compliance,290956.07,2023-07-05,Several manager apply focus control answer responsibility.
1307,Legal and Compliance,397736.19,2023-08-22,Talk why middle firm them different.
1308,Employee Salaries and Benefits,314941.66,2023-05-17,Certainly in garden almost could.
1309,Employee Salaries and Benefits,31798.27,2023-09-05,Whether investment order exactly.
1310,Logistics and Transportation,42607.75,2023-04-24,Seem seven letter some song common.
1311,Legal and Compliance,359907.49,2023-09-29,Summer police consider serve.
1312,Research and Development,225271.02,2023-10-24,Front experience drive may account.
1313,Research and Development,252743.0,2023-12-30,Fear sport peace service.
1314,Technology and IT Infrastructure,308084.72,2023-02-24,Mention not medical rather security agency main.
1315,Facility Maintenance and Utilities,141689.59,2023-10-08,Thank write who single score.
1316,Facility Maintenance and Utilities,217517.14,2023-05-16,Create culture whose attorney.
1317,Research and Development,226322.92,2023-09-01,Imagine recently parent beyond pay.
1318,Vehicle Procurement,149287.08,2023-04-04,Official according east center make.
1319,Facility Maintenance and Utilities,72095.86,2023-02-18,Charge top money commercial.
1320,Parts and Inventory,153190.09,2023-12-23,Impact table everything community laugh.
1321,Marketing and Advertising,167118.42,2023-05-24,Note same artist firm.
1322,Manufacturing and Production,410598.24,2023-06-26,Law everything in near until their year.
1323,Research and Development,437715.54,2024-01-01,Future coach process team glass kind.
1324,Vehicle Procurement,84909.4,2023-11-11,Dream there first husband amount.
1325,Manufacturing and Production,19320.43,2023-11-16,World everybody whatever history pretty fund.
1326,Parts and Inventory,308681.31,2023-10-18,Project important commercial.
1327,Manufacturing and Production,227598.44,2023-11-26,Seem interest yourself fear away.
1328,Employee Salaries and Benefits,86342.01,2023-01-23,Decision hear order.
1329,Technology and IT Infrastructure,374095.98,2023-05-29,Today marriage wait result mind fine.
