Expense_ID,Category,Amount,Date,Description
1001,Manufacturing and Production,286780.81,2023-07-26,Base sometimes capital message war.
1002,Legal and Compliance,343348.99,2023-04-09,Minute business firm growth activity.
1003,Legal and Compliance,312576.26,2023-01-03,Wife when appear.
1004,Legal and Compliance,311169.01,2023-01-02,Resource it issue.
1005,Research and Development,424805.18,2023-06-26,Action account commercial still address speech.
1006,Manufacturing and Production,474332.71,2023-10-14,Social message year good development.
1007,Marketing and Advertising,112902.68,2023-06-24,Until yard book figure personal artist particular.
1008,Facility Maintenance and Utilities,403235.88,2023-02-19,Science whatever right own.
1009,Parts and Inventory,488903.54,2023-04-08,Laugh low Mr ready.
1010,Technology and IT Infrastructure,298072.89,2023-01-06,Long far I fire difference.
1011,Marketing and Advertising,360711.37,2023-07-31,Voice whose appear operation dog collection.
1012,Research and Development,200416.08,2023-02-05,Partner rock happen others company realize growth.
1013,Legal and Compliance,236467.87,2023-06-24,Material where science computer.
1014,Technology and IT Infrastructure,124617.2,2023-12-07,Expert within candidate.
1015,Vehicle Procurement,370031.29,2023-06-20,Someone subject decide take relate result base research.
1016,Vehicle Procurement,191558.73,2023-06-29,Out top appear growth reflect store big yourself.
1017,Technology and IT Infrastructure,123528.47,2023-02-17,Maybe ground much provide technology ago theory.
1018,Technology and IT Infrastructure,406389.54,2023-07-13,Whole subject per so medical probably.
1019,Employee Salaries and Benefits,413786.38,2023-12-31,Need person word specific.
1020,Research and Development,414732.12,2023-04-20,Hour sell director near physical such six.
1021,Vehicle Procurement,30455.64,2023-09-21,Both set price pick half color mission.
1022,Logistics and Transportation,450420.23,2023-07-17,Send name reach lead fall someone energy growth.
1023,Manufacturing and Production,420932.67,2023-03-16,Bill effort growth purpose happy plant man firm.
1024,Vehicle Procurement,407417.59,2023-12-03,Professional month woman task debate kitchen last.
1025,Legal and Compliance,468330.32,2023-02-28,Week situation movement clearly player staff hotel Republican.
1026,Facility Maintenance and Utilities,190818.79,2023-05-15,Live consumer hold network.
1027,Research and Development,138928.12,2023-10-04,Myself water technology doctor.
1028,Research and Development,390261.09,2023-02-19,During low society power security civil.
1029,Legal and Compliance,418751.1,2023-01-23,Catch represent various spring very attorney.
1030,Research and Development,391210.32,2023-11-30,Memory born still.
1031,Vehicle Procurement,76725.09,2023-11-11,Tree use fire.
1032,Logistics and Transportation,451318.91,2023-10-16,Where student century on company he ask ever.
1033,Research and Development,22876.12,2023-09-21,Pick center physical.
1034,Parts and Inventory,51859.18,2023-10-22,Term catch low blue data where since paper.
1035,Vehicle Procurement,132102.92,2023-10-01,Add skill he of determine.
1036,Employee Salaries and Benefits,193505.65,2023-08-18,Including answer instead.
1037,Research and Development,34663.64,2023-02-05,Worry control thought.
1038,Logistics and Transportation,171480.62,2023-04-27,Sort trade there whatever tree production.
1039,Vehicle Procurement,153886.99,2023-01-02,Form surface receive town owner one.
1040,Vehicle Procurement,219686.42,2023-12-13,Practice price carry move strong.
1041,Parts and Inventory,233426.89,2023-01-01,Result strategy able water outside glass effect beautiful.
1042,Logistics and Transportation,383562.74,2023-08-27,Effect choice state exactly total course now.
1043,Logistics and Transportation,491470.37,2023-12-13,Hard father moment administration sign offer season.
1044,Technology and IT Infrastructure,433567.82,2023-09-19,Share week people under may.
1045,Technology and IT Infrastructure,69319.4,2023-01-07,Indicate yeah there west reduce ground clear.
1046,Vehicle Procurement,404467.5,2023-10-06,Affect occur ago.
1047,Manufacturing and Production,39374.5,2023-09-10,Whole behind today look step trial little.
1048,Vehicle Procurement,203028.74,2023-06-23,While treat yet themselves.
1049,Vehicle Procurement,390536.6,2023-01-19,Mind win interview customer star six realize.
1050,Parts and Inventory,241929.13,2023-08-02,Good subject piece west tree.
1051,Marketing and Advertising,24245.36,2023-02-10,Sister pull too difference place quality stand environmental.
1052,Technology and IT Infrastructure,14273.29,2023-06-17,Create will good charge area.
1053,Vehicle Procurement,498000.27,2023-08-14,Church kind truth life.
1054,Technology and IT Infrastructure,192870.34,2023-10-27,Serve when believe physical give.
1055,Parts and Inventory,419494.8,2023-05-31,Movie will remember traditional.
1056,Parts and Inventory,467043.11,2023-08-04,State stock eat.
1057,Technology and IT Infrastructure,334482.77,2023-11-05,What first resource card.
1058,Research and Development,110916.3,2023-09-28,Dog community pick within.
1059,Employee Salaries and Benefits,295402.61,2023-03-04,Data so pass vote all measure job.
1060,Facility Maintenance and Utilities,362400.66,2023-07-24,Ask three understand bill probably claim.
1061,Parts and Inventory,68232.27,2023-10-23,Heart effect eight class eight.
1062,Facility Maintenance and Utilities,316343.68,2023-04-04,Cut his partner between order.
1063,Manufacturing and Production,212676.61,2023-10-01,Would person stop town world difference.
1064,Legal and Compliance,349637.15,2023-04-06,Behind ready people rock understand.
1065,Logistics and Transportation,225321.0,2023-02-20,Act yet near kind collection door.
1066,Employee Salaries and Benefits,76997.76,2023-06-12,Name quickly avoid language.
1067,Facility Maintenance and Utilities,295496.56,2023-02-07,Star along hard call well.
1068,Legal and Compliance,166482.27,2023-11-28,Popular discuss door itself send.
1069,Vehicle Procurement,478582.23,2023-01-26,Reduce fact weight meet statement whole surface.
1070,Logistics and Transportation,342252.23,2023-09-14,Themselves surface learn wall school.
1071,Employee Salaries and Benefits,263055.04,2023-04-14,Consumer spring available community official image.
1072,Marketing and Advertising,457013.57,2023-12-31,Friend west treatment society nice wish.
1073,Logistics and Transportation,316813.25,2024-01-01,From play reveal stuff.
1074,Manufacturing and Production,318560.88,2024-01-01,Western particularly stand.
1075,Manufacturing and Production,397525.44,2023-07-15,Million blood energy become.
1076,Marketing and Advertising,499487.3,2023-05-06,Manage worry environment their identify grow.
1077,Manufacturing and Production,257549.31,2023-06-29,Sense enter usually mention president.
1078,Research and Development,435615.61,2023-04-03,Pay us example they material loss.
1079,Marketing and Advertising,153355.45,2023-07-07,Test person show arrive now where from more.
1080,Research and Development,169772.65,2023-03-18,Cut see within heavy.
1081,Research and Development,180965.95,2023-07-31,Protect plan strong movie.
1082,Research and Development,111103.14,2023-12-24,Change clear week end.
1083,Logistics and Transportation,478120.71,2023-12-02,Building one with issue phone week data.
1084,Logistics and Transportation,207018.4,2023-05-28,Remember save why decade.
1085,Marketing and Advertising,412728.73,2023-04-16,Avoid guy ball drug power worker finally yet.
1086,Parts and Inventory,167825.23,2023-01-16,Wife family evening group.
1087,Legal and Compliance,264394.54,2023-09-20,Feel yet onto today crime impact.
1088,Logistics and Transportation,469979.91,2023-05-28,Less wonder above soldier peace space.
1089,Technology and IT Infrastructure,401070.09,2023-12-31,Area stuff large condition price language one.
1090,Manufacturing and Production,403474.81,2023-08-17,Might us attack mind account economy.
1091,Legal and Compliance,145317.36,2023-12-22,Although front according smile of require back.
1092,Logistics and Transportation,300378.09,2023-11-06,Head born stop side agent.
1093,Research and Development,55798.67,2023-11-17,Material work daughter somebody program need move.
1094,Vehicle Procurement,57555.38,2023-08-07,Institution these seat religious.
1095,Vehicle Procurement,479489.35,2023-01-03,Build second test.
1096,Research and Development,139357.55,2023-06-18,Everyone seek forget it.
1097,Technology and IT Infrastructure,368971.08,2023-05-20,Seek until customer them kitchen bring.
1098,Facility Maintenance and Utilities,300409.88,2023-04-06,Become write development mean police decade.
1099,Legal and Compliance,256901.16,2023-09-14,Item term people.
1100,Employee Salaries and Benefits,62075.63,2023-06-08,Space reduce institution room same.
1101,Logistics and Transportation,249985.14,2023-08-07,List write beyond low born ok reality.
1102,Logistics and Transportation,223242.4,2023-12-25,Present sport camera benefit.
1103,Legal and Compliance,259747.27,2023-01-23,Sport evening candidate nearly should join.
1104,Marketing and Advertising,425164.01,2023-03-26,Hundred shoulder lot who.
1105,Logistics and Transportation,162328.81,2023-05-31,Top way where man window us use.
1106,Logistics and Transportation,198848.86,2023-06-13,Group serve mean front hot.
