Expense_ID,Category,Amount,Date,Description
1,Legal and Compliance,282138.61,2023-08-15,See pass personal human commercial three.
2,Legal and Compliance,52818.14,2023-10-18,Father alone although market would point.
3,Parts and Inventory,175222.51,2023-06-25,Media reality change try necessary look.
4,Technology and IT Infrastructure,278604.92,2023-11-11,Machine compare machine modern history.
5,Marketing and Advertising,73169.44,2023-05-19,Loss use might message politics among.
6,Marketing and Advertising,103748.23,2023-04-04,One various tax great animal.
7,Facility Maintenance and Utilities,135921.48,2023-11-24,Federal fast move.
8,Technology and IT Infrastructure,267479.57,2023-02-28,Feel she house family.
9,Marketing and Advertising,225668.06,2023-07-30,Popular ahead common tough including method PM.
10,Research and Development,70296.52,2023-03-19,Under thus thousand power.
11,Facility Maintenance and Utilities,238698.8,2023-01-16,Option there energy operation draw expert consumer.
12,Vehicle Procurement,244293.47,2023-06-03,Somebody these officer challenge best lot discuss.
13,Technology and IT Infrastructure,251362.45,2023-09-16,Law try data.
14,Employee Salaries and Benefits,153211.5,2023-12-05,Newspaper campaign top as stock others before.
15,Research and Development,177584.63,2023-09-22,Cup huge night.
16,Vehicle Procurement,51778.4,2023-01-31,Travel food provide range ten cut wife.
17,Vehicle Procurement,182579.92,2023-10-31,Computer parent could citizen expect on magazine so.
18,Manufacturing and Production,282410.36,2023-12-07,Sometimes responsibility manager stand always least garden suddenly.
19,Technology and IT Infrastructure,251309.12,2023-01-25,You you American politics authority office also study.
20,Parts and Inventory,96589.98,2023-03-03,End study fine two.
21,Parts and Inventory,214254.4,2023-03-27,Similar strong owner third.
22,Logistics and Transportation,134066.68,2023-10-04,Sister life marriage statement.
23,Employee Salaries and Benefits,130137.11,2023-11-17,Face give street natural hotel.
24,Facility Maintenance and Utilities,75394.19,2023-05-18,Professor cell against ask detail heavy.
25,Research and Development,220786.56,2023-09-24,Factor own account look board.
26,Employee Salaries and Benefits,219274.23,2023-04-29,Property program positive call.
27,Employee Salaries and Benefits,15063.15,2023-03-11,Room find practice sport Congress home as.
28,Manufacturing and Production,37487.73,2023-10-17,Already ago human focus wide never.
