Expense_ID,Category,Amount,Date,Description
1751,Vehicle Procurement,329540.03,2023-08-04,End watch quickly force lose style.
1752,Logistics and Transportation,154886.38,2023-01-25,Especially hit security kitchen agent.
1753,Logistics and Transportation,15212.43,2023-12-29,Financial according minute.
1754,Research and Development,38610.74,2023-05-13,Most character above movie drop relationship feel.
1755,Marketing and Advertising,54916.96,2023-02-15,Society quickly order.
1756,Vehicle Procurement,263178.67,2023-05-06,Blue beyond trade class important condition.
1757,Marketing and Advertising,407760.77,2023-10-22,Appear yet western mind century expect vote.
1758,Research and Development,413996.29,2023-03-29,Challenge wind box catch later especially.
1759,Marketing and Advertising,169255.17,2023-03-31,Always just option door eye least.
1760,Technology and IT Infrastructure,478118.79,2023-04-03,Raise tax whole become western sit glass.
1761,Manufacturing and Production,348991.86,2023-12-29,Suggest debate indicate send poor run debate.
1762,Legal and Compliance,421019.9,2023-12-21,Mouth name community appear particularly unit.
1763,Legal and Compliance,57333.8,2023-11-21,Statement attention break side sign develop.
1764,Marketing and Advertising,22134.55,2023-11-09,Data find among town stand citizen sport.
1765,Parts and Inventory,309314.59,2023-04-27,Medical yes follow.
1766,Manufacturing and Production,319514.6,2023-11-19,My ground during take purpose term.
1767,Facility Maintenance and Utilities,308966.53,2023-01-20,Loss first available employee.
1768,Manufacturing and Production,136472.05,2023-11-03,At grow moment future long.
1769,Legal and Compliance,339652.95,2023-02-18,Agree partner city.
1770,Facility Maintenance and Utilities,375799.08,2023-06-04,Tv there training despite north around decide.
1771,Marketing and Advertising,386924.72,2023-10-11,Front today movement fight end.
1772,Vehicle Procurement,466874.39,2023-07-08,Score alone recent eight discussion give head.
1773,Research and Development,347726.97,2024-01-02,Wait by commercial beautiful true truth wonder four.
1774,Parts and Inventory,248450.1,2023-05-15,Find professor wall better student wear.
1775,Vehicle Procurement,88255.3,2023-12-03,Sound suggest suggest community everything.
1776,Parts and Inventory,164768.66,2023-12-25,Site my foreign car.
1777,Marketing and Advertising,290657.04,2023-04-30,Ahead administration participant view deep.
1778,Logistics and Transportation,230987.03,2023-12-13,Side sell trade lead.
1779,Employee Salaries and Benefits,446963.95,2023-01-18,Yet church take find friend.
1780,Technology and IT Infrastructure,389163.84,2023-10-15,Peace it address data eye teach art.
1781,Manufacturing and Production,107720.57,2023-08-14,Note open consumer investment.
1782,Parts and Inventory,167969.35,2023-09-12,Itself someone south against realize.
1783,Research and Development,416303.12,2023-03-23,Part pressure skin everybody.
1784,Legal and Compliance,320987.18,2023-12-13,Catch cover pull stage.
1785,Logistics and Transportation,234390.96,2023-02-22,Organization reality wife glass let.
1786,Research and Development,94423.13,2023-05-16,Continue action relationship kind buy environment.
1787,Vehicle Procurement,458770.43,2023-11-14,Yeah government form far yeah.
1788,Logistics and Transportation,292782.91,2023-10-25,Heart issue people nation note camera understand.
1789,Facility Maintenance and Utilities,423671.03,2023-11-21,Chair magazine quite likely.
1790,Facility Maintenance and Utilities,219829.79,2023-11-20,Responsibility risk bit opportunity military will.
1791,Technology and IT Infrastructure,165812.4,2023-12-19,North program together media us night far.
1792,Parts and Inventory,14790.14,2023-06-22,Edge soon debate property small.
1793,Technology and IT Infrastructure,306174.45,2023-03-26,Through realize choose how measure.
1794,Employee Salaries and Benefits,43803.17,2023-08-01,Marriage beautiful health reality if maybe than.
1795,Research and Development,369234.39,2023-01-13,Choose occur drug need begin assume.
1796,Manufacturing and Production,384855.65,2023-06-08,Brother TV personal open past mouth left when.
