Expense_ID,Category,Amount,Date,Description
559,Marketing and Advertising,2058.05,2022-09-05,Situation fire will.
560,Marketing and Advertising,9841.19,2022-03-18,Ability away hour yeah might.
561,Manufacturing and Production,3402.81,2023-02-05,Bill perhaps account base become.
562,Technology and IT Infrastructure,4652.05,2022-04-28,Just bank small trip clearly trouble purpose.
563,Parts and Inventory,743.71,2023-11-13,Second appear themselves both during life.
564,Technology and IT Infrastructure,5933.47,2022-01-24,Product anything serve address such condition.
565,Manufacturing and Production,2517.73,2023-11-29,Throughout record indicate brother else number develop several.
566,Employee Salaries and Benefits,9104.06,2023-06-16,Machine lay base national.
567,Facility Maintenance and Utilities,4694.69,2023-07-03,Chair direction nature receive.
568,Facility Maintenance and Utilities,9220.85,2022-03-22,Dog read red everybody we computer those but.
569,Vehicle Procurement,1674.55,2023-01-12,Billion moment around.
570,Technology and IT Infrastructure,1186.85,2023-10-19,Business hundred today cover process.
571,Technology and IT Infrastructure,8752.19,2022-08-20,Police camera someone carry staff.
572,Employee Salaries and Benefits,9726.94,2023-04-03,Partner control hot appear say world.
573,Technology and IT Infrastructure,3315.95,2022-05-15,Yard focus hear not we model.
574,Marketing and Advertising,1608.97,2023-08-10,Turn reveal physical product behavior only opportunity floor.
575,Research and Development,359.39,2022-10-21,Tonight response within.
576,Employee Salaries and Benefits,3957.51,2023-12-12,In paper police seven room down.
577,Marketing and Advertising,5267.95,2022-03-27,Government around that clear responsibility country.
578,Vehicle Procurement,5520.77,2023-11-26,Save special follow.
579,Research and Development,761.44,2022-01-09,Reason radio spring me.
580,Research and Development,312.66,2022-11-22,Research program air once little hope activity.
581,Logistics and Transportation,2592.99,2022-05-14,Increase state edge line nearly wall term.
582,Manufacturing and Production,3348.54,2023-03-15,Rock rest people significant term.
583,Marketing and Advertising,4486.24,2023-10-30,From still hundred represent popular her brother personal.
584,Logistics and Transportation,249.11,2022-03-07,Everybody well authority thus.
585,Parts and Inventory,3545.44,2022-11-06,Natural current win north ability enough.
586,Logistics and Transportation,4468.3,2022-06-10,Act up point strategy.
587,Research and Development,8500.76,2023-03-06,Off attorney just cut pattern.
588,Parts and Inventory,3990.86,2023-07-02,Will color spring play either chair return.
589,Logistics and Transportation,6317.68,2022-05-28,Lawyer ability hand note tell rule.
590,Legal and Compliance,1161.64,2022-02-02,Under say under civil commercial new.
591,Marketing and Advertising,6048.97,2023-10-15,Nearly resource hope kitchen do.
592,Technology and IT Infrastructure,541.75,2023-08-16,Standard approach red cell after history sometimes.
593,Marketing and Advertising,7165.21,2022-07-12,Meeting dream kid pick never find.
594,Legal and Compliance,4861.65,2022-03-17,Success year wrong we.
595,Facility Maintenance and Utilities,4668.43,2023-10-01,College administration learn total may.
596,Employee Salaries and Benefits,9711.18,2022-01-01,Listen face fear respond.
597,Manufacturing and Production,8748.29,2022-12-31,Record them present indicate compare.
598,Employee Salaries and Benefits,3665.85,2023-01-09,Result likely outside travel score away west.
599,Legal and Compliance,7056.28,2023-08-20,Look car budget difference degree adult difficult city.
600,Marketing and Advertising,1312.16,2023-07-25,Education manager program let work much give one.
601,Vehicle Procurement,6705.66,2023-10-19,Successful assume subject style collection stop break song.
602,Logistics and Transportation,6728.38,2023-10-28,Travel radio agent thought area house when.
603,Facility Maintenance and Utilities,3302.25,2023-10-05,Establish knowledge left everybody late tell and.
604,Parts and Inventory,4634.82,2023-06-28,Feeling treat democratic.
605,Manufacturing and Production,8143.32,2021-12-31,Entire international describe.
606,Legal and Compliance,3557.12,2022-07-28,Outside education skin line avoid nature.
607,Logistics and Transportation,7097.33,2022-03-16,Next president both major bag size charge.
608,Facility Maintenance and Utilities,931.95,2022-06-18,Discuss turn maintain space.
609,Vehicle Procurement,3012.05,2022-02-01,Once attention tonight finally strategy.
610,Employee Salaries and Benefits,7767.77,2022-09-05,Act hard save teacher.
611,Marketing and Advertising,5844.21,2023-10-05,She require glass upon travel plant charge.
612,Manufacturing and Production,5488.55,2022-04-07,Use rather early account board arrive require speech.
613,Research and Development,3812.13,2023-06-09,Event sign hot father decision.
614,Research and Development,2962.4,2022-04-24,Rate table tax low fund might seat.
615,Facility Maintenance and Utilities,6850.29,2022-10-03,Per issue hospital model land person still.
616,Vehicle Procurement,779.68,2022-06-06,Citizen need see sea meeting official north different.
617,Marketing and Advertising,5044.17,2022-11-30,Training perform building with opportunity project.
618,Manufacturing and Production,8337.63,2023-10-15,Return analysis administration.
619,Marketing and Advertising,1177.95,2023-06-14,Kind huge room threat rise service lawyer.
620,Logistics and Transportation,263.3,2023-06-05,Foreign manager easy street me meet.
