Expense_ID,Category,Amount,Date,Description
1876,Logistics and Transportation,174062.72,2023-12-19,North happen evening probably culture hand base wear.
1877,Legal and Compliance,280066.71,2023-05-21,Also out live letter hour message clearly.
1878,Technology and IT Infrastructure,49721.11,2023-12-01,Available star million blue.
1879,Vehicle Procurement,433738.14,2023-07-11,Start billion town senior explain parent.
1880,Manufacturing and Production,286350.21,2023-11-10,Community card theory then.
1881,Marketing and Advertising,42378.32,2023-10-16,Building political think leg.
1882,Manufacturing and Production,251213.71,2023-08-19,Say within gas matter traditional day ready.
1883,Technology and IT Infrastructure,310717.94,2023-02-26,Television to early by be throughout where.
1884,Research and Development,337665.22,2023-07-09,Suggest low quite middle do somebody.
1885,Parts and Inventory,103022.85,2024-01-01,Reality sense sister hit make describe across.
1886,Parts and Inventory,272303.59,2023-11-10,Matter design present.
1887,Employee Salaries and Benefits,86013.81,2023-04-22,Message kitchen treatment despite body.
1888,Legal and Compliance,109831.53,2023-08-12,Way town bed remember indeed ok so.
1889,Legal and Compliance,117165.76,2023-02-05,Action rate back.
1890,Facility Maintenance and Utilities,221724.31,2023-10-28,Whatever wall keep pick kitchen gas material official.
1891,Parts and Inventory,451437.29,2023-09-21,Exist whole young.
1892,Research and Development,483291.12,2023-08-25,Add early step continue letter yourself tax.
1893,Research and Development,488188.5,2023-11-25,Quality mind action wear beat.
1894,Vehicle Procurement,387394.39,2023-01-30,Pull them agreement structure.
1895,Legal and Compliance,401112.98,2023-07-03,Relate majority alone.
1896,Vehicle Procurement,36507.07,2023-11-19,Stay off father interesting.
1897,Legal and Compliance,144726.52,2023-02-20,Choose tonight prove late trial.
1898,Logistics and Transportation,149731.33,2023-11-19,Fly often director.
1899,Logistics and Transportation,111949.8,2023-08-05,Alone stay deep return event.
1900,Employee Salaries and Benefits,481319.33,2023-05-28,Affect list training white individual wonder.
1901,Logistics and Transportation,172850.04,2023-06-09,Lead senior spring over prevent.
1902,Research and Development,149255.02,2023-09-28,Carry nothing teacher personal page table writer.
1903,Logistics and Transportation,346014.88,2023-07-12,Career hour participant show road friend.
1904,Parts and Inventory,213063.0,2023-03-04,Year chance activity here growth democratic.
1905,Research and Development,496474.84,2023-06-17,Challenge Republican usually leg trip wrong.
1906,Manufacturing and Production,24544.12,2023-02-10,Director can organization event realize.
1907,Marketing and Advertising,316759.62,2023-09-17,East role cover blood.
1908,Logistics and Transportation,262785.41,2023-06-28,Enter vote floor investment.
1909,Technology and IT Infrastructure,438214.32,2023-03-14,Lead civil set should quite opportunity.
1910,Legal and Compliance,150623.62,2023-05-07,Card whatever effect new bring chair officer.
1911,Facility Maintenance and Utilities,358316.66,2023-10-19,So main when you fire interest.
1912,Logistics and Transportation,183059.99,2023-10-25,Hotel policy or true bring heart simple we.
1913,Facility Maintenance and Utilities,274317.56,2023-11-24,That different win rather.
1914,Logistics and Transportation,344982.38,2023-12-02,Full see say off present unit.
1915,Legal and Compliance,407125.44,2023-12-13,Great college security already power spring.
1916,Employee Salaries and Benefits,425751.24,2023-04-02,Reason store trial adult.
1917,Marketing and Advertising,324194.03,2023-12-04,Blood people west memory technology dog win window.
1918,Research and Development,342062.16,2023-02-08,Likely their save.
1919,Vehicle Procurement,97744.93,2023-04-26,Poor old amount change start who example.
1920,Facility Maintenance and Utilities,299553.96,2023-04-05,Tv data reach north foot.
1921,Technology and IT Infrastructure,450390.72,2023-03-01,Off reveal notice soldier.
1922,Facility Maintenance and Utilities,244689.43,2023-06-05,Agree exist road power.
1923,Facility Maintenance and Utilities,320342.52,2023-03-30,Interesting near prove artist action.
1924,Employee Salaries and Benefits,329639.4,2023-02-19,Assume ever yard serve certain probably.
1925,Marketing and Advertising,35582.18,2023-03-31,Move important true prepare after position.
1926,Employee Salaries and Benefits,234547.13,2023-05-03,Address court usually sure.
1927,Facility Maintenance and Utilities,253958.53,2023-10-13,Family manage site positive.
1928,Research and Development,477173.61,2023-03-31,Town story throughout dark might player whatever.
1929,Marketing and Advertising,484010.0,2023-09-10,Health think seat as do.
1930,Logistics and Transportation,393002.86,2023-05-26,Simple occur shoulder this information start.
1931,Vehicle Procurement,398381.12,2023-09-20,Nor threat pass similar national level a.
1932,Employee Salaries and Benefits,186983.89,2023-02-03,Rise difficult especially current ask.
1933,Facility Maintenance and Utilities,148388.3,2023-06-18,To follow realize show.
1934,Technology and IT Infrastructure,249345.43,2023-05-18,Method why discussion he trouble make.
1935,Logistics and Transportation,480555.23,2023-01-09,Rock car go significant specific may attack.
1936,Marketing and Advertising,256437.83,2023-09-20,Couple exist can hand name turn.
1937,Legal and Compliance,331368.96,2023-03-04,Yeah amount capital.
1938,Parts and Inventory,405593.53,2023-01-03,Kind series life pull interest.
1939,Research and Development,267464.86,2023-06-13,Wife there edge view success not everyone benefit.
1940,Logistics and Transportation,132005.19,2023-12-25,Describe return fire effort few adult.
1941,Logistics and Transportation,251149.65,2023-06-27,Manage deep rich.
1942,Facility Maintenance and Utilities,138285.88,2023-07-09,Story meeting TV go.
1943,Marketing and Advertising,85902.18,2023-12-20,Recognize last play indicate seven upon nearly.
1944,Manufacturing and Production,237829.84,2023-01-30,Manager person collection stand nearly yes similar wall.
1945,Facility Maintenance and Utilities,233168.99,2023-06-20,Any whatever happy.
1946,Facility Maintenance and Utilities,120548.23,2023-07-05,List matter simple thousand while.
1947,Technology and IT Infrastructure,462102.96,2023-07-05,Stock enough job contain building possible conference.
1948,Vehicle Procurement,188279.14,2023-11-14,Which treatment second too approach.
1949,Employee Salaries and Benefits,157881.2,2023-02-08,Area tell admit assume while cup.
1950,Technology and IT Infrastructure,377004.41,2023-03-08,Traditional teach light she war.
1951,Parts and Inventory,420441.98,2023-07-21,Television into concern interest yeah expert.
1952,Facility Maintenance and Utilities,407416.7,2023-05-23,Agree election grow education nice official.
1953,Technology and IT Infrastructure,207352.65,2023-09-03,Gun decade edge early leave peace step.
1954,Manufacturing and Production,191607.09,2023-08-17,Allow big single research.
1955,Marketing and Advertising,58101.45,2023-06-13,Piece maintain those push why court old.
1956,Logistics and Transportation,163177.97,2023-04-19,Down have particularly reveal during help.
1957,Parts and Inventory,360549.99,2023-06-15,Development store often low make return beyond.
1958,Legal and Compliance,258975.1,2023-06-01,Threat begin own though question oil.
1959,Research and Development,192680.31,2023-05-08,Industry couple authority artist happen.
1960,Marketing and Advertising,160343.39,2023-06-20,Develop gas mean feeling health year paper.
1961,Marketing and Advertising,261674.16,2023-10-18,Investment report listen late drop ahead find.
1962,Facility Maintenance and Utilities,244287.76,2023-01-03,Against military since drug.
1963,Vehicle Procurement,42383.14,2023-04-05,Car tree politics must full.
1964,Marketing and Advertising,20340.59,2023-03-31,School certainly none dark within feel city.
1965,Research and Development,355979.36,2023-08-20,Reason evidence source week manager.
1966,Parts and Inventory,45496.39,2023-01-17,Culture work program prove memory.
1967,Marketing and Advertising,177378.98,2023-03-26,What reality into fish position.
1968,Manufacturing and Production,413834.07,2023-01-20,Hundred similar public five activity white crime.
1969,Employee Salaries and Benefits,110792.84,2023-05-16,Break create impact environment us soon.
1970,Vehicle Procurement,75570.77,2023-08-16,Wait spring figure laugh wide foreign too.
1971,Research and Development,294678.56,2023-09-07,Network question approach maintain.
1972,Research and Development,21651.95,2023-04-10,Ok break toward expert check the force.
1973,Logistics and Transportation,326393.54,2023-05-11,Get evidence authority similar.
1974,Logistics and Transportation,84068.38,2023-05-13,Enough read serious reality fine.
1975,Employee Salaries and Benefits,286714.65,2023-05-09,Police gun serve necessary.
1976,Legal and Compliance,277901.29,2023-01-31,Trade accept full reality.
1977,Manufacturing and Production,494836.16,2023-05-09,According wear feeling end sister thus air base.
1978,Parts and Inventory,414123.71,2023-07-11,Price structure will some seven executive.
1979,Marketing and Advertising,40131.19,2023-05-08,Glass guess Mr sell strategy until million.
1980,Technology and IT Infrastructure,259546.93,2023-10-03,Affect nearly brother middle similar.
1981,Manufacturing and Production,482821.85,2023-03-25,Trip hit lay development management.
1982,Marketing and Advertising,291771.92,2023-07-11,Tree push nation cultural.
1983,Employee Salaries and Benefits,413593.31,2023-01-06,Effect short no entire only.
1984,Employee Salaries and Benefits,279561.85,2023-01-18,Who everything nothing face arm manager evening.
1985,Employee Salaries and Benefits,59212.9,2023-07-05,Hand analysis myself herself.
1986,Legal and Compliance,226219.55,2023-06-05,Total forward activity system term pay blue.
1987,Vehicle Procurement,459269.61,2023-02-03,Memory newspaper despite dream single evidence once response.
1988,Parts and Inventory,299048.89,2023-09-29,Investment quickly serve sometimes woman stand everybody.
1989,Manufacturing and Production,344807.65,2023-08-20,We for interview yet budget start news.
1990,Parts and Inventory,9682.16,2023-10-22,Or by cover author change while.
1991,Parts and Inventory,220012.82,2023-05-23,Sister much discussion party team.
1992,Employee Salaries and Benefits,365498.75,2023-09-27,Pull admit about worker.
1993,Manufacturing and Production,106458.38,2023-07-20,According heart also today article test technology.
1994,Manufacturing and Production,25594.85,2023-11-19,Treatment on home foreign third.
1995,Vehicle Procurement,111491.15,2023-04-02,Conference cell listen affect.
1996,Facility Maintenance and Utilities,314314.11,2023-01-30,Career hot chair increase onto stay decide.
1997,Facility Maintenance and Utilities,110412.23,2023-12-11,Ready subject recognize option.
1998,Manufacturing and Production,254343.17,2023-03-09,Create thus value wear stuff human.
1999,Marketing and Advertising,122868.57,2023-03-29,Expect possible interest fly represent story.
2000,Manufacturing and Production,496215.36,2023-11-01,Expert maybe live particularly development.
