Expense_ID,Category,Amount,Date,Description
251,Research and Development,11519.88,2023-11-01,Fall another hope message customer ready until.
252,Legal and Compliance,219933.6,2023-05-06,Growth possible weight realize major many.
253,Vehicle Procurement,58798.64,2023-12-26,Realize glass girl six positive simple never.
254,Legal and Compliance,146552.99,2023-03-28,Benefit serious common whether billion attack than.
255,Manufacturing and Production,110769.97,2023-01-04,Where will station why wall couple student drive.
256,Legal and Compliance,45496.89,2023-08-19,Fish it wide foot.
257,Logistics and Transportation,10918.68,2023-02-28,Chair ground very hot situation head science sense.
258,Manufacturing and Production,96633.78,2023-05-15,Interesting read almost man mind material factor.
259,Parts and Inventory,251231.55,2023-09-28,Without window smile laugh collection paper perhaps field.
260,Facility Maintenance and Utilities,6994.76,2023-03-04,Buy instead gun employee wonder rest.
261,Logistics and Transportation,94422.14,2023-11-05,Fact chance begin should suffer.
262,Vehicle Procurement,112536.73,2023-11-21,Responsibility trade trouble certain.
263,Logistics and Transportation,151194.98,2023-10-22,Trial manage camera head agree.
264,Marketing and Advertising,80868.94,2023-01-16,Line dog technology.
265,Parts and Inventory,234136.16,2022-12-29,Food everything behind rule camera at attack.
266,Parts and Inventory,157557.63,2023-01-24,Traditional head set family low.
267,Technology and IT Infrastructure,266643.77,2023-07-20,Save front concern church create store.
268,Parts and Inventory,107555.08,2023-08-31,Old material rest mother lose.
269,Vehicle Procurement,96053.4,2023-07-10,Mouth thank party staff true go.
270,Facility Maintenance and Utilities,122427.35,2023-01-29,Family blood no draw career produce.
271,Vehicle Procurement,150071.62,2023-08-16,Item book lawyer whole.
272,Facility Maintenance and Utilities,82614.94,2023-03-30,Reach leader after dog idea personal human job.
273,Employee Salaries and Benefits,125931.39,2023-01-15,Main focus teacher skin majority easy.
274,Research and Development,119485.57,2023-06-09,Education media what deal prove.
275,Employee Salaries and Benefits,94275.6,2023-11-29,Vote talk common hear someone impact.
276,Employee Salaries and Benefits,85661.64,2023-05-08,Sing test can author.
277,Facility Maintenance and Utilities,237270.18,2023-06-03,Lead high show turn.
278,Vehicle Procurement,266481.61,2023-05-10,Close different change professor crime hot.
279,Research and Development,67300.26,2023-09-02,Another spring scene up sometimes sell north.
280,Facility Maintenance and Utilities,227744.85,2023-03-07,Whose season see scene start.
281,Technology and IT Infrastructure,120774.55,2023-04-23,Item police look imagine.
282,Legal and Compliance,49196.66,2023-11-11,Better current off feel leg less.
283,Marketing and Advertising,102772.74,2023-01-12,Food imagine image especially crime reduce water.
284,Legal and Compliance,62520.8,2023-06-29,General fast certain major.
285,Vehicle Procurement,289571.28,2023-02-07,Avoid collection run kid blood majority.
286,Technology and IT Infrastructure,100564.28,2023-03-05,Capital red how still.
287,Logistics and Transportation,116610.01,2023-04-05,Minute why town speech century author church.
288,Vehicle Procurement,159419.55,2023-04-30,Street to join look security ten alone.
289,Marketing and Advertising,52692.23,2023-04-17,Strong dark civil bad seat success.
290,Research and Development,202948.77,2023-06-13,Sort her trial foot event we lose usually.
291,Logistics and Transportation,117391.14,2023-06-26,Meet condition there movie produce because society.
292,Legal and Compliance,272052.87,2023-11-27,Under central term rate.
293,Logistics and Transportation,284115.68,2023-10-15,Movement institution always thank.
294,Technology and IT Infrastructure,264956.24,2023-02-01,Strategy need people true.
295,Legal and Compliance,156360.95,2023-07-27,World blue choice help room.
296,Technology and IT Infrastructure,235565.46,2023-08-03,Get cultural event effect tonight.
297,Logistics and Transportation,48731.26,2023-01-03,Enter issue six marriage provide.
298,Facility Maintenance and Utilities,284800.43,2023-06-02,Key Democrat one people.
299,Legal and Compliance,238943.56,2023-02-02,Special since entire.
300,Manufacturing and Production,66420.58,2023-10-30,Mean affect factor season education itself still.
301,Logistics and Transportation,17044.99,2023-04-06,Crime catch few challenge PM.
302,Vehicle Procurement,115462.08,2023-07-27,Low but spring discover not local form.
303,Logistics and Transportation,90642.99,2023-11-07,Leave huge blue summer.
304,Logistics and Transportation,40289.25,2023-08-20,Lose floor kid painting.
305,Technology and IT Infrastructure,32421.51,2023-07-25,Right focus assume consumer whom make science.
306,Employee Salaries and Benefits,55813.52,2023-12-20,Law rate well conference media.
307,Marketing and Advertising,125296.78,2022-12-30,Between hard law with Republican as born.
308,Manufacturing and Production,179665.5,2023-11-24,Reach understand professor piece girl reveal.
309,Parts and Inventory,97795.82,2023-12-20,Air building ever around worry radio.
