Expense_ID,Category,Amount,Date,Description
311,Parts and Inventory,2040.27,2022-09-15,Fall onto skin subject particularly friend into politics.
312,Marketing and Advertising,3047.67,2022-03-28,Certainly west his sometimes never media.
313,Legal and Compliance,7077.87,2022-02-15,Red deal head worker theory week.
314,Marketing and Advertising,7574.44,2022-12-30,News apply tree arrive out.
315,Manufacturing and Production,5866.3,2022-01-16,End high senior reflect finally.
316,Facility Maintenance and Utilities,6360.6,2023-05-01,Their pull other game product.
317,Vehicle Procurement,7674.83,2023-03-08,Start sell person anyone tell affect start value.
318,Research and Development,1003.94,2023-07-27,Bring close pay.
319,Legal and Compliance,6473.81,2022-11-14,Seem evening year rise project.
320,Employee Salaries and Benefits,2733.36,2023-01-18,Research firm film difficult option help need.
321,Research and Development,5990.37,2023-10-30,Leave radio color firm claim investment.
322,Vehicle Procurement,6989.85,2023-04-04,Arrive expect land later purpose human film.
323,Legal and Compliance,9527.18,2022-04-10,Gas sign very.
324,Marketing and Advertising,8020.13,2022-08-09,But just identify their show.
325,Research and Development,7209.54,2023-11-28,There American leave smile.
326,Logistics and Transportation,4338.35,2022-03-20,Every economy build American meeting together.
327,Marketing and Advertising,392.53,2021-12-31,Ahead development one political positive.
328,Logistics and Transportation,1424.25,2022-07-28,Push seat growth whether station real.
329,Research and Development,2272.05,2022-04-27,Room present interview day must great party.
330,Research and Development,7632.95,2022-07-01,Nation notice foreign product stand support a.
331,Technology and IT Infrastructure,4053.35,2022-05-08,Black anyone company writer put.
332,Technology and IT Infrastructure,6797.23,2022-06-06,Team especially Democrat language.
333,Technology and IT Infrastructure,774.3,2023-02-18,Before but own glass least music.
334,Logistics and Transportation,4165.42,2023-09-19,Pull least purpose tonight few.
335,Manufacturing and Production,7285.29,2023-07-20,Else general page suffer.
336,Manufacturing and Production,1140.01,2022-11-02,Development bank have.
337,Parts and Inventory,9744.21,2023-08-21,Into chance or professor learn begin.
338,Technology and IT Infrastructure,8102.75,2023-12-12,Fund choose value look act very station.
339,Research and Development,8266.79,2023-07-14,Among reveal only gas partner.
340,Employee Salaries and Benefits,5368.09,2022-01-22,General her give.
341,Vehicle Procurement,6248.97,2022-01-16,Over major stay.
342,Employee Salaries and Benefits,937.59,2023-08-08,Effort personal democratic color stuff eat key.
343,Manufacturing and Production,2105.35,2023-10-26,Wide others environment change.
344,Manufacturing and Production,9923.85,2023-05-16,Gas guess guy.
345,Legal and Compliance,2891.3,2023-07-17,Seven share present behavior night.
346,Logistics and Transportation,4063.44,2023-07-22,Learn design be month help most.
347,Manufacturing and Production,2261.96,2022-11-02,Always value strong likely democratic.
348,Employee Salaries and Benefits,7811.48,2022-04-20,Rather involve cultural three region memory morning.
349,Employee Salaries and Benefits,3126.67,2023-04-28,Care moment green air Democrat best fight ask.
350,Marketing and Advertising,2304.71,2022-08-27,Under space program station know child wind.
351,Employee Salaries and Benefits,8772.95,2022-11-27,Sort include keep nature behavior song.
352,Vehicle Procurement,9033.76,2022-08-01,Event fire the huge special its.
353,Facility Maintenance and Utilities,4268.34,2023-06-24,Security Congress than.
354,Vehicle Procurement,3548.11,2023-05-02,Production arm never task prove outside beyond organization.
355,Logistics and Transportation,271.97,2023-08-06,Remain consider during team business camera Mrs.
356,Facility Maintenance and Utilities,6543.04,2023-01-09,Song exactly appear tell attack own practice.
357,Manufacturing and Production,1636.12,2023-12-06,Rich long pattern weight.
358,Parts and Inventory,3063.09,2022-03-02,Management increase material edge student yard.
359,Parts and Inventory,1560.38,2023-04-26,Nothing method drive for during again computer.
360,Parts and Inventory,132.9,2022-06-15,Trade drop among character through.
361,Employee Salaries and Benefits,173.9,2022-07-20,Base top back give think hotel.
362,Technology and IT Infrastructure,7702.49,2021-12-29,Walk responsibility enter.
363,Employee Salaries and Benefits,1103.68,2023-08-24,Too mother science indicate.
364,Parts and Inventory,5609.72,2023-03-15,Owner offer key realize especially however however.
365,Logistics and Transportation,9871.28,2022-07-20,His material rate heavy raise put debate.
366,Marketing and Advertising,8724.71,2022-12-18,Daughter instead anyone reduce mother then hard.
367,Technology and IT Infrastructure,1373.13,2023-04-11,Glass story design.
368,Vehicle Procurement,6830.06,2023-04-24,We time indeed.
369,Technology and IT Infrastructure,2603.52,2023-02-15,Ask yeah score more cover.
370,Logistics and Transportation,9762.75,2022-11-30,Special arrive share.
371,Research and Development,5548.95,2023-05-15,Ago face unit back remember born.
372,Manufacturing and Production,397.16,2023-10-29,Field yard fire child.
