Expense_ID,Category,Amount,Date,Description
1,Logistics and Transportation,470871.5,2023-01-28,How including music plan throughout.
2,Logistics and Transportation,233624.39,2023-05-09,Situation hand team exist former indicate.
3,Research and Development,295175.18,2023-01-09,Deep into energy mention.
4,Parts and Inventory,338836.16,2023-03-04,All develop among.
5,Vehicle Procurement,469887.03,2023-10-31,Away any newspaper grow story no commercial.
6,Manufacturing and Production,233096.14,2023-07-13,Leave paper bring.
7,Legal and Compliance,47304.37,2023-05-17,Finish including hard significant.
8,Vehicle Procurement,322377.23,2023-03-29,Ability movie to at perform.
9,Research and Development,291853.86,2023-06-09,Food figure culture all difference off.
10,Parts and Inventory,140151.59,2023-09-05,Really service serious decade we.
11,Marketing and Advertising,44635.01,2023-06-09,Light foot eat spend trip.
12,Parts and Inventory,9932.33,2023-02-20,Simply total right assume happen official whatever.
13,Research and Development,150432.14,2023-04-14,Letter half ask instead health billion.
14,Facility Maintenance and Utilities,444745.17,2023-02-23,Card how understand responsibility.
15,Employee Salaries and Benefits,16434.15,2023-04-21,Building sometimes drop play new.
16,Marketing and Advertising,482384.32,2023-05-24,Middle speak health right.
17,Technology and IT Infrastructure,27076.62,2023-01-30,Enter once win same both eight.
18,Research and Development,481659.9,2023-03-02,Act message treatment defense enough.
19,Employee Salaries and Benefits,100151.04,2023-04-18,Write fear develop thing score.
20,Employee Salaries and Benefits,246077.83,2023-02-15,Discuss could more tonight position.
21,Marketing and Advertising,333638.49,2023-04-10,Meeting fly analysis thought color allow social.
22,Parts and Inventory,50111.95,2023-12-21,Side feeling hope discover.
23,Manufacturing and Production,222774.96,2023-03-22,Ask still whole finish somebody.
24,Research and Development,150335.12,2023-12-20,Sound great also population.
25,Vehicle Procurement,193835.63,2023-05-17,Cut career effort trouble remember town.
26,Employee Salaries and Benefits,494469.02,2023-05-05,I member fish with school international safe.
27,Marketing and Advertising,451972.19,2023-10-05,Cup visit born likely.
28,Employee Salaries and Benefits,230363.48,2023-03-18,Their condition lot yeah course.
