Expense_ID,Category,Amount,Date,Description
931,Logistics and Transportation,150813.21,2022-11-24,Police sport degree somebody certainly adult daughter.
932,Technology and IT Infrastructure,251067.08,2022-10-26,Produce hold or after.
933,Logistics and Transportation,204547.98,2022-03-03,Environment operation meeting loss show tonight message may.
934,Marketing and Advertising,86800.51,2023-07-02,Machine question attorney edge deal air.
935,Manufacturing and Production,178766.29,2022-07-16,Leg camera man girl.
936,Marketing and Advertising,36944.16,2022-09-19,Cause provide impact either.
937,Legal and Compliance,45014.43,2022-11-21,Century return case show.
938,Legal and Compliance,36541.22,2022-04-08,Indicate it since former hundred.
939,Legal and Compliance,240063.34,2023-11-14,Movie at present.
940,Logistics and Transportation,219911.11,2023-02-27,Huge purpose bad property her.
941,Marketing and Advertising,22936.19,2022-09-19,Series type suggest sport third discuss.
942,Vehicle Procurement,120862.26,2023-03-04,With on usually heart.
943,Manufacturing and Production,152987.94,2023-07-03,Visit short everything hold boy sure.
944,Technology and IT Infrastructure,121682.84,2023-11-29,Somebody nearly sea notice participant accept everyone street.
945,Manufacturing and Production,151341.86,2023-01-04,Believe hotel response book ok participant painting.
946,Manufacturing and Production,240834.21,2022-09-15,Sport safe all list energy affect.
947,Legal and Compliance,19791.38,2022-05-02,Accept article party raise second field.
948,Logistics and Transportation,269341.87,2023-03-02,Team born teacher center their concern store serious.
949,Logistics and Transportation,30758.99,2023-01-08,Peace foot federal event team southern.
950,Logistics and Transportation,64542.09,2023-11-12,Window record pretty nation seem.
951,Research and Development,230258.97,2023-05-29,Deep better evening away picture.
952,Logistics and Transportation,56626.1,2023-07-09,Know know usually station possible explain other.
953,Facility Maintenance and Utilities,227495.33,2022-09-18,Lay southern serve around degree.
954,Technology and IT Infrastructure,271010.92,2023-11-20,Spring recognize involve.
955,Employee Salaries and Benefits,275517.22,2023-05-25,Security measure arm as.
956,Facility Maintenance and Utilities,35209.2,2022-02-12,Everyone price cover early blue draw protect.
957,Parts and Inventory,77924.63,2023-06-10,Give discover study already teach.
958,Logistics and Transportation,158553.21,2022-03-11,Hear voice arrive even as man.
959,Marketing and Advertising,191264.05,2022-05-02,Congress player candidate it require.
960,Technology and IT Infrastructure,222005.39,2023-10-18,Pay bank range war stage make to appear.
961,Parts and Inventory,233551.17,2022-04-14,Himself experience start.
962,Research and Development,217120.04,2023-02-21,Debate nothing wall recently skin itself.
963,Parts and Inventory,77827.04,2022-08-31,One from dog support read.
964,Research and Development,79744.31,2023-05-06,Best theory there school ability image.
965,Technology and IT Infrastructure,131468.48,2023-02-27,Wide fly feeling truth life design show.
966,Vehicle Procurement,100590.4,2022-10-10,Training opportunity draw picture.
967,Employee Salaries and Benefits,57686.54,2023-02-23,Suddenly policy too myself also mother.
968,Marketing and Advertising,262132.26,2023-08-24,Machine standard director section reach.
969,Legal and Compliance,278807.39,2023-05-17,See her difference around later represent simply.
970,Legal and Compliance,230377.99,2022-07-28,Popular high audience interview.
971,Logistics and Transportation,200151.63,2023-04-25,Turn account paper after it.
972,Employee Salaries and Benefits,35949.23,2022-02-03,Standard same alone environment build forget decision.
973,Manufacturing and Production,144640.03,2023-08-06,Operation spend explain poor husband radio.
974,Manufacturing and Production,199849.97,2022-04-26,Discussion money fall decade southern way long.
975,Marketing and Advertising,31891.79,2023-01-18,Cut drop against together.
976,Legal and Compliance,134680.87,2023-06-25,Order recognize window nothing box they.
977,Manufacturing and Production,11372.04,2022-10-15,Education speak citizen receive.
978,Logistics and Transportation,63368.12,2023-05-27,Economic go identify heart.
979,Logistics and Transportation,182212.0,2023-07-08,We become arrive support.
980,Manufacturing and Production,26871.84,2023-05-04,Use by gas property language return use company.
981,Legal and Compliance,164153.84,2022-02-21,Assume that wear treat community.
982,Research and Development,61075.61,2022-08-01,Former treat performance around off teach plant.
983,Research and Development,85869.77,2022-12-09,Send apply from success agree pay land be.
984,Vehicle Procurement,228749.52,2023-06-01,Remain daughter office easy cost man thought.
985,Research and Development,227296.91,2023-03-23,Herself director cultural daughter just everyone.
986,Logistics and Transportation,219199.04,2023-02-27,Respond politics to produce begin.
987,Facility Maintenance and Utilities,279881.46,2023-08-12,Ask community design such care sign across.
988,Parts and Inventory,274139.34,2023-09-20,Stop push speech rise energy ahead wide.
989,Logistics and Transportation,69431.17,2023-12-28,But power perform reason training.
990,Technology and IT Infrastructure,142000.09,2022-09-06,Camera me meeting major.
991,Technology and IT Infrastructure,206234.65,2022-12-01,Exist stop can Democrat bar in less.
992,Technology and IT Infrastructure,148678.85,2022-03-17,Majority everybody doctor politics speech ability.
993,Marketing and Advertising,145741.14,2022-08-27,Pick name determine practice assume evidence.
994,Research and Development,246672.41,2022-06-26,Learn scientist or know.
995,Marketing and Advertising,37964.45,2022-02-02,Plan onto claim affect none likely hot.
996,Manufacturing and Production,268028.12,2023-11-25,Customer stock ahead painting another.
997,Legal and Compliance,29767.34,2022-07-26,Tree into section people hotel possible.
998,Marketing and Advertising,94616.1,2023-12-20,Piece third doctor.
999,Employee Salaries and Benefits,108069.67,2022-01-12,Direction each me appear.
1000,Technology and IT Infrastructure,253462.82,2023-02-10,Group likely another none very medical success many.
