Expense_ID,Category,Amount,Date,Description
501,Research and Development,25962.79,2023-10-26,For pull quite ready.
502,Technology and IT Infrastructure,172287.89,2023-02-25,Red cold beyond many phone name.
503,Research and Development,291158.07,2023-01-03,Carry foreign center show.
504,Manufacturing and Production,9347.35,2023-01-04,Authority either policy plant.
505,Technology and IT Infrastructure,377763.9,2023-04-01,Film friend gas image along.
506,Manufacturing and Production,93025.47,2023-04-03,National religious ability hard.
507,Research and Development,174688.54,2023-02-02,Scientist security discussion mother exist.
508,Vehicle Procurement,450018.89,2023-09-13,Military out since budget.
509,Legal and Compliance,393295.02,2023-09-21,Approach usually themselves both plant Democrat time.
510,Employee Salaries and Benefits,391094.98,2023-06-18,Three development pay set.
511,Marketing and Advertising,435114.23,2023-08-19,Right probably idea surface.
512,Parts and Inventory,80399.47,2023-04-13,Many seek experience close answer face memory.
513,Employee Salaries and Benefits,484856.48,2023-01-22,Number name those.
514,Employee Salaries and Benefits,345539.15,2023-06-06,Though boy model issue food there.
515,Facility Maintenance and Utilities,326757.87,2023-08-04,Nature yourself control.
516,Marketing and Advertising,379099.36,2023-09-01,Him clear short huge Democrat issue nice.
517,Marketing and Advertising,12825.47,2023-08-31,Beat rise accept person military central.
518,Facility Maintenance and Utilities,354043.33,2023-03-17,Skill pretty by plan.
519,Manufacturing and Production,41850.8,2023-10-12,Clear professor article.
520,Parts and Inventory,152143.82,2023-01-08,Point condition mission gun.
521,Parts and Inventory,333576.44,2023-06-15,Establish community meeting benefit hold unit mind score.
522,Facility Maintenance and Utilities,356646.69,2023-01-06,And administration cost range draw activity.
523,Facility Maintenance and Utilities,382337.06,2023-01-09,Understand join financial apply.
524,Facility Maintenance and Utilities,239690.03,2023-04-21,Six speech beautiful party.
525,Legal and Compliance,216670.66,2023-09-15,Affect open magazine audience product power.
526,Facility Maintenance and Utilities,273508.83,2023-12-14,Customer box chair here southern left big natural.
527,Manufacturing and Production,322557.65,2023-04-04,Alone top occur low.
528,Technology and IT Infrastructure,75441.2,2023-04-27,Happen ball laugh.
529,Legal and Compliance,196886.83,2023-10-25,Success project shoulder glass memory.
530,Facility Maintenance and Utilities,200406.28,2023-07-15,Financial candidate front back than certainly week.
531,Manufacturing and Production,152549.35,2023-01-06,Bit simply approach.
532,Marketing and Advertising,234635.84,2023-11-02,North law increase fight method market trade.
533,Technology and IT Infrastructure,37949.29,2023-10-04,Remain guess free political piece ago loss despite.
534,Facility Maintenance and Utilities,334912.81,2023-09-10,Pull place finally that fly central security.
535,Marketing and Advertising,9460.32,2023-08-27,All say view.
536,Manufacturing and Production,227906.9,2023-10-05,Program education it market enter line town.
537,Vehicle Procurement,460522.36,2023-03-08,Enough either degree some.
538,Logistics and Transportation,78367.51,2023-01-16,Organization wrong share into student.
539,Research and Development,100288.33,2023-01-11,Night street scientist factor husband work.
540,Marketing and Advertising,414633.98,2023-05-11,Join stuff later focus win sometimes.
541,Employee Salaries and Benefits,207041.17,2023-08-17,Already each federal yeah shoulder seek.
542,Marketing and Advertising,218691.9,2023-12-27,Put fact church figure.
543,Vehicle Procurement,68877.76,2023-12-03,Letter represent evidence fast account.
544,Parts and Inventory,480074.23,2023-10-03,Ability end what new news.
545,Vehicle Procurement,372972.95,2023-03-16,Country clear detail feeling shake before.
546,Facility Maintenance and Utilities,321913.47,2023-10-29,Party this my for purpose anyone there.
547,Research and Development,319517.23,2023-11-02,Water book reflect forget cultural.
548,Research and Development,61741.07,2023-11-05,Human analysis realize hair into.
549,Legal and Compliance,478872.84,2023-01-06,Ask kind prepare candidate bag plant partner.
550,Facility Maintenance and Utilities,209407.83,2023-12-07,Debate environment truth several.
551,Parts and Inventory,358898.62,2023-03-23,Hundred adult western seem notice.
552,Facility Maintenance and Utilities,179045.0,2023-04-02,Financial south black hand certainly still blue.
553,Legal and Compliance,89343.92,2023-05-05,Artist would significant push politics.
554,Technology and IT Infrastructure,456418.88,2023-05-27,Continue pretty sing.
555,Facility Maintenance and Utilities,160427.17,2023-06-15,Realize stay sister end democratic step.
556,Legal and Compliance,194603.8,2023-08-24,Continue news factor another fly action.
557,Marketing and Advertising,215496.61,2023-01-23,Suddenly measure college class wall arrive letter.
558,Manufacturing and Production,92689.15,2023-02-01,Remain glass store free indeed.
559,Facility Maintenance and Utilities,284463.8,2023-02-19,Firm ability before decade through far determine.
560,Manufacturing and Production,267456.06,2023-04-24,Room behind source garden Republican reality.
561,Research and Development,182872.3,2023-10-10,Describe wife quality write.
562,Manufacturing and Production,32042.92,2023-06-04,Policy cover never world skin better.
563,Technology and IT Infrastructure,298326.69,2023-10-30,Develop interest tough attention.
564,Marketing and Advertising,94045.75,2023-09-13,Offer heart both after exist small themselves.
565,Manufacturing and Production,252412.99,2023-02-21,Bad tell us soldier final.
566,Marketing and Advertising,43208.2,2023-05-16,True computer those whom arm.
567,Parts and Inventory,303156.17,2023-11-04,Note current month how strong.
568,Technology and IT Infrastructure,417467.82,2023-12-15,Model care tend so up.
569,Facility Maintenance and Utilities,302851.66,2023-11-01,Color property color between somebody near.
570,Legal and Compliance,22567.37,2023-08-15,Raise color occur program edge including machine black.
571,Manufacturing and Production,352579.92,2023-07-11,Fine before civil what.
572,Logistics and Transportation,165119.86,2023-05-29,You animal my believe identify.
573,Research and Development,31741.82,2023-12-02,Into argue compare movement turn contain fine.
574,Employee Salaries and Benefits,87526.47,2023-12-08,Southern center act player ball thing.
575,Research and Development,307346.46,2023-04-18,Begin that system up father later together those.
576,Research and Development,477707.36,2023-09-03,Section environmental prepare develop.
577,Legal and Compliance,405258.02,2023-07-09,Perform act ago walk too information them individual.
578,Technology and IT Infrastructure,386836.61,2023-05-18,Mouth able laugh recognize.
579,Manufacturing and Production,343526.36,2023-02-15,Evidence dream next and interview.
580,Facility Maintenance and Utilities,245747.34,2023-01-30,Down affect parent area.
581,Vehicle Procurement,68020.6,2023-03-17,Tax face third option.
582,Research and Development,478091.61,2023-11-12,Surface goal whose a effort seek.
583,Facility Maintenance and Utilities,187445.68,2023-07-31,Kid unit pull word it buy.
584,Facility Maintenance and Utilities,430985.79,2023-11-03,Class eat determine voice.
585,Legal and Compliance,121089.14,2023-09-30,Necessary improve region region development way.
586,Vehicle Procurement,375187.65,2023-10-30,Piece series if must cup resource travel.
587,Logistics and Transportation,425721.01,2023-05-29,Live civil assume newspaper seat experience dinner.
588,Facility Maintenance and Utilities,53099.74,2023-06-23,Example face material best type family.
589,Legal and Compliance,310428.17,2023-06-28,Order from huge production try.
590,Vehicle Procurement,125879.41,2023-12-20,Its admit positive.
591,Legal and Compliance,187384.78,2023-01-13,Subject miss commercial recently summer at.
592,Manufacturing and Production,443172.92,2023-06-12,Base generation move trial.
593,Vehicle Procurement,284638.05,2023-01-01,Notice author you article.
594,Employee Salaries and Benefits,258716.01,2023-07-21,Raise meet drive story herself wide from.
595,Vehicle Procurement,146638.83,2023-08-14,Fall student easy maintain figure action pressure.
596,Manufacturing and Production,432903.54,2023-10-20,South least fill join could professor food them.
597,Research and Development,59322.44,2023-03-17,Teach at night peace production product east.
598,Parts and Inventory,92521.66,2023-09-16,Us administration edge partner.
599,Facility Maintenance and Utilities,211568.95,2023-06-23,Stand news use.
600,Legal and Compliance,25024.0,2023-02-21,West owner matter office attention enter a.
601,Parts and Inventory,48816.69,2023-05-23,Sing support respond parent exist.
602,Logistics and Transportation,320881.37,2023-07-12,Surface her listen such edge way field.
603,Logistics and Transportation,238723.16,2023-11-06,Carry born likely too eye the.
604,Facility Maintenance and Utilities,493146.55,2023-11-27,Just baby voice society give cut success.
605,Logistics and Transportation,319444.13,2023-01-16,Will them move.
606,Vehicle Procurement,356633.96,2023-04-26,Teacher case throughout sell entire something.
607,Facility Maintenance and Utilities,463867.46,2023-04-19,Business evidence law late.
608,Marketing and Advertising,157560.81,2023-01-14,Cover assume land kind there thank exactly.
609,Vehicle Procurement,195687.69,2023-06-10,Number may single let range court environment.
610,Marketing and Advertising,266828.2,2023-03-12,Offer continue lawyer leave cover.
611,Vehicle Procurement,330533.67,2023-12-23,Focus future adult friend car education.
612,Research and Development,324161.28,2023-09-28,Quickly partner expert hour beautiful system.
613,Manufacturing and Production,190156.82,2023-08-15,Painting travel result hotel we sign cost.
614,Legal and Compliance,35915.91,2023-02-04,Street current visit research.
615,Technology and IT Infrastructure,216015.68,2023-07-13,Best beyond food pressure.
616,Logistics and Transportation,170694.5,2023-12-15,Letter what cup hope friend letter.
617,Legal and Compliance,16030.73,2023-11-16,Light trip war former pass else scene present.
618,Manufacturing and Production,279284.91,2023-03-14,Finish drug idea large cell.
619,Legal and Compliance,236110.16,2023-02-02,American environment condition country there rock red various.
620,Employee Salaries and Benefits,294011.82,2023-09-25,West church size why on clearly.
621,Facility Maintenance and Utilities,234714.91,2023-11-25,Point need accept civil go.
622,Vehicle Procurement,412123.69,2023-05-04,Whether plant avoid week.
623,Technology and IT Infrastructure,139695.25,2023-08-25,Democrat chair majority claim again attention.
624,Vehicle Procurement,369433.91,2023-10-05,Argue those laugh rest bit rather threat.
625,Logistics and Transportation,113263.08,2023-02-04,Build difficult represent model.
