Expense_ID,Category,Amount,Date,Description
1751,Facility Maintenance and Utilities,296894.9,2023-03-28,Direction our system hundred in total process discover.
1752,Legal and Compliance,155626.94,2023-06-11,Suggest success real finally box mouth myself decide.
1753,Vehicle Procurement,26390.37,2023-09-09,Hundred top cold until.
1754,Employee Salaries and Benefits,151018.39,2023-12-11,Society deal within.
1755,Parts and Inventory,150518.35,2023-06-14,You think voice about.
1756,Parts and Inventory,120585.71,2023-10-03,Treat ever base agency increase exist.
1757,Logistics and Transportation,199069.65,2023-10-14,Change sort stand relate interest for.
1758,Vehicle Procurement,114269.4,2023-07-04,Company cultural figure state.
1759,Legal and Compliance,276064.36,2023-06-20,Recognize control western young fine sister subject.
1760,Vehicle Procurement,159864.32,2023-10-11,Range religious result ask term find.
1761,Logistics and Transportation,29265.28,2023-10-01,Gun thing note professor treatment admit the.
1762,Employee Salaries and Benefits,245801.61,2023-05-03,Very reduce sea theory main.
1763,Vehicle Procurement,241816.72,2023-11-27,House only special you.
1764,Research and Development,217847.81,2023-06-23,Current fall order hope surface.
1765,Parts and Inventory,299021.12,2023-07-07,As station rock.
1766,Employee Salaries and Benefits,50501.2,2023-03-09,Box including president majority according condition.
1767,Facility Maintenance and Utilities,131212.02,2023-06-07,Task ball nice special lose.
1768,Parts and Inventory,53985.37,2023-04-27,Six sell focus another.
1769,Manufacturing and Production,193982.26,2023-09-13,Your relate some benefit thought song manager.
1770,Facility Maintenance and Utilities,38309.96,2023-06-20,The own training film ago learn.
1771,Legal and Compliance,93181.27,2023-11-10,Image poor key attorney network able many.
1772,Marketing and Advertising,156757.67,2023-04-01,Turn along sure.
1773,Vehicle Procurement,76407.7,2023-01-19,Perhaps meeting color senior computer she mention.
1774,Legal and Compliance,63275.9,2023-03-19,Pay language new discussion least.
1775,Facility Maintenance and Utilities,207128.29,2023-03-17,Hospital happy store pattern first itself feel.
1776,Legal and Compliance,37967.06,2023-07-17,Office statement woman its.
1777,Parts and Inventory,158828.27,2023-03-24,Music firm serve control opportunity window rather.
1778,Vehicle Procurement,172537.47,2023-12-03,Scene year specific on southern laugh where.
1779,Marketing and Advertising,54992.72,2023-01-04,Inside policy design word thus.
1780,Employee Salaries and Benefits,155614.94,2023-10-02,Make exist size forward.
1781,Manufacturing and Production,200174.97,2023-10-31,System nearly shake significant policy cell.
1782,Manufacturing and Production,116444.39,2023-06-29,Box participant arrive begin.
1783,Logistics and Transportation,272662.16,2023-09-21,Experience or section blood yourself artist.
1784,Marketing and Advertising,189467.25,2023-12-09,Market card which vote authority piece.
1785,Marketing and Advertising,239422.63,2023-09-27,Drop point fact career beyond walk.
1786,Marketing and Advertising,58397.85,2023-12-26,Teach nature serve already contain book.
1787,Manufacturing and Production,221710.84,2023-11-07,Believe these help hospital.
1788,Parts and Inventory,282336.96,2023-11-20,Way own respond family.
1789,Parts and Inventory,62979.0,2023-11-10,In until team second.
1790,Parts and Inventory,256808.06,2023-05-02,Herself full conference.
1791,Facility Maintenance and Utilities,73513.26,2023-10-17,Couple under should pay build garden school.
1792,Manufacturing and Production,89146.13,2023-09-10,Pick sense by force federal protect half.
1793,Facility Maintenance and Utilities,90396.76,2023-12-06,Summer provide task speak.
1794,Research and Development,157305.31,2023-09-21,Agent especially point.
1795,Employee Salaries and Benefits,224652.5,2023-12-28,Five century friend for under.
1796,Research and Development,184156.57,2023-06-12,State manager president man first help.
1797,Marketing and Advertising,242196.07,2023-02-05,Box series face foreign.
1798,Parts and Inventory,207106.16,2023-05-24,Practice hope red available consider.
1799,Research and Development,134202.99,2023-05-16,Onto that tree century while experience.
1800,Legal and Compliance,286000.3,2023-08-11,Rock later share support.
1801,Parts and Inventory,176986.77,2023-10-14,Stage lawyer high staff.
1802,Technology and IT Infrastructure,140021.82,2023-09-18,That wide hundred carry ability society since support.
1803,Logistics and Transportation,219140.97,2023-09-09,Democratic speech enjoy record someone hour.
1804,Manufacturing and Production,160592.02,2023-05-08,Better material north change investment goal.
1805,Research and Development,119191.35,2023-02-07,Safe defense another bit build.
1806,Facility Maintenance and Utilities,278480.47,2023-07-02,Someone particularly go teach.
1807,Logistics and Transportation,236789.21,2023-10-26,Yard away institution guess former.
1808,Parts and Inventory,67127.02,2023-01-16,Oil heart plan sit carry.
1809,Manufacturing and Production,199796.78,2023-11-24,Really prepare road number its worry.
1810,Logistics and Transportation,66485.94,2023-04-15,Model door yourself news necessary.
