Expense_ID,Category,Amount,Date,Description
807,Legal and Compliance,225924.32,2023-09-24,Party arrive receive final deal.
808,Employee Salaries and Benefits,165345.78,2023-08-31,Push professor still.
809,Employee Salaries and Benefits,120747.48,2023-11-28,Sport success realize may then.
810,Manufacturing and Production,35997.83,2023-05-18,Explain camera hour skin.
811,Legal and Compliance,161852.82,2023-07-18,Worker health news investment entire fund.
812,Manufacturing and Production,11340.28,2022-08-11,Ever wear knowledge image city water easy what.
813,Legal and Compliance,129402.0,2023-12-20,Still product rise top authority yourself chance beautiful.
814,Marketing and Advertising,217374.16,2023-01-24,Task east meeting board leg over including.
815,Manufacturing and Production,232383.7,2023-06-02,Be old race coach half perform.
816,Logistics and Transportation,192976.9,2023-08-08,Movie toward six wish unit his.
817,Vehicle Procurement,171927.38,2023-07-08,Show explain economic smile structure party determine small.
818,Technology and IT Infrastructure,86871.22,2022-10-20,Best million wrong personal.
819,Vehicle Procurement,103958.28,2022-06-11,Tough question anyone question phone as.
820,Logistics and Transportation,46649.97,2022-12-21,South generation common last.
821,Research and Development,237955.12,2022-05-25,Tree million each crime nice thing person.
822,Logistics and Transportation,162409.74,2023-05-19,Lot have account offer.
823,Logistics and Transportation,247559.52,2023-05-28,Seven young order law.
824,Logistics and Transportation,198261.12,2023-03-29,Street care company eye officer race state.
825,Research and Development,27600.32,2023-09-22,Buy key talk before if paper less.
826,Manufacturing and Production,62749.33,2022-12-22,Himself southern boy class manage court.
827,Facility Maintenance and Utilities,36061.74,2023-02-05,Home exist chair.
828,Manufacturing and Production,219079.55,2022-09-21,Experience hold quality model open answer.
829,Facility Maintenance and Utilities,257821.11,2023-09-02,Billion church affect at own.
830,Employee Salaries and Benefits,238870.65,2022-04-12,Too he surface price girl.
831,Logistics and Transportation,13985.69,2022-09-05,Major college behind seat recent future second.
832,Logistics and Transportation,39867.49,2023-11-09,Know where sit year real draw.
833,Marketing and Advertising,248609.15,2023-09-19,Produce keep eat market behavior return indicate account.
834,Technology and IT Infrastructure,131317.18,2023-03-13,Might turn again should.
835,Logistics and Transportation,141535.13,2023-04-30,Table whether live standard best happy.
836,Technology and IT Infrastructure,10510.3,2023-01-19,Teach authority board her subject idea service company.
837,Marketing and Advertising,9457.76,2022-10-25,Idea agree chair into treatment team sound continue.
838,Vehicle Procurement,82274.48,2022-10-15,Seven nothing fine just.
839,Facility Maintenance and Utilities,8399.83,2023-09-25,Than card organization such.
840,Research and Development,177575.47,2022-07-22,Find compare feel stay I blue commercial.
841,Facility Maintenance and Utilities,27375.0,2023-07-11,Realize bed heavy difficult take.
842,Legal and Compliance,111596.93,2023-08-10,Simple continue and animal base lawyer.
843,Manufacturing and Production,92002.39,2022-10-11,Production large tonight next.
844,Marketing and Advertising,36748.5,2022-10-27,Political another less also.
845,Research and Development,162847.55,2023-06-19,Research face voice weight.
846,Logistics and Transportation,226574.36,2023-05-14,Yes vote however act far citizen.
847,Legal and Compliance,168928.73,2023-01-26,Water soldier include it ten.
848,Legal and Compliance,255696.41,2022-01-01,Better personal window health eat civil operation.
849,Marketing and Advertising,232685.77,2022-04-13,Little garden off crime investment sign.
850,Research and Development,43077.52,2022-12-04,Ahead window week into eat political protect.
851,Employee Salaries and Benefits,131163.05,2023-03-20,Continue during amount style suddenly.
852,Facility Maintenance and Utilities,234033.43,2022-02-27,Soon television none course organization follow.
853,Research and Development,72285.88,2022-01-29,Method cut then through.
854,Parts and Inventory,50526.34,2023-11-05,His stand significant heart.
855,Employee Salaries and Benefits,131778.5,2023-04-04,Cold important know own trouble.
856,Facility Maintenance and Utilities,268455.79,2022-09-23,Student discover study word receive.
857,Research and Development,207166.57,2023-03-09,Manage late experience.
858,Facility Maintenance and Utilities,163122.26,2023-07-01,Wear kind agency while beautiful.
859,Marketing and Advertising,168543.52,2023-05-07,Will seek us television find great instead.
860,Legal and Compliance,59223.99,2022-03-06,Least son bed call politics later happen.
861,Marketing and Advertising,145359.98,2023-12-19,Successful town detail bar indeed money.
862,Manufacturing and Production,160267.07,2023-11-16,Order response structure little.
863,Manufacturing and Production,292639.92,2023-06-10,Performance least much improve stage.
864,Employee Salaries and Benefits,115191.19,2022-03-25,Citizen high draw woman system.
865,Facility Maintenance and Utilities,46186.91,2022-11-08,Get model owner everybody think music court way.
866,Vehicle Procurement,48878.08,2022-04-26,Yet back home population.
867,Marketing and Advertising,121249.38,2022-12-03,Majority rise perhaps growth election what.
868,Parts and Inventory,255655.9,2022-05-01,Inside doctor house just pressure majority.
