Expense_ID,Category,Amount,Date,Description
1,Vehicle Procurement,24228.54,2022-02-16,In Mrs either score moment cause.
2,Technology and IT Infrastructure,245944.34,2022-03-21,Billion consumer strategy day still challenge general.
3,Research and Development,90635.79,2022-12-29,Beyond stock onto others.
4,Manufacturing and Production,193822.31,2022-10-20,Must write reality learn only reduce together trade.
5,Logistics and Transportation,297875.99,2022-05-24,Model adult specific option war.
6,Parts and Inventory,18752.68,2023-03-17,The sing avoid north likely successful.
7,Employee Salaries and Benefits,182669.87,2023-04-24,Tonight media build newspaper hand possible remember.
8,Parts and Inventory,209180.55,2023-02-23,Option attorney technology meeting hear.
9,Employee Salaries and Benefits,85205.9,2022-08-20,Painting happy decision feeling west interesting.
10,Research and Development,170586.23,2023-06-05,History research less environmental.
11,Employee Salaries and Benefits,276804.37,2022-02-12,Bill drop somebody truth.
12,Parts and Inventory,89642.73,2023-07-07,Defense almost low wide son situation resource.
13,Parts and Inventory,46170.24,2023-07-19,Trade tree order.
14,Employee Salaries and Benefits,187472.61,2023-04-03,Window trial food listen huge.
15,Legal and Compliance,296735.08,2023-06-25,Special same safe especially issue.
16,Vehicle Procurement,111659.4,2023-04-15,He table wind material treat concern if.
17,Parts and Inventory,131184.93,2023-08-06,Stock food when heart impact many when.
18,Research and Development,21881.86,2022-07-08,Brother assume thus accept per.
19,Logistics and Transportation,238671.32,2023-11-25,Policy possible money fill I possible.
20,Technology and IT Infrastructure,202360.8,2023-03-15,Finish produce majority name democratic rule stand officer.
21,Legal and Compliance,103524.81,2022-03-27,Training use serious court resource.
22,Employee Salaries and Benefits,186783.65,2022-08-20,Artist although baby data attorney operation.
23,Employee Salaries and Benefits,184007.91,2023-11-26,Another remain forward.
24,Facility Maintenance and Utilities,108685.02,2023-02-01,Seem throw industry level reality.
25,Vehicle Procurement,48524.73,2022-01-23,Leave marriage particularly office.
26,Manufacturing and Production,144611.07,2023-01-24,Condition position specific general voice why evening.
27,Parts and Inventory,52053.91,2022-02-21,Old form sense left anything term.
28,Facility Maintenance and Utilities,72669.04,2023-12-03,Strategy whole particular hour southern these far.
29,Marketing and Advertising,41934.25,2023-11-28,Him reduce which water onto political.
30,Employee Salaries and Benefits,203640.97,2023-03-12,Past make hospital stage whom.
31,Parts and Inventory,208230.39,2023-11-15,Everybody nor why or.
32,Legal and Compliance,287928.86,2023-12-03,Any great happen meeting tree.
33,Logistics and Transportation,9259.91,2022-10-21,Level interesting old about well blood would.
34,Employee Salaries and Benefits,220127.75,2022-12-11,Front compare face edge only just practice.
35,Technology and IT Infrastructure,290848.91,2022-12-04,Crime now what middle growth finally majority.
36,Research and Development,233275.55,2022-01-22,Spring fish mouth heavy between line real.
37,Manufacturing and Production,121171.1,2023-09-06,Long beautiful attack current great.
38,Vehicle Procurement,7869.82,2022-11-22,Enough establish kid form.
39,Research and Development,220037.64,2023-07-03,Race send general prevent heavy true hold miss.
40,Marketing and Advertising,29849.99,2022-08-06,Board again born here.
41,Facility Maintenance and Utilities,119185.0,2023-02-11,Law project ground child hot final.
42,Vehicle Procurement,134220.86,2023-06-17,Lot yet rise thing before reveal.
43,Logistics and Transportation,17173.22,2022-07-06,Check production see per figure loss.
44,Parts and Inventory,36197.3,2022-12-24,Behind worry certainly hot participant future.
45,Employee Salaries and Benefits,5046.17,2022-05-31,Wide avoid free relate card.
46,Facility Maintenance and Utilities,111424.8,2022-03-08,Oil popular if dream Congress.
47,Legal and Compliance,188091.02,2022-03-02,Another stage view management strategy anyone.
48,Manufacturing and Production,258328.75,2022-01-03,Management sometimes society heart.
49,Employee Salaries and Benefits,87322.81,2023-01-06,Responsibility evidence address.
50,Parts and Inventory,254639.47,2022-03-26,Table bag education.
51,Facility Maintenance and Utilities,119195.88,2022-05-14,Short million direction process day air pay.
52,Manufacturing and Production,194339.73,2023-08-28,Above little central office open team space.
53,Technology and IT Infrastructure,258532.86,2023-06-23,This majority under six beautiful state.
54,Logistics and Transportation,89155.83,2022-01-15,Anyone make local.
55,Facility Maintenance and Utilities,287395.04,2022-05-09,Public bag occur much.
56,Parts and Inventory,54173.32,2022-05-16,Camera institution sound through general.
57,Legal and Compliance,44731.08,2022-05-15,Hair minute avoid time.
58,Parts and Inventory,193307.52,2023-05-28,Today point explain forget represent.
59,Technology and IT Infrastructure,42749.25,2023-01-30,Vote parent body admit.
60,Legal and Compliance,131183.93,2023-12-09,Issue Mrs accept hair.
61,Marketing and Advertising,288428.29,2022-02-18,Information behavior fly act.
62,Manufacturing and Production,88620.9,2022-05-02,Person across other clear bar garden.
