Expense_ID,Category,Amount,Date,Description
745,Parts and Inventory,979.45,2023-09-18,Certain seven support.
746,Parts and Inventory,8473.66,2023-08-28,Everybody site Republican central understand week.
747,Manufacturing and Production,5583.28,2023-11-30,Commercial interesting phone own wonder.
748,Manufacturing and Production,4679.38,2022-10-29,Region cold during degree they boy institution we.
749,Facility Maintenance and Utilities,8665.37,2022-08-16,Important give night down.
750,Parts and Inventory,1813.55,2022-08-21,Successful beyond though drug help opportunity able.
751,Employee Salaries and Benefits,6937.03,2022-09-14,Human treat act.
752,Employee Salaries and Benefits,5382.44,2023-10-06,Win successful reduce ready what goal power occur.
753,Employee Salaries and Benefits,2009.7,2022-02-04,Deal reason receive two responsibility.
754,Employee Salaries and Benefits,398.82,2023-07-18,Indicate describe improve hospital popular administration treat.
755,Legal and Compliance,844.08,2023-09-16,Cup lose receive draw.
756,Vehicle Procurement,6950.64,2023-11-05,Plan cultural middle read then pretty.
757,Employee Salaries and Benefits,6766.87,2022-10-27,Evidence worry page education final administration.
758,Legal and Compliance,8149.84,2023-06-09,Stop help family light.
759,Research and Development,8273.49,2022-09-13,Knowledge area general.
760,Marketing and Advertising,1989.58,2022-10-04,Pattern state center effect budget outside put.
761,Employee Salaries and Benefits,1896.65,2022-05-03,School major include over ago kid machine.
762,Employee Salaries and Benefits,8722.37,2023-08-14,Young difference leader.
763,Technology and IT Infrastructure,5166.41,2022-11-30,Environment task them good necessary.
764,Legal and Compliance,2513.24,2023-03-29,Cover task former.
765,Employee Salaries and Benefits,5252.73,2023-03-03,Item fast office be.
766,Logistics and Transportation,3712.15,2023-01-09,Whose leader through full message.
767,Manufacturing and Production,9660.67,2022-10-13,Painting up put least.
768,Manufacturing and Production,6544.51,2022-04-16,Threat none president once.
769,Logistics and Transportation,6786.46,2022-01-04,Into such which space rest job.
770,Research and Development,5419.84,2022-08-13,Improve impact war purpose.
771,Research and Development,6845.05,2023-06-12,Color choice range catch wide significant animal.
772,Research and Development,1286.44,2023-02-18,From nor dog.
773,Employee Salaries and Benefits,3171.79,2022-03-26,Senior simply seat material door.
774,Parts and Inventory,1024.6,2023-01-19,Those while painting attorney three.
775,Legal and Compliance,9670.0,2023-03-27,Personal technology care apply these control give.
776,Marketing and Advertising,6715.4,2022-02-21,Hour sea financial idea agency two.
777,Facility Maintenance and Utilities,1155.26,2022-08-21,Visit dinner my policy soon stock.
778,Marketing and Advertising,9892.28,2022-11-10,Fly long level hard benefit surface.
779,Employee Salaries and Benefits,3865.18,2023-07-08,Appear reveal give program because.
780,Employee Salaries and Benefits,7604.07,2021-12-25,Year agency economy allow past but edge.
781,Marketing and Advertising,5406.96,2023-12-07,Sense just vote anyone his grow.
782,Facility Maintenance and Utilities,5639.82,2023-12-14,Color teach without reason affect Democrat.
783,Marketing and Advertising,6428.57,2022-10-09,List professional theory laugh national third.
784,Employee Salaries and Benefits,2331.73,2022-07-22,Suggest about direction a role bad add.
785,Vehicle Procurement,5654.66,2023-12-13,No six clear edge surface.
786,Manufacturing and Production,9787.25,2023-10-26,Form section outside ball.
787,Technology and IT Infrastructure,4706.23,2022-11-08,Hard money tough risk pressure lead.
788,Parts and Inventory,1006.23,2023-06-18,International medical summer room someone.
789,Technology and IT Infrastructure,8879.43,2022-01-28,Receive society stay.
790,Legal and Compliance,2051.39,2022-05-13,Home when police billion and.
791,Facility Maintenance and Utilities,8302.8,2023-03-10,Expect dark fight their participant.
792,Logistics and Transportation,5400.33,2023-01-19,Morning station throw during help.
793,Research and Development,1260.7,2022-09-18,Military get win.
794,Facility Maintenance and Utilities,4925.99,2023-10-22,Face nice decision social opportunity operation.
795,Manufacturing and Production,7980.64,2021-12-28,Involve class enter table team north.
796,Vehicle Procurement,5475.95,2022-02-15,Investment voice performance board live.
797,Vehicle Procurement,2994.71,2023-09-11,Speech scene together PM.
798,Logistics and Transportation,608.29,2023-05-15,Watch field small toward factor lawyer election issue.
799,Facility Maintenance and Utilities,8799.95,2022-01-27,Think left protect yeah class mind policy along.
800,Parts and Inventory,773.93,2022-02-06,Effort live do read three.
801,Marketing and Advertising,4813.65,2023-08-01,Because put section.
802,Manufacturing and Production,6376.62,2022-05-29,Happen see table project leg shoulder.
803,Technology and IT Infrastructure,107.72,2022-04-01,Full end happen security list institution feel.
804,Vehicle Procurement,5414.09,2022-06-30,Data south list.
805,Facility Maintenance and Utilities,4930.95,2022-08-14,Score occur deep save you moment play.
806,Technology and IT Infrastructure,2742.31,2022-01-24,Should process certainly southern enough.
