Expense_ID,Category,Amount,Date,Description
1251,Employee Salaries and Benefits,211537.7,2023-08-05,Effort town actually become among.
1252,Parts and Inventory,418874.77,2023-08-18,Space big though religious way.
1253,Technology and IT Infrastructure,312171.29,2023-06-29,To moment other drug training probably.
1254,Parts and Inventory,224807.65,2023-01-15,Might indicate prove while industry lot best.
1255,Facility Maintenance and Utilities,121656.34,2023-01-22,Act art answer hot today quite.
1256,Research and Development,310063.64,2023-11-04,Because all Republican health person choice.
1257,Technology and IT Infrastructure,21718.69,2023-03-27,Both no forget amount suffer must near.
1258,Facility Maintenance and Utilities,406074.42,2023-06-03,Customer everything yet.
1259,Research and Development,434209.4,2023-12-30,Floor throughout trial list.
1260,Marketing and Advertising,295084.09,2023-05-15,Year ball hundred some including writer already after.
1261,Manufacturing and Production,347873.55,2023-07-30,Describe factor compare lawyer sing.
1262,Marketing and Advertising,421560.29,2023-09-19,Receive instead property value treatment air think.
1263,Facility Maintenance and Utilities,117330.83,2023-07-18,Think kind stock career western.
1264,Employee Salaries and Benefits,251997.95,2023-10-27,Air mother commercial.
1265,Logistics and Transportation,370740.33,2023-03-01,Reason alone team strategy.
1266,Marketing and Advertising,225484.62,2023-08-22,Middle choice site serious recognize first bag suffer.
1267,Legal and Compliance,173891.1,2023-04-08,School too sister affect major.
1268,Technology and IT Infrastructure,203166.76,2023-09-03,South onto market occur rule nearly.
1269,Legal and Compliance,240249.91,2023-03-19,Happen listen reality answer.
1270,Facility Maintenance and Utilities,65598.32,2023-03-24,Cover natural cold raise.
1271,Research and Development,7017.77,2023-11-11,Charge foreign quickly write professor any put.
1272,Technology and IT Infrastructure,190929.32,2023-09-30,Base view though study write himself court.
1273,Technology and IT Infrastructure,48682.5,2023-07-10,Under member grow property.
1274,Research and Development,44035.76,2023-08-19,Guy hospital full buy Mrs.
1275,Facility Maintenance and Utilities,272109.64,2023-05-02,And economy close.
1276,Manufacturing and Production,373487.19,2023-03-30,Federal why mention buy.
1277,Logistics and Transportation,117238.09,2023-10-25,A international avoid according realize.
1278,Vehicle Procurement,164762.31,2023-05-19,Adult throughout town trouble.
1279,Technology and IT Infrastructure,179135.61,2023-08-20,They forward star reduce.
1280,Technology and IT Infrastructure,285518.24,2023-02-10,Home movement body your agree happen ask.
1281,Marketing and Advertising,343987.31,2023-01-11,Information glass senior night their leave.
1282,Employee Salaries and Benefits,156898.11,2023-04-04,Could military after put population shoulder kind.
1283,Parts and Inventory,142740.81,2023-01-30,Design drive point paper describe.
1284,Employee Salaries and Benefits,394535.27,2023-04-25,Conference amount put choose.
1285,Vehicle Procurement,114312.87,2023-05-27,Break term itself type degree.
1286,Facility Maintenance and Utilities,483851.94,2023-05-01,Race wear cup section three positive.
1287,Vehicle Procurement,343125.25,2023-01-26,Hotel will card smile theory world.
1288,Marketing and Advertising,5962.85,2023-08-26,Would take control believe.
1289,Manufacturing and Production,350695.53,2023-04-30,Production office fly anything edge guy image heart.
1290,Facility Maintenance and Utilities,39613.74,2023-02-03,Close value note talk.
1291,Parts and Inventory,494000.24,2023-01-21,Turn any agency environmental without rule.
1292,Marketing and Advertising,104072.17,2023-03-25,Pressure benefit direction begin.
1293,Legal and Compliance,370790.39,2023-10-23,Unit able source best show process along appear.
1294,Employee Salaries and Benefits,207265.82,2023-09-03,Reflect similar bit bill southern be.
1295,Logistics and Transportation,351740.81,2023-10-19,Human late room street major deal.
1296,Facility Maintenance and Utilities,63346.45,2023-03-17,Soldier while history enter.
1297,Employee Salaries and Benefits,372267.6,2023-11-13,While range ready sit.
1298,Marketing and Advertising,111192.08,2023-09-09,Save necessary mouth time sea.
1299,Manufacturing and Production,256682.42,2023-10-23,Their east fire responsibility nearly television including.
1300,Employee Salaries and Benefits,340478.06,2023-12-25,Various vote ten provide all thus baby production.
1301,Vehicle Procurement,369691.82,2023-02-07,Own father loss direction successful.
1302,Facility Maintenance and Utilities,91462.31,2023-11-27,Early soon admit explain yourself toward few.
1303,Employee Salaries and Benefits,427818.36,2023-05-15,Bit answer full adult view better.
1304,Technology and IT Infrastructure,419614.27,2023-01-04,Already song lay catch them window man.
1305,Legal and Compliance,480164.7,2023-03-12,Skill well nor meeting.
1306,Employee Salaries and Benefits,91308.91,2023-12-05,Side floor offer let year model.
1307,Marketing and Advertising,120438.6,2023-11-20,View key maintain develop accept attorney.
1308,Marketing and Advertising,233961.34,2023-02-24,Reality ago anything station.
1309,Manufacturing and Production,491824.61,2023-11-20,Best free contain break interest build less.
1310,Vehicle Procurement,179057.85,2023-02-21,Subject begin home future.
1311,Parts and Inventory,67659.53,2023-12-15,Few do guy mission international power adult public.
1312,Vehicle Procurement,438329.18,2023-05-14,Book maybe group.
1313,Manufacturing and Production,327390.91,2023-03-04,Any ten make smile quality close.
1314,Logistics and Transportation,481879.72,2023-07-12,Site name decision range you.
1315,Parts and Inventory,100140.1,2023-07-22,American save day finish course officer benefit walk.
1316,Manufacturing and Production,475093.15,2023-07-13,Rate me gas spend.
1317,Parts and Inventory,394569.01,2023-03-04,Amount gun space program throw.
1318,Marketing and Advertising,116006.08,2023-06-13,Hot less four improve same.
1319,Parts and Inventory,237109.77,2023-12-30,Change help report form must its offer.
1320,Manufacturing and Production,390977.94,2023-11-17,Can daughter media smile hotel.
1321,Marketing and Advertising,34623.34,2023-12-20,Position compare sister.
1322,Employee Salaries and Benefits,248068.51,2023-08-07,Guy area dinner character.
1323,Technology and IT Infrastructure,41157.17,2023-09-05,Third be next station different.
1324,Employee Salaries and Benefits,426231.0,2023-05-15,Exactly blood plan whole.
1325,Marketing and Advertising,22058.63,2023-04-19,Table quality stuff.
1326,Employee Salaries and Benefits,263878.12,2023-11-01,Keep west through my performance.
1327,Research and Development,56418.34,2023-03-24,Skill case doctor.
1328,Parts and Inventory,476723.95,2023-03-09,Class international measure according.
1329,Legal and Compliance,86434.11,2023-10-21,Section else expert family performance remember partner anyone.
1330,Parts and Inventory,454150.71,2023-07-14,Different home lawyer admit.
1331,Logistics and Transportation,84906.21,2023-02-09,American compare learn cell eight task.
1332,Marketing and Advertising,301241.73,2023-03-03,Mrs tough drive throughout set defense.
1333,Logistics and Transportation,344300.69,2023-08-04,Somebody else reflect report its.
1334,Technology and IT Infrastructure,156670.97,2023-08-25,Cause sign floor price thought until.
1335,Marketing and Advertising,229727.7,2023-08-11,Meeting music next stage.
1336,Employee Salaries and Benefits,418282.26,2023-08-24,Speech ahead yeah amount positive respond.
1337,Vehicle Procurement,146349.38,2023-11-30,Later peace song nice yeah growth.
1338,Parts and Inventory,31766.61,2023-02-08,Network operation method us inside whose various say.
1339,Marketing and Advertising,49093.27,2023-06-15,Allow different impact eat over.
1340,Manufacturing and Production,257093.02,2023-12-23,None expert past.
1341,Marketing and Advertising,419538.82,2023-02-03,Poor entire region.
1342,Manufacturing and Production,335713.49,2023-10-30,Chair experience less business eye learn.
1343,Vehicle Procurement,382572.0,2023-05-12,Fly know set whose plan doctor here each.
