Expense_ID,Category,Amount,Date,Description
1876,Vehicle Procurement,456697.0,2023-08-29,Light simply former.
1877,Parts and Inventory,280627.8,2023-10-01,Positive between data once drop next.
1878,Legal and Compliance,111771.37,2023-10-24,Bring charge reduce action despite movie green.
1879,Facility Maintenance and Utilities,49213.59,2023-03-18,Teach take think good test here.
1880,Facility Maintenance and Utilities,143114.21,2023-11-24,Have network son like during career.
1881,Manufacturing and Production,208984.3,2023-12-04,World general tend not American too soldier.
1882,Logistics and Transportation,456356.5,2023-08-21,Same trade time anything.
1883,Logistics and Transportation,442100.55,2023-12-13,State star stuff morning.
1884,Technology and IT Infrastructure,381122.69,2023-11-12,Treatment clearly point.
1885,Marketing and Advertising,284734.63,2023-05-14,Play window wish director care.
1886,Facility Maintenance and Utilities,431732.15,2023-03-03,Present ability remain.
1887,Vehicle Procurement,349955.15,2023-02-07,Development allow or record later explain way of.
1888,Legal and Compliance,469026.3,2023-03-02,Notice technology each vote about item may.
1889,Technology and IT Infrastructure,140527.64,2023-10-30,Either business step old responsibility true.
1890,Legal and Compliance,195198.2,2023-12-30,Your window or will result time.
1891,Employee Salaries and Benefits,251508.08,2023-05-18,Across public fire collection nice into fall.
1892,Logistics and Transportation,343292.15,2023-05-16,Side today doctor rich enjoy.
1893,Parts and Inventory,362669.71,2023-01-05,Else institution sound citizen policy.
1894,Manufacturing and Production,428298.02,2023-05-13,Past participant even offer.
1895,Logistics and Transportation,466561.01,2023-01-14,Interest environment their over too.
1896,Logistics and Transportation,426275.38,2023-10-16,Who else play bad how standard get.
1897,Parts and Inventory,86341.66,2023-05-17,Away increase program place base effect.
1898,Technology and IT Infrastructure,364130.92,2023-05-03,Me yes almost first charge close economy.
1899,Facility Maintenance and Utilities,430181.71,2023-04-08,Agree until top talk good.
1900,Logistics and Transportation,489623.08,2023-06-28,Others away trip others.
1901,Vehicle Procurement,262301.43,2023-02-05,Piece especially politics draw really only high.
1902,Vehicle Procurement,289026.61,2023-04-15,Story wind skill new season suggest some.
