Expense_ID,Category,Amount,Date,Description
1376,Legal and Compliance,78007.76,2023-04-24,Early provide enter cultural.
1377,Technology and IT Infrastructure,194364.75,2023-11-05,Ground bag reduce reflect.
1378,Technology and IT Infrastructure,246765.47,2023-05-20,Hotel including should their whole identify west.
1379,Research and Development,11611.44,2023-12-11,Start car certainly woman.
1380,Vehicle Procurement,198993.32,2023-09-29,Gas technology project line ask else general positive.
1381,Manufacturing and Production,221741.43,2023-05-17,Company future tough image scientist me.
1382,Facility Maintenance and Utilities,9677.87,2023-06-23,Space record American range mission.
1383,Vehicle Procurement,166407.29,2023-03-29,Lead us our available.
1384,Vehicle Procurement,226746.87,2023-06-11,Remain area watch system.
1385,Manufacturing and Production,66366.84,2023-07-12,Early pull mind sometimes reduce management.
1386,Vehicle Procurement,293374.45,2023-01-04,Cover never kind such.
1387,Parts and Inventory,77288.3,2023-02-13,Maintain west recently new about image nice one.
1388,Legal and Compliance,271893.8,2023-05-21,Would surface defense discover edge trouble language.
1389,Logistics and Transportation,229451.13,2023-03-18,Begin research most approach light.
1390,Parts and Inventory,113705.22,2023-02-20,Behavior believe voice son sometimes.
1391,Vehicle Procurement,277496.1,2023-04-28,Give response walk maybe rather pretty check pressure.
1392,Vehicle Procurement,171807.43,2023-08-23,Lose picture day and attorney particular data.
1393,Marketing and Advertising,34536.28,2023-10-24,Rich although trial finish score.
1394,Parts and Inventory,249253.69,2023-07-05,Crime among fire never hundred particular position.
1395,Parts and Inventory,175582.09,2023-07-06,Growth dream game tend hotel agent though.
1396,Parts and Inventory,150359.49,2023-02-17,Why month they sister minute lay.
1397,Facility Maintenance and Utilities,210443.62,2023-01-04,Fight capital beyond artist man memory discuss.
1398,Logistics and Transportation,114624.62,2023-02-27,Reason question show hand.
1399,Parts and Inventory,175153.94,2023-10-26,Method value difference piece could.
1400,Employee Salaries and Benefits,202592.87,2023-10-28,Price better turn shake.
1401,Parts and Inventory,173955.72,2023-11-10,Common be staff ever.
1402,Logistics and Transportation,254882.27,2023-08-12,Important cup media treat service Democrat speech truth.
1403,Facility Maintenance and Utilities,250905.39,2023-10-26,Rather something dark almost.
1404,Marketing and Advertising,284431.65,2023-01-24,Maybe scene enter have.
1405,Legal and Compliance,294074.33,2023-11-30,Environment that what director.
1406,Logistics and Transportation,155540.27,2023-03-11,Number card crime alone matter.
1407,Facility Maintenance and Utilities,13807.68,2023-08-30,Song relationship before address.
1408,Facility Maintenance and Utilities,189315.02,2023-05-18,Participant pattern white.
1409,Employee Salaries and Benefits,176040.44,2023-10-29,Expert part president hospital.
1410,Employee Salaries and Benefits,130070.84,2023-09-08,Would bring almost I tell.
1411,Vehicle Procurement,13595.81,2023-06-25,There watch radio suffer late in.
1412,Logistics and Transportation,222597.5,2023-05-06,Open spend level discuss.
1413,Parts and Inventory,236180.13,2023-12-22,Television perhaps actually bar reality court thousand.
1414,Technology and IT Infrastructure,269379.06,2023-07-12,Three owner attention direction myself.
1415,Technology and IT Infrastructure,181585.59,2023-09-09,Buy community decide stay across.
1416,Parts and Inventory,102904.05,2023-07-09,Radio list list surface trip drug.
1417,Marketing and Advertising,73309.51,2023-10-09,Visit see soldier box role rather beautiful.
1418,Technology and IT Infrastructure,264574.9,2023-10-13,Financial skill writer course edge politics whole.
1419,Parts and Inventory,113805.65,2023-08-30,Drop small education expert.
1420,Technology and IT Infrastructure,180108.01,2023-08-03,Account peace citizen.
1421,Research and Development,238110.71,2023-12-06,Tv sport easy popular beyond record.
1422,Parts and Inventory,289499.07,2023-07-06,Of occur serve small fill.
1423,Legal and Compliance,48638.92,2023-04-08,Policy try cover skin from.
1424,Technology and IT Infrastructure,31568.55,2023-05-22,Box decide system rather body artist these.
1425,Facility Maintenance and Utilities,264384.81,2023-03-09,Machine ever clearly kid four.
1426,Manufacturing and Production,271037.21,2023-07-09,Pattern nature leg election wait size local.
1427,Manufacturing and Production,242750.52,2023-07-26,Store those want home capital.
1428,Marketing and Advertising,203391.18,2023-08-11,Her cell church political.
1429,Facility Maintenance and Utilities,88434.95,2023-06-17,Responsibility military want common view true.
1430,Legal and Compliance,211638.68,2023-10-01,Democrat bed step whether realize yourself apply sound.
1431,Employee Salaries and Benefits,17455.37,2023-05-22,Billion ten successful discussion series reveal law.
1432,Legal and Compliance,223883.36,2023-06-14,Position away guess third.
1433,Marketing and Advertising,71302.37,2023-05-15,Order shake short news.
1434,Marketing and Advertising,29131.07,2023-07-22,Day foreign education true.
1435,Facility Maintenance and Utilities,108958.33,2023-09-17,Early can agent source type our source.
1436,Facility Maintenance and Utilities,65407.12,2023-02-22,To must for system writer.
1437,Employee Salaries and Benefits,170481.97,2023-11-30,Those standard likely great cost.
1438,Manufacturing and Production,63683.5,2023-01-07,Race country education American.
1439,Manufacturing and Production,40515.54,2023-10-21,Business second detail he.
1440,Research and Development,54042.52,2023-06-02,Forget player understand glass.
1441,Marketing and Advertising,75492.58,2023-11-26,Old front about charge rich parent necessary.
1442,Parts and Inventory,116891.1,2023-12-10,However behavior spend hear interview beautiful.
1443,Employee Salaries and Benefits,292349.21,2023-11-10,Foreign indeed meet situation medical share.
1444,Legal and Compliance,138476.49,2023-05-10,Draw enter technology while type ago serious.
1445,Manufacturing and Production,225617.17,2023-04-29,Democratic away material wonder inside newspaper ability.
1446,Logistics and Transportation,281667.34,2023-11-29,Relationship free hand turn wind research ok.
1447,Legal and Compliance,236630.39,2023-11-23,Within because sea number each minute personal.
1448,Manufacturing and Production,60960.04,2023-03-01,Nation leave allow thus.
1449,Manufacturing and Production,287913.62,2023-09-19,See large police high already daughter even.
1450,Vehicle Procurement,221796.44,2023-06-16,Give institution imagine blue wrong any financial.
1451,Technology and IT Infrastructure,101661.43,2023-10-01,Always culture himself professor trouble majority.
1452,Parts and Inventory,278515.26,2023-10-18,Decide health science mouth bring represent four.
1453,Manufacturing and Production,174431.21,2023-04-11,Model idea brother again turn.
1454,Employee Salaries and Benefits,274695.12,2023-01-19,Tree role production into he.
1455,Facility Maintenance and Utilities,135973.73,2023-01-04,Indeed must treatment begin.
1456,Facility Maintenance and Utilities,93548.5,2023-08-01,Stage increase short yet reach.
