Expense_ID,Category,Amount,Date,Description
435,Manufacturing and Production,7351.85,2022-07-30,Shake old responsibility organization.
436,Employee Salaries and Benefits,5465.28,2022-02-15,Exactly mind understand everyone finally real.
437,Manufacturing and Production,816.15,2023-08-28,Bank enough week consumer company.
438,Vehicle Procurement,8076.87,2023-08-29,No week between bar against hospital.
439,Legal and Compliance,2667.99,2023-08-13,Official face blue simply role agency.
440,Research and Development,6536.86,2022-03-08,Our such rock arm part should.
441,Parts and Inventory,3103.66,2022-07-15,Life draw top work television.
442,Research and Development,6106.18,2023-04-08,Site development large born Democrat wish take around.
443,Research and Development,8310.77,2022-03-21,One such piece top record southern.
444,Manufacturing and Production,4412.49,2023-06-09,Fear from rest billion national top unit.
445,Facility Maintenance and Utilities,698.41,2023-08-24,Still smile executive point exist.
446,Logistics and Transportation,8135.1,2023-09-01,Window professor son kind describe always environmental food.
447,Facility Maintenance and Utilities,3551.28,2023-09-04,Rich three town shake career current than.
448,Legal and Compliance,8890.66,2023-11-22,Again bit tough office audience miss heart art.
449,Employee Salaries and Benefits,8800.93,2023-03-04,Drive keep body collection good arm middle.
450,Marketing and Advertising,638.42,2023-06-09,Officer build religious federal.
451,Facility Maintenance and Utilities,7901.02,2023-05-11,Tree score get light.
452,Vehicle Procurement,5269.63,2023-01-23,Here senior second answer.
453,Research and Development,6723.1,2022-09-25,Area talk science respond.
454,Research and Development,2790.27,2023-08-13,Half from good say.
455,Logistics and Transportation,4343.07,2023-06-05,Food single lot government.
456,Vehicle Procurement,9394.99,2023-03-01,Only watch local require realize almost.
457,Research and Development,2615.16,2023-03-01,Quite be school avoid not behind address.
458,Marketing and Advertising,4941.08,2022-05-27,Final current kid pull.
459,Employee Salaries and Benefits,5679.23,2023-06-05,Treat trial short.
460,Logistics and Transportation,7446.26,2022-07-17,Them other leave think old drug.
461,Manufacturing and Production,6898.58,2022-02-01,Budget bank pay red air every front difference.
462,Employee Salaries and Benefits,5550.5,2022-02-21,Become shoulder allow spend brother pull now star.
463,Manufacturing and Production,3441.31,2023-05-05,Four especially bar sort.
464,Manufacturing and Production,1902.05,2022-07-12,Situation kind do main across clear particular.
465,Facility Maintenance and Utilities,9391.27,2023-12-13,Full here begin discuss support.
466,Research and Development,2522.41,2022-07-21,Nice suggest car.
467,Legal and Compliance,5809.84,2023-10-01,True north set evening.
468,Employee Salaries and Benefits,8459.72,2022-12-20,Perhaps late apply successful.
469,Legal and Compliance,3852.15,2022-09-03,Part first full office play even.
470,Technology and IT Infrastructure,8588.6,2023-04-20,Write chance because answer paper.
471,Logistics and Transportation,5804.21,2023-02-02,Or fast identify take start goal.
472,Manufacturing and Production,4969.81,2022-10-25,Concern man almost successful.
473,Technology and IT Infrastructure,1873.45,2023-11-21,Site movement purpose today I.
474,Technology and IT Infrastructure,7065.7,2022-08-16,Politics leader outside account set but professor.
475,Research and Development,411.95,2022-08-27,Early education anything.
476,Research and Development,8550.59,2023-08-14,Reason tell energy second.
477,Technology and IT Infrastructure,5193.76,2023-11-24,Without whole set pay explain purpose rate.
478,Legal and Compliance,198.97,2023-11-27,Three still you reality.
479,Research and Development,8555.68,2023-02-19,Economy take bring.
480,Manufacturing and Production,4280.74,2022-06-20,Behind piece decision.
481,Parts and Inventory,1656.64,2023-06-20,Include explain level culture statement somebody capital.
482,Marketing and Advertising,5031.06,2022-10-06,Or door buy challenge.
483,Facility Maintenance and Utilities,4960.82,2022-04-09,Can nation type.
484,Logistics and Transportation,8992.89,2023-07-28,Step defense tree receive nation late.
485,Manufacturing and Production,1402.9,2023-07-24,Theory whether able sound result.
486,Vehicle Procurement,4177.92,2022-03-27,Very much rather impact.
487,Research and Development,6095.65,2022-03-30,Trade learn marriage.
488,Marketing and Advertising,1772.73,2022-06-07,Sing their beyond claim central family.
489,Technology and IT Infrastructure,3058.45,2023-03-23,Discussion kitchen follow serious explain camera.
490,Employee Salaries and Benefits,956.19,2023-03-04,Form entire choose myself budget run space them.
491,Facility Maintenance and Utilities,4727.47,2023-10-17,Mean five expert animal laugh instead history health.
492,Marketing and Advertising,1404.41,2023-01-21,Market region energy laugh smile poor benefit.
493,Manufacturing and Production,2194.31,2023-08-27,Late ahead those detail measure improve.
494,Legal and Compliance,2495.33,2023-06-05,Oil current he necessary thousand next mention citizen.
495,Research and Development,4544.13,2023-03-24,Instead majority important bed glass you.
496,Logistics and Transportation,3129.88,2022-01-30,Media born also soldier specific.
