Expense_ID,Category,Amount,Date,Description
126,Logistics and Transportation,419125.15,2023-05-01,Agreement dinner town fly daughter face strong.
127,Parts and Inventory,413035.22,2023-10-30,House let fear a song partner.
128,Logistics and Transportation,394660.25,2023-12-17,She responsibility two send general coach spring.
129,Manufacturing and Production,423226.25,2023-01-13,Will very public my car environment pay.
130,Employee Salaries and Benefits,279055.25,2023-09-10,Full decision form him those.
131,Employee Salaries and Benefits,215588.35,2023-08-24,Both cut pay until son low.
132,Logistics and Transportation,303661.42,2023-05-20,Traditional consumer use prevent lawyer.
133,Employee Salaries and Benefits,484518.99,2023-04-06,Argue money law although.
134,Logistics and Transportation,261363.85,2023-12-18,Heavy reality put character allow south.
135,Marketing and Advertising,427589.17,2023-06-30,Image population value discover scientist support plant.
136,Facility Maintenance and Utilities,380709.88,2023-01-16,Area visit daughter once.
137,Manufacturing and Production,82311.88,2023-12-27,Establish find hold wife.
138,Marketing and Advertising,73853.29,2023-01-14,Create up inside organization imagine.
139,Research and Development,394038.96,2023-05-23,Everything game mouth lot identify Republican.
140,Research and Development,316094.49,2023-03-23,Age environmental thing step party yeah party new.
141,Legal and Compliance,68015.93,2023-05-27,Son laugh budget society.
142,Marketing and Advertising,298019.88,2023-03-19,That could treat financial personal.
143,Parts and Inventory,382931.46,2023-04-18,Which some machine church hold though rather.
144,Parts and Inventory,435020.14,2023-08-08,Son seat space station but into listen.
145,Facility Maintenance and Utilities,129416.32,2023-01-20,Close line amount.
146,Research and Development,380897.25,2023-10-29,Main all employee both coach section.
147,Research and Development,31090.34,2023-07-31,Adult one five material none possible ago.
148,Research and Development,499898.39,2023-08-31,Station foreign low short sit forward.
149,Legal and Compliance,169775.46,2023-11-21,Director another training someone pay close easy building.
150,Technology and IT Infrastructure,316537.15,2023-11-05,According go social but skin.
151,Parts and Inventory,374118.97,2023-12-10,Power card treat role he.
152,Vehicle Procurement,327995.27,2023-10-15,Arm and lose material next just.
153,Manufacturing and Production,174575.22,2023-10-05,Building skill part top somebody think usually coach.
154,Logistics and Transportation,86886.89,2023-04-07,News arm too civil.
155,Technology and IT Infrastructure,53777.31,2023-06-29,Life itself improve hit.
156,Marketing and Advertising,471427.1,2023-12-12,Hotel skin beat.
157,Parts and Inventory,395414.11,2023-01-10,Section describe agreement resource character serious.
158,Manufacturing and Production,143944.31,2023-07-08,Important kind national member.
159,Manufacturing and Production,180670.0,2023-09-23,Like from after finish kid.
160,Technology and IT Infrastructure,317915.29,2023-11-10,Language computer say central Mr attention policy town.
161,Logistics and Transportation,206072.77,2023-04-21,Southern recent paper space safe.
162,Manufacturing and Production,367499.21,2023-02-12,Improve lay ever box check early himself.
163,Research and Development,263338.91,2023-11-18,Stay nation fine since.
164,Legal and Compliance,254351.91,2023-10-20,Responsibility save war bed race officer nor guy.
165,Technology and IT Infrastructure,385164.43,2023-08-27,Cover lose down hundred ground film economic.
166,Marketing and Advertising,488957.74,2023-05-01,Course break finish heart themselves.
167,Marketing and Advertising,327219.32,2023-01-11,During we level player head recently note surface.
168,Manufacturing and Production,399266.72,2023-05-18,You business understand everything no.
169,Logistics and Transportation,187725.76,2023-09-16,Common take cold area floor yeah than bit.
170,Technology and IT Infrastructure,456942.25,2023-06-12,Everything determine skill summer security notice lawyer.
171,Research and Development,384748.7,2023-08-28,Behavior summer particularly image.
172,Vehicle Procurement,443676.86,2023-09-18,Relationship personal ever.
173,Manufacturing and Production,314009.1,2023-05-21,Expert minute page west along chair.
174,Technology and IT Infrastructure,425129.26,2023-11-24,Show product surface dog manage candidate.
175,Employee Salaries and Benefits,48739.14,2023-09-01,Marriage single TV member.
176,Vehicle Procurement,401785.1,2023-08-20,Early parent hand than important man.
177,Legal and Compliance,27406.86,2023-01-17,Put available compare.
178,Manufacturing and Production,89718.26,2023-10-23,Specific most box thing guy capital.
179,Employee Salaries and Benefits,95356.26,2023-10-05,Writer east entire travel talk.
180,Marketing and Advertising,5674.77,2023-06-08,Major executive partner everybody product industry other.
181,Legal and Compliance,37862.2,2023-01-26,Soldier which write often public law.
182,Facility Maintenance and Utilities,458123.77,2023-02-19,Wind free choose skin.
183,Facility Maintenance and Utilities,223933.24,2023-01-19,Himself course audience hope stuff role.
184,Legal and Compliance,307021.73,2023-03-22,Present fear knowledge the.
185,Employee Salaries and Benefits,293240.31,2023-04-26,Worker add game resource certain.
186,Vehicle Procurement,140024.44,2023-09-20,Brother fill professor card model truth.
187,Research and Development,38078.2,2023-07-19,Concern than partner night carry nearly age.
188,Legal and Compliance,24220.01,2023-03-25,Kid sense significant study.
189,Marketing and Advertising,475187.54,2023-12-02,Hospital so appear far.
190,Employee Salaries and Benefits,435640.1,2023-05-28,Relationship fall enjoy energy democratic.
191,Parts and Inventory,23428.07,2023-10-31,Wrong benefit glass certain husband.
192,Vehicle Procurement,258401.48,2023-06-22,Culture on decision and.
193,Logistics and Transportation,238924.67,2023-10-31,Across show sister bed science degree development.
194,Marketing and Advertising,264794.76,2023-05-06,Attorney thank movie toward now treatment free.
195,Manufacturing and Production,462262.77,2023-10-10,Government entire why senior realize.
196,Legal and Compliance,88324.68,2023-09-02,Language truth group Republican tough occur appear.
197,Research and Development,256064.39,2023-04-06,Want skill civil coach impact house often matter.
198,Vehicle Procurement,348204.11,2023-03-30,Camera current threat word real voice everything.
199,Logistics and Transportation,104571.58,2023-09-29,Matter top bank wear live suggest.
200,Technology and IT Infrastructure,403307.5,2023-02-26,Between news practice send success peace.
201,Research and Development,26393.1,2023-06-21,Degree current oil.
202,Manufacturing and Production,145234.3,2023-07-29,Story blood dog agency fear.
203,Research and Development,32722.71,2023-07-06,Radio arm himself child practice network let state.
204,Legal and Compliance,66774.1,2023-05-22,Deal wind nor right.
205,Logistics and Transportation,14180.99,2023-06-03,Boy help usually help.
206,Research and Development,91823.7,2023-05-23,System community person whether fire site read project.
207,Vehicle Procurement,189450.14,2023-04-19,Only challenge chance team.
208,Employee Salaries and Benefits,29045.76,2023-03-15,Up himself commercial daughter.
209,Research and Development,376009.58,2023-08-08,Study after population sport light only environmental.
210,Employee Salaries and Benefits,31067.5,2023-07-21,Unit stay store fight should.
211,Parts and Inventory,162326.8,2023-11-19,Cause state according special story.
212,Manufacturing and Production,145049.8,2023-01-18,Tv thus reduce.
213,Employee Salaries and Benefits,236266.74,2023-06-26,Large personal affect investment movie all chair.
214,Research and Development,234838.66,2023-08-18,Common ago without job.
215,Facility Maintenance and Utilities,155706.27,2023-07-19,Fear sit newspaper produce least home change.
216,Logistics and Transportation,174785.4,2023-01-17,Among generation maybe thus.
217,Research and Development,403618.16,2023-01-25,Approach all me might rather seem threat.
218,Technology and IT Infrastructure,181374.86,2023-06-15,Ask amount or word.
219,Legal and Compliance,394307.91,2023-09-21,Activity nice mouth light.
220,Parts and Inventory,20188.34,2023-10-30,Ever career term decide.
221,Technology and IT Infrastructure,35561.42,2023-05-12,If summer outside friend chair house product success.
222,Employee Salaries and Benefits,414036.05,2023-05-10,Learn hold per room language condition.
223,Marketing and Advertising,9625.68,2023-08-11,Various person treatment stop must food.
224,Employee Salaries and Benefits,358474.23,2023-04-19,At paper cultural.
225,Legal and Compliance,381556.23,2023-02-12,Realize reveal reflect smile speech region take.
226,Legal and Compliance,150458.16,2023-07-14,Learn available final office money talk.
227,Manufacturing and Production,325335.86,2023-03-05,Relate give policy very animal seven reflect size.
228,Research and Development,168037.61,2023-06-15,Important identify name decision catch share three.
229,Parts and Inventory,268063.99,2023-08-06,Tv want bit often just.
230,Manufacturing and Production,226132.24,2023-09-26,Bag several set after mother however again.
231,Employee Salaries and Benefits,350089.0,2023-10-12,Recent sea opportunity name.
232,Research and Development,296147.17,2023-07-05,Education music rich sometimes.
233,Marketing and Advertising,70539.98,2024-01-02,Apply opportunity similar.
234,Employee Salaries and Benefits,282855.74,2023-06-01,Become piece store up.
235,Employee Salaries and Benefits,348032.47,2023-12-09,Coach unit history sit interesting kind last.
236,Facility Maintenance and Utilities,262934.22,2023-07-06,Picture owner I modern share nearly.
237,Logistics and Transportation,295866.87,2023-02-23,Interview have institution firm.
238,Vehicle Procurement,157047.62,2023-06-21,Foreign sea product phone through simple.
239,Employee Salaries and Benefits,144216.83,2023-03-24,Difference owner buy trial together nor.
240,Logistics and Transportation,236339.52,2023-07-28,Act security law information thus gun store.
241,Manufacturing and Production,71980.01,2023-06-28,Series on pay data.
242,Parts and Inventory,275170.93,2023-12-03,Enter prove someone ok it.
243,Logistics and Transportation,173371.15,2023-08-23,Bit spend author.
244,Research and Development,484596.29,2023-01-11,Account fund explain likely ahead.
245,Parts and Inventory,81374.31,2023-06-14,Address message leg improve reflect toward.
246,Facility Maintenance and Utilities,344323.81,2023-05-12,Myself ready site candidate entire early adult.
247,Vehicle Procurement,185923.27,2023-12-14,Class do discover.
248,Research and Development,40087.42,2023-05-13,Direction wind price opportunity plan.
249,Vehicle Procurement,318148.1,2023-06-16,Expect ready science Republican radio newspaper art.
