Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
1626,21506,Hybrid Vehicle,2,219949.96,2023-01-14T00:00:00.000+01:00,Luxury Hybrid Coupe
1627,13275,Parts and Accessories,8,2382701.6,2023-01-02T00:00:00.000+01:00,Roof Racks and Carriers
1628,74014,Commercial Vehicle,10,739433.66,2023-09-17T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1629,89598,Parts and Accessories,2,590637.65,2023-03-22T00:00:00.000+01:00,Custom Alloy Wheels
1630,82915,Performance Vehicle,9,1715743.9,2023-08-08T00:00:00.000+02:00,Track-Focused Sports Car
1631,44787,Performance Vehicle,2,2549916.6,2023-04-08T00:00:00.000+02:00,Track-Focused Sports Car
1632,68626,Electric Vehicle,7,2111791.16,2023-02-28T00:00:00.000+01:00,Electric Luxury Sedan
1633,60680,Performance Vehicle,4,459788.86,2023-01-22T00:00:00.000+01:00,Performance Electric Model
1634,75211,Performance Vehicle,4,1011384.23,2023-01-08T00:00:00.000+01:00,Luxury Performance Sedan
1635,82423,Special Offers,9,2142800.7,2023-04-06T00:00:00.000+02:00,Limited-Time Discount on New Models
1636,60567,Special Offers,2,357129.91,2023-07-25T00:00:00.000+02:00,Financing Rate Promotion
1637,99361,Special Offers,9,1594880.95,2023-10-19T00:00:00.000+02:00,Financing Rate Promotion
1638,99212,Standard Vehicle,7,766357.22,2023-03-03T00:00:00.000+01:00,Full-Size Sedan
1639,40046,Commercial Vehicle,7,2651228.24,2023-09-28T00:00:00.000+02:00,Box Truck
1640,55114,Standard Vehicle,7,1125354.68,2023-10-24T00:00:00.000+02:00,Compact Sedan
1641,55782,Commercial Vehicle,5,2287045.03,2023-12-12T00:00:00.000+01:00,Chassis Cab
1642,12566,Service and Maintenance,5,840471.72,2023-04-19T00:00:00.000+02:00,Battery Check and Replacement
1643,72363,Financing and Insurance,6,341103.51,2023-02-07T00:00:00.000+01:00,Extended Warranty Coverage
1644,82632,Commercial Vehicle,6,699195.73,2023-02-03T00:00:00.000+01:00,Box Truck
1645,18148,Performance Vehicle,5,2381738.6,2023-08-24T00:00:00.000+02:00,High-Speed Performance SUV
1646,14127,Service and Maintenance,1,2434211.13,2023-03-03T00:00:00.000+01:00,Oil Change and Lubrication Service
1647,57255,Parts and Accessories,6,2985444.95,2023-01-17T00:00:00.000+01:00,Car Audio and Entertainment Systems
1648,116,Special Offers,6,2124063.98,2023-07-12T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
1649,59868,Hybrid Vehicle,5,580873.47,2023-02-21T00:00:00.000+01:00,Hybrid Hatchback
1650,4475,Hybrid Vehicle,9,839416.75,2023-09-30T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
1651,30049,Financing and Insurance,9,623359.75,2023-02-04T00:00:00.000+01:00,New Vehicle Loan
1652,97741,Commercial Vehicle,3,1805593.8,2023-04-04T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1653,50729,Commercial Vehicle,10,2934922.95,2023-02-03T00:00:00.000+01:00,Heavy-Duty Pickup Truck
1654,97302,Special Offers,3,45613.21,2023-10-07T00:00:00.000+02:00,Trade-In Bonus Offer
1655,23732,Standard Vehicle,7,1781616.77,2023-12-15T00:00:00.000+01:00,Small Hatchback
1656,98300,Special Offers,5,1716717.23,2023-11-22T00:00:00.000+01:00,Limited-Time Discount on New Models
