Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
501,90499,Special Offers,6,1900647.37,2023-05-09T00:00:00.000+02:00,Trade-In Bonus Offer
502,32049,Performance Vehicle,8,2969443.28,2023-09-06T00:00:00.000+02:00,High-Speed Performance SUV
503,3254,Parts and Accessories,4,209305.76,2023-05-28T00:00:00.000+02:00,All-Weather Floor Mats
504,60112,Special Offers,8,892006.47,2023-07-21T00:00:00.000+02:00,Trade-In Bonus Offer
505,31737,Commercial Vehicle,9,1285578.25,2023-08-19T00:00:00.000+02:00,Box Truck
506,1619,Standard Vehicle,3,139891.02,2023-07-18T00:00:00.000+02:00,Compact Sedan
507,82755,Special Offers,9,2214888.91,2023-10-18T00:00:00.000+02:00,Seasonal Service Package Discount
508,66772,Special Offers,8,1191137.82,2023-12-28T00:00:00.000+01:00,Exclusive Accessory Bundle Deal
509,18496,Service and Maintenance,1,2355328.32,2023-11-29T00:00:00.000+01:00,Engine Diagnostic and Repair
510,29963,Service and Maintenance,2,1592468.69,2023-06-24T00:00:00.000+02:00,Oil Change and Lubrication Service
511,41634,Standard Vehicle,4,504400.39,2023-01-31T00:00:00.000+01:00,Midsize SUV
512,17230,Commercial Vehicle,10,1997991.61,2023-09-25T00:00:00.000+02:00,Passenger Wagon
513,30894,Electric Vehicle,7,744542.05,2023-12-20T00:00:00.000+01:00,Electric Commercial Van
514,48162,Parts and Accessories,8,2441064.08,2023-07-04T00:00:00.000+02:00,Car Audio and Entertainment Systems
515,58923,Hybrid Vehicle,5,879149.09,2023-12-19T00:00:00.000+01:00,Hybrid Hatchback
516,45723,Special Offers,5,1272516.14,2023-06-05T00:00:00.000+02:00,Financing Rate Promotion
517,37173,Service and Maintenance,5,1026195.47,2023-07-27T00:00:00.000+02:00,Engine Diagnostic and Repair
518,24025,Financing and Insurance,10,291654.91,2023-01-06T00:00:00.000+01:00,New Vehicle Loan
519,19886,Special Offers,7,2267141.84,2023-09-07T00:00:00.000+02:00,Financing Rate Promotion
520,38023,Electric Vehicle,10,2231005.79,2023-06-02T00:00:00.000+02:00,Electric Luxury Sedan
521,39083,Hybrid Vehicle,7,162028.85,2023-01-27T00:00:00.000+01:00,Compact Hybrid Sedan
522,45687,Commercial Vehicle,4,1322133.8,2023-04-14T00:00:00.000+02:00,Cargo Van
523,86075,Service and Maintenance,3,2548317.71,2023-01-18T00:00:00.000+01:00,Battery Check and Replacement
524,59163,Service and Maintenance,5,260447.41,2023-01-13T00:00:00.000+01:00,Brake Inspection and Replacement
525,36332,Special Offers,1,2119331.39,2023-01-14T00:00:00.000+01:00,Seasonal Service Package Discount
526,54644,Commercial Vehicle,4,2440201.74,2023-10-02T00:00:00.000+02:00,Cargo Van
527,86468,Electric Vehicle,7,1509776.98,2023-09-16T00:00:00.000+02:00,Electric Sports Car
528,3965,Hybrid Vehicle,10,1156819.7,2023-11-11T00:00:00.000+01:00,Hybrid Hatchback
529,46201,Service and Maintenance,2,2437606.44,2023-11-27T00:00:00.000+01:00,Engine Diagnostic and Repair
530,19918,Performance Vehicle,1,2267168.97,2023-07-02T00:00:00.000+02:00,Luxury Performance Sedan
531,41137,Electric Vehicle,4,2539003.74,2023-09-25T00:00:00.000+02:00,Electric Luxury Sedan
532,70317,Service and Maintenance,5,763875.88,2023-02-14T00:00:00.000+01:00,Oil Change and Lubrication Service
533,3520,Parts and Accessories,1,2491824.42,2023-05-05T00:00:00.000+02:00,Car Audio and Entertainment Systems
534,27818,Hybrid Vehicle,9,1536690.9,2023-10-07T00:00:00.000+02:00,Hybrid Hatchback
535,55890,Hybrid Vehicle,4,621290.33,2023-08-19T00:00:00.000+02:00,Hybrid Hatchback
536,20812,Performance Vehicle,6,1270345.86,2023-12-03T00:00:00.000+01:00,High-Speed Performance SUV
537,96066,Performance Vehicle,2,1080479.9,2023-02-28T00:00:00.000+01:00,Performance Electric Model
538,54140,Standard Vehicle,10,2561816.75,2023-10-29T00:00:00.000+02:00,Small Hatchback
539,72668,Service and Maintenance,4,680501.08,2023-09-13T00:00:00.000+02:00,Tire Rotation and Alignment
540,92899,Parts and Accessories,9,1743435.31,2023-12-02T00:00:00.000+01:00,Car Audio and Entertainment Systems
541,19501,Performance Vehicle,5,1410320.83,2023-01-20T00:00:00.000+01:00,High-Performance Sports Coupe
542,56053,Service and Maintenance,6,199036.3,2023-05-25T00:00:00.000+02:00,Brake Inspection and Replacement
543,76841,Special Offers,3,2213035.08,2023-11-25T00:00:00.000+01:00,Seasonal Service Package Discount
544,8839,Financing and Insurance,2,2058047.77,2023-03-16T00:00:00.000+01:00,Lease Agreements
545,94909,Standard Vehicle,9,2323804.53,2023-10-18T00:00:00.000+02:00,Small Hatchback
546,72101,Performance Vehicle,6,2931253.15,2023-10-26T00:00:00.000+02:00,Track-Focused Sports Car
547,52225,Performance Vehicle,3,2010125.15,2023-12-26T00:00:00.000+01:00,Performance Electric Model
548,43377,Performance Vehicle,4,2387695.11,2023-03-16T00:00:00.000+01:00,Track-Focused Sports Car
549,74075,Parts and Accessories,5,1700587.37,2023-09-17T00:00:00.000+02:00,Roof Racks and Carriers
550,60077,Performance Vehicle,8,2742574.68,2023-03-29T00:00:00.000+02:00,Luxury Performance Sedan
551,77230,Electric Vehicle,1,2068393.45,2023-07-22T00:00:00.000+02:00,All-Electric Compact Car
552,91053,Electric Vehicle,6,2907776.56,2023-07-29T00:00:00.000+02:00,Electric Crossover SUV
553,15454,Financing and Insurance,10,2113596.93,2023-02-02T00:00:00.000+01:00,Extended Warranty Coverage
554,92465,Parts and Accessories,10,1470467.61,2023-03-29T00:00:00.000+02:00,All-Weather Floor Mats
555,23538,Parts and Accessories,7,1764483.93,2023-12-26T00:00:00.000+01:00,Car Audio and Entertainment Systems
556,67486,Service and Maintenance,2,2826265.84,2023-12-14T00:00:00.000+01:00,Battery Check and Replacement
557,34345,Special Offers,8,2703957.61,2023-08-01T00:00:00.000+02:00,Financing Rate Promotion
558,93757,Performance Vehicle,7,849003.0,2023-04-22T00:00:00.000+02:00,Luxury Performance Sedan
559,88929,Standard Vehicle,4,2384692.86,2023-08-04T00:00:00.000+02:00,Small Hatchback
560,18352,Special Offers,4,2935894.2,2023-07-05T00:00:00.000+02:00,Limited-Time Discount on New Models
