Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
376,81057,Parts and Accessories,8,1349041.08,2023-09-01T00:00:00.000+02:00,Car Audio and Entertainment Systems
377,94166,Parts and Accessories,6,1913893.99,2023-12-05T00:00:00.000+01:00,Vehicle Navigation Systems
378,45034,Special Offers,2,2551819.08,2023-12-01T00:00:00.000+01:00,Financing Rate Promotion
379,16941,Special Offers,6,2869834.47,2023-07-12T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
380,67860,Electric Vehicle,8,2862773.18,2023-04-27T00:00:00.000+02:00,Electric Sports Car
381,52062,Performance Vehicle,8,1370891.57,2023-02-15T00:00:00.000+01:00,Luxury Performance Sedan
382,62574,Special Offers,7,2776553.34,2023-07-19T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
383,79051,Standard Vehicle,8,2829933.56,2023-08-02T00:00:00.000+02:00,Small Hatchback
384,51870,Special Offers,4,1660245.18,2023-01-05T00:00:00.000+01:00,Financing Rate Promotion
385,48027,Standard Vehicle,8,2156224.75,2023-01-19T00:00:00.000+01:00,Station Wagon
386,50444,Financing and Insurance,10,1410776.29,2023-10-10T00:00:00.000+02:00,Used Vehicle Financing
387,32223,Service and Maintenance,8,1613969.84,2023-08-11T00:00:00.000+02:00,Tire Rotation and Alignment
388,55288,Commercial Vehicle,9,551042.72,2023-10-26T00:00:00.000+02:00,Passenger Wagon
389,18641,Hybrid Vehicle,6,614987.77,2023-12-20T00:00:00.000+01:00,Full-Size Hybrid Pickup Truck
390,44666,Parts and Accessories,7,2144153.38,2023-10-23T00:00:00.000+02:00,All-Weather Floor Mats
391,77418,Electric Vehicle,3,910045.54,2023-07-18T00:00:00.000+02:00,All-Electric Compact Car
392,58236,Parts and Accessories,5,2491169.75,2023-06-26T00:00:00.000+02:00,Custom Alloy Wheels
393,47579,Financing and Insurance,8,1485270.28,2023-12-06T00:00:00.000+01:00,Extended Warranty Coverage
394,3680,Special Offers,6,2339650.31,2023-07-13T00:00:00.000+02:00,Financing Rate Promotion
395,72566,Parts and Accessories,10,379704.75,2023-05-06T00:00:00.000+02:00,Custom Alloy Wheels
396,64259,Hybrid Vehicle,7,462089.72,2023-10-07T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
397,76420,Special Offers,3,2518911.31,2023-03-08T00:00:00.000+01:00,Limited-Time Discount on New Models
398,27056,Parts and Accessories,10,1898406.82,2023-10-18T00:00:00.000+02:00,Car Audio and Entertainment Systems
399,79781,Electric Vehicle,5,663014.66,2023-06-04T00:00:00.000+02:00,Electric Luxury Sedan
400,94186,Financing and Insurance,2,1508330.37,2023-02-15T00:00:00.000+01:00,Vehicle Insurance Plans
