Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
1376,65030,Performance Vehicle,7,1713242.5,2023-09-13T00:00:00.000+02:00,Track-Focused Sports Car
1377,17749,Performance Vehicle,2,2009367.82,2023-08-23T00:00:00.000+02:00,High-Speed Performance SUV
1378,49080,Commercial Vehicle,9,922426.11,2023-08-27T00:00:00.000+02:00,Box Truck
1379,89062,Financing and Insurance,4,2679824.64,2023-12-20T00:00:00.000+01:00,Vehicle Insurance Plans
1380,80975,Commercial Vehicle,9,1394796.55,2023-11-08T00:00:00.000+01:00,Chassis Cab
1381,47254,Performance Vehicle,4,130199.94,2023-03-09T00:00:00.000+01:00,Track-Focused Sports Car
1382,86712,Financing and Insurance,9,1465506.96,2023-08-12T00:00:00.000+02:00,New Vehicle Loan
1383,62976,Special Offers,7,2967060.65,2023-09-25T00:00:00.000+02:00,Seasonal Service Package Discount
1384,37283,Commercial Vehicle,9,637953.72,2023-11-11T00:00:00.000+01:00,Box Truck
1385,99998,Hybrid Vehicle,7,1559280.81,2023-01-20T00:00:00.000+01:00,Midsize Hybrid SUV
1386,3343,Electric Vehicle,7,2400615.07,2023-01-29T00:00:00.000+01:00,Electric Crossover SUV
1387,6272,Service and Maintenance,10,2212347.48,2023-11-29T00:00:00.000+01:00,Tire Rotation and Alignment
1388,88323,Special Offers,7,2818101.91,2023-12-31T00:00:00.000+01:00,Limited-Time Discount on New Models
1389,2568,Commercial Vehicle,1,2199912.4,2023-06-20T00:00:00.000+02:00,Box Truck
1390,38492,Hybrid Vehicle,1,751864.19,2023-02-03T00:00:00.000+01:00,Compact Hybrid Sedan
1391,40190,Commercial Vehicle,5,829059.21,2023-05-02T00:00:00.000+02:00,Passenger Wagon
1392,74399,Special Offers,5,997196.61,2023-09-27T00:00:00.000+02:00,Trade-In Bonus Offer
1393,5931,Financing and Insurance,7,1298881.28,2023-11-10T00:00:00.000+01:00,Lease Agreements
1394,21256,Electric Vehicle,1,2833220.79,2023-08-22T00:00:00.000+02:00,Electric Luxury Sedan
1395,58975,Commercial Vehicle,3,771118.14,2023-09-15T00:00:00.000+02:00,Box Truck
1396,6330,Electric Vehicle,1,672822.68,2023-08-11T00:00:00.000+02:00,Electric Crossover SUV
1397,11073,Commercial Vehicle,3,1823143.96,2023-09-24T00:00:00.000+02:00,Passenger Wagon
1398,3738,Commercial Vehicle,4,1878176.95,2023-12-28T00:00:00.000+01:00,Box Truck
1399,96124,Electric Vehicle,1,678510.72,2023-01-15T00:00:00.000+01:00,Electric Sports Car
1400,26651,Performance Vehicle,9,501128.88,2023-03-28T00:00:00.000+02:00,Performance Electric Model
1401,88533,Service and Maintenance,3,2391747.19,2023-05-06T00:00:00.000+02:00,Tire Rotation and Alignment
1402,23253,Performance Vehicle,9,1623995.97,2023-03-28T00:00:00.000+02:00,Luxury Performance Sedan
1403,55925,Service and Maintenance,8,773144.34,2023-05-13T00:00:00.000+02:00,Battery Check and Replacement
1404,53695,Special Offers,6,962172.86,2023-10-24T00:00:00.000+02:00,Trade-In Bonus Offer
1405,80016,Commercial Vehicle,6,2604143.56,2023-08-03T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1406,53571,Electric Vehicle,2,1807156.51,2023-06-26T00:00:00.000+02:00,Electric Commercial Van
1407,84260,Commercial Vehicle,6,539611.7,2023-11-25T00:00:00.000+01:00,Chassis Cab
1408,82407,Parts and Accessories,7,318748.37,2023-07-25T00:00:00.000+02:00,Car Audio and Entertainment Systems
1409,29866,Parts and Accessories,7,1934868.52,2023-09-10T00:00:00.000+02:00,Vehicle Navigation Systems
1410,62368,Commercial Vehicle,8,642095.71,2023-01-06T00:00:00.000+01:00,Box Truck
1411,46581,Parts and Accessories,6,655907.01,2023-05-27T00:00:00.000+02:00,Car Audio and Entertainment Systems
1412,52337,Commercial Vehicle,9,1871753.86,2023-07-14T00:00:00.000+02:00,Passenger Wagon
1413,8439,Service and Maintenance,8,2226698.34,2023-11-25T00:00:00.000+01:00,Oil Change and Lubrication Service
1414,79354,Financing and Insurance,5,684338.08,2023-10-14T00:00:00.000+02:00,Vehicle Insurance Plans
1415,90572,Parts and Accessories,3,1840422.25,2023-11-01T00:00:00.000+01:00,Custom Alloy Wheels
1416,82688,Special Offers,9,832097.58,2023-10-18T00:00:00.000+02:00,Limited-Time Discount on New Models
1417,41754,Performance Vehicle,9,1020580.01,2023-07-02T00:00:00.000+02:00,High-Performance Sports Coupe
1418,5836,Commercial Vehicle,3,2199051.13,2023-01-21T00:00:00.000+01:00,Cargo Van
1419,63087,Standard Vehicle,4,575473.81,2023-03-29T00:00:00.000+02:00,Compact Sedan
1420,94677,Special Offers,7,1837476.1,2023-12-26T00:00:00.000+01:00,Limited-Time Discount on New Models
1421,75509,Special Offers,7,167554.42,2023-03-04T00:00:00.000+01:00,Limited-Time Discount on New Models
1422,17257,Standard Vehicle,5,1389475.45,2023-07-09T00:00:00.000+02:00,Midsize SUV
1423,93491,Financing and Insurance,4,2845046.11,2023-01-16T00:00:00.000+01:00,Lease Agreements
1424,50552,Electric Vehicle,6,659218.0,2023-01-24T00:00:00.000+01:00,All-Electric Compact Car
1425,55280,Hybrid Vehicle,9,709032.23,2023-09-27T00:00:00.000+02:00,Compact Hybrid Sedan
1426,20982,Hybrid Vehicle,1,126509.94,2023-08-14T00:00:00.000+02:00,Hybrid Hatchback
1427,18200,Financing and Insurance,7,2270591.46,2023-11-11T00:00:00.000+01:00,New Vehicle Loan
1428,47298,Commercial Vehicle,5,1410717.51,2023-12-13T00:00:00.000+01:00,Passenger Wagon
1429,29383,Performance Vehicle,9,418986.49,2023-01-04T00:00:00.000+01:00,Performance Electric Model
1430,24007,Service and Maintenance,5,379292.65,2023-01-22T00:00:00.000+01:00,Battery Check and Replacement
1431,10538,Commercial Vehicle,6,449876.54,2023-10-02T00:00:00.000+02:00,Cargo Van
1432,84661,Special Offers,8,276441.39,2023-12-15T00:00:00.000+01:00,Limited-Time Discount on New Models
1433,81954,Commercial Vehicle,6,1815948.03,2023-09-23T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1434,80464,Special Offers,7,609228.17,2023-01-26T00:00:00.000+01:00,Limited-Time Discount on New Models
1435,92162,Hybrid Vehicle,7,1040909.4,2023-11-25T00:00:00.000+01:00,Compact Hybrid Sedan
1436,53486,Hybrid Vehicle,7,2464505.16,2023-04-17T00:00:00.000+02:00,Hybrid Hatchback
1437,33540,Parts and Accessories,4,2474898.67,2023-06-14T00:00:00.000+02:00,Car Audio and Entertainment Systems
1438,76198,Performance Vehicle,2,597910.75,2023-10-04T00:00:00.000+02:00,High-Performance Sports Coupe
1439,19567,Electric Vehicle,8,2686212.99,2023-03-07T00:00:00.000+01:00,Electric Luxury Sedan
1440,62979,Commercial Vehicle,5,390349.52,2023-03-26T00:00:00.000+01:00,Heavy-Duty Pickup Truck
1441,33592,Parts and Accessories,6,948398.31,2023-05-16T00:00:00.000+02:00,Car Audio and Entertainment Systems
1442,5194,Special Offers,5,1824796.04,2023-03-31T00:00:00.000+02:00,Trade-In Bonus Offer
1443,58143,Standard Vehicle,2,1967009.75,2023-04-09T00:00:00.000+02:00,Station Wagon
1444,41077,Financing and Insurance,9,58361.69,2023-01-16T00:00:00.000+01:00,New Vehicle Loan
1445,76247,Hybrid Vehicle,1,781046.62,2023-05-07T00:00:00.000+02:00,Midsize Hybrid SUV
1446,43406,Standard Vehicle,9,706961.03,2023-11-10T00:00:00.000+01:00,Station Wagon
1447,50181,Electric Vehicle,9,1236143.4,2023-06-16T00:00:00.000+02:00,Electric Sports Car
1448,30566,Hybrid Vehicle,8,237862.51,2023-10-05T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
1449,7054,Electric Vehicle,4,1195167.93,2023-07-30T00:00:00.000+02:00,Electric Crossover SUV
1450,18739,Electric Vehicle,7,425625.93,2023-04-30T00:00:00.000+02:00,All-Electric Compact Car
1451,1539,Financing and Insurance,5,2195923.6,2023-04-10T00:00:00.000+02:00,Used Vehicle Financing
1452,69284,Hybrid Vehicle,9,719904.6,2023-02-13T00:00:00.000+01:00,Compact Hybrid Sedan
1453,70828,Commercial Vehicle,8,735503.16,2023-05-26T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1454,23678,Hybrid Vehicle,10,45681.24,2023-11-11T00:00:00.000+01:00,Compact Hybrid Sedan
1455,83680,Service and Maintenance,5,513706.23,2023-03-05T00:00:00.000+01:00,Engine Diagnostic and Repair
1456,6683,Special Offers,4,2273801.55,2023-08-24T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
1457,37264,Financing and Insurance,2,594866.2,2023-02-02T00:00:00.000+01:00,Lease Agreements
1458,99797,Financing and Insurance,2,88140.35,2023-11-21T00:00:00.000+01:00,Used Vehicle Financing
1459,91804,Financing and Insurance,1,2830181.97,2023-08-21T00:00:00.000+02:00,Extended Warranty Coverage
1460,8538,Standard Vehicle,7,2179125.14,2023-11-10T00:00:00.000+01:00,Station Wagon
1461,27552,Commercial Vehicle,9,1824129.89,2023-12-25T00:00:00.000+01:00,Box Truck
1462,50665,Electric Vehicle,7,1112150.2,2024-01-01T00:00:00.000+01:00,Electric Luxury Sedan
1463,56723,Financing and Insurance,10,1533279.39,2023-06-21T00:00:00.000+02:00,Used Vehicle Financing
1464,70245,Commercial Vehicle,5,295765.52,2023-03-16T00:00:00.000+01:00,Box Truck
1465,72813,Hybrid Vehicle,5,2482408.79,2023-06-02T00:00:00.000+02:00,Midsize Hybrid SUV
1466,55805,Financing and Insurance,2,1788961.15,2023-03-16T00:00:00.000+01:00,Used Vehicle Financing
1467,16765,Performance Vehicle,4,1949493.99,2023-07-24T00:00:00.000+02:00,Performance Electric Model
1468,14618,Standard Vehicle,3,2225785.53,2023-10-06T00:00:00.000+02:00,Full-Size Sedan
1469,25076,Service and Maintenance,9,1641979.03,2023-11-05T00:00:00.000+01:00,Battery Check and Replacement
1470,62163,Performance Vehicle,8,2078184.13,2023-11-27T00:00:00.000+01:00,High-Speed Performance SUV
1471,96320,Service and Maintenance,7,1297537.38,2023-03-23T00:00:00.000+01:00,Oil Change and Lubrication Service
1472,43268,Electric Vehicle,3,1071282.96,2023-05-03T00:00:00.000+02:00,All-Electric Compact Car
1473,98134,Standard Vehicle,3,2947442.54,2023-04-15T00:00:00.000+02:00,Midsize SUV
1474,21609,Standard Vehicle,2,2693064.88,2023-10-29T00:00:00.000+02:00,Midsize SUV
1475,80959,Service and Maintenance,3,1453809.67,2023-10-23T00:00:00.000+02:00,Tire Rotation and Alignment
1476,22741,Hybrid Vehicle,1,1386031.89,2023-03-07T00:00:00.000+01:00,Compact Hybrid Sedan
1477,54387,Hybrid Vehicle,3,850086.33,2023-09-22T00:00:00.000+02:00,Midsize Hybrid SUV
1478,28724,Special Offers,6,534591.23,2023-02-22T00:00:00.000+01:00,Financing Rate Promotion
