Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
876,5484,Electric Vehicle,3,2088117.44,2023-03-10T00:00:00.000+01:00,Electric Crossover SUV
877,45168,Hybrid Vehicle,8,1578971.61,2023-05-10T00:00:00.000+02:00,Luxury Hybrid Coupe
878,32021,Parts and Accessories,6,2453428.24,2023-02-23T00:00:00.000+01:00,Vehicle Navigation Systems
879,96754,Parts and Accessories,4,816247.18,2023-03-12T00:00:00.000+01:00,All-Weather Floor Mats
880,75531,Commercial Vehicle,1,1215955.34,2023-05-24T00:00:00.000+02:00,Cargo Van
881,37124,Hybrid Vehicle,4,2201517.86,2023-11-19T00:00:00.000+01:00,Luxury Hybrid Coupe
882,86540,Financing and Insurance,2,2085885.13,2023-05-27T00:00:00.000+02:00,New Vehicle Loan
883,95081,Hybrid Vehicle,9,2308829.18,2023-09-05T00:00:00.000+02:00,Hybrid Hatchback
884,92513,Service and Maintenance,6,2417144.81,2023-06-20T00:00:00.000+02:00,Engine Diagnostic and Repair
885,95417,Financing and Insurance,6,1242236.65,2023-04-22T00:00:00.000+02:00,Used Vehicle Financing
886,72820,Financing and Insurance,7,2881397.04,2023-08-03T00:00:00.000+02:00,New Vehicle Loan
887,97098,Commercial Vehicle,2,2353095.33,2023-05-31T00:00:00.000+02:00,Heavy-Duty Pickup Truck
888,39968,Financing and Insurance,5,965447.14,2023-05-02T00:00:00.000+02:00,Vehicle Insurance Plans
889,98659,Commercial Vehicle,10,1740952.19,2023-07-21T00:00:00.000+02:00,Cargo Van
890,17990,Financing and Insurance,1,1135415.84,2023-02-01T00:00:00.000+01:00,Lease Agreements
891,73897,Performance Vehicle,3,1837540.98,2023-05-29T00:00:00.000+02:00,High-Performance Sports Coupe
892,15073,Service and Maintenance,4,1697146.58,2023-12-07T00:00:00.000+01:00,Oil Change and Lubrication Service
893,14394,Standard Vehicle,6,1459576.91,2023-08-11T00:00:00.000+02:00,Full-Size Sedan
894,44457,Performance Vehicle,5,138401.08,2023-09-28T00:00:00.000+02:00,Luxury Performance Sedan
895,43095,Service and Maintenance,6,2624236.16,2023-06-20T00:00:00.000+02:00,Brake Inspection and Replacement
896,42284,Performance Vehicle,10,1799746.0,2023-04-11T00:00:00.000+02:00,Track-Focused Sports Car
897,90335,Performance Vehicle,3,2659397.13,2023-07-11T00:00:00.000+02:00,Track-Focused Sports Car
898,13906,Service and Maintenance,8,655905.42,2023-07-07T00:00:00.000+02:00,Tire Rotation and Alignment
899,68276,Parts and Accessories,8,2687444.11,2023-08-13T00:00:00.000+02:00,Custom Alloy Wheels
900,22818,Service and Maintenance,2,409776.42,2023-12-01T00:00:00.000+01:00,Engine Diagnostic and Repair
901,88615,Standard Vehicle,6,333372.59,2023-10-16T00:00:00.000+02:00,Station Wagon
902,45322,Service and Maintenance,9,296020.86,2023-03-04T00:00:00.000+01:00,Brake Inspection and Replacement
903,43805,Hybrid Vehicle,1,1331265.37,2023-01-03T00:00:00.000+01:00,Full-Size Hybrid Pickup Truck
904,90624,Service and Maintenance,6,2442387.01,2023-04-20T00:00:00.000+02:00,Battery Check and Replacement
905,99933,Hybrid Vehicle,1,543283.45,2023-04-26T00:00:00.000+02:00,Midsize Hybrid SUV
906,24039,Service and Maintenance,8,749153.36,2023-08-20T00:00:00.000+02:00,Engine Diagnostic and Repair
907,81567,Electric Vehicle,10,271134.32,2023-02-27T00:00:00.000+01:00,Electric Crossover SUV
908,29304,Hybrid Vehicle,10,544927.42,2023-04-22T00:00:00.000+02:00,Luxury Hybrid Coupe
909,98557,Standard Vehicle,7,132075.74,2023-04-08T00:00:00.000+02:00,Small Hatchback
910,23598,Commercial Vehicle,10,2545104.1,2023-04-18T00:00:00.000+02:00,Passenger Wagon
911,45780,Hybrid Vehicle,2,1207001.82,2023-08-01T00:00:00.000+02:00,Midsize Hybrid SUV
912,48808,Service and Maintenance,5,134442.76,2023-12-07T00:00:00.000+01:00,Engine Diagnostic and Repair
913,39636,Hybrid Vehicle,7,1804076.62,2023-10-27T00:00:00.000+02:00,Compact Hybrid Sedan
914,41088,Special Offers,5,1034465.32,2023-05-03T00:00:00.000+02:00,Financing Rate Promotion
915,82858,Parts and Accessories,7,867012.98,2023-05-13T00:00:00.000+02:00,All-Weather Floor Mats
916,62932,Service and Maintenance,10,2801349.79,2023-07-23T00:00:00.000+02:00,Engine Diagnostic and Repair
917,59896,Standard Vehicle,7,1895070.47,2023-01-03T00:00:00.000+01:00,Small Hatchback
918,56257,Commercial Vehicle,9,1075338.7,2023-01-30T00:00:00.000+01:00,Heavy-Duty Pickup Truck
