Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
745,18311,Special Offers,7,2491400.56,2023-08-22T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
746,50678,Hybrid Vehicle,2,576104.89,2022-09-09T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
747,80765,Financing and Insurance,5,595309.49,2023-01-05T00:00:00.000+01:00,Vehicle Insurance Plans
748,4493,Commercial Vehicle,8,2321236.2,2023-09-30T00:00:00.000+02:00,Passenger Wagon
749,14866,Performance Vehicle,1,2301719.06,2023-05-22T00:00:00.000+02:00,Luxury Performance Sedan
750,59539,Electric Vehicle,3,1850698.35,2022-08-27T00:00:00.000+02:00,Electric Crossover SUV
751,94091,Financing and Insurance,5,1872013.14,2023-12-21T00:00:00.000+01:00,Used Vehicle Financing
752,50839,Parts and Accessories,3,840074.2,2022-10-06T00:00:00.000+02:00,Custom Alloy Wheels
753,33352,Electric Vehicle,2,2707043.64,2023-02-06T00:00:00.000+01:00,Electric Crossover SUV
754,97585,Electric Vehicle,9,570285.22,2022-09-07T00:00:00.000+02:00,All-Electric Compact Car
755,3233,Hybrid Vehicle,10,1803839.7,2022-03-28T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
756,7010,Performance Vehicle,9,2415952.93,2023-10-29T00:00:00.000+02:00,High-Performance Sports Coupe
757,94883,Special Offers,3,2870155.33,2023-07-07T00:00:00.000+02:00,Limited-Time Discount on New Models
758,10900,Special Offers,7,2595002.35,2023-07-28T00:00:00.000+02:00,Seasonal Service Package Discount
759,30253,Parts and Accessories,5,1887882.28,2022-02-10T00:00:00.000+01:00,Car Audio and Entertainment Systems
760,27491,Electric Vehicle,9,1627142.24,2022-10-01T00:00:00.000+02:00,Electric Sports Car
761,31101,Electric Vehicle,4,2584765.91,2023-04-28T00:00:00.000+02:00,Electric Luxury Sedan
762,42499,Parts and Accessories,5,974894.05,2023-02-04T00:00:00.000+01:00,All-Weather Floor Mats
763,40038,Electric Vehicle,2,2796213.59,2022-10-28T00:00:00.000+02:00,Electric Luxury Sedan
764,32622,Performance Vehicle,8,2414866.85,2022-08-15T00:00:00.000+02:00,Performance Electric Model
765,60300,Special Offers,1,1573199.36,2023-09-21T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
766,85312,Special Offers,3,2156761.0,2022-04-13T00:00:00.000+02:00,Limited-Time Discount on New Models
767,48364,Standard Vehicle,10,2907533.61,2023-02-19T00:00:00.000+01:00,Midsize SUV
768,73173,Performance Vehicle,6,2700082.03,2023-08-09T00:00:00.000+02:00,Performance Electric Model
769,96634,Service and Maintenance,6,1208432.27,2023-06-04T00:00:00.000+02:00,Oil Change and Lubrication Service
770,89311,Financing and Insurance,3,2709993.66,2023-05-17T00:00:00.000+02:00,Used Vehicle Financing
771,98941,Hybrid Vehicle,10,2240325.98,2023-03-21T00:00:00.000+01:00,Full-Size Hybrid Pickup Truck
772,51007,Performance Vehicle,1,1751193.15,2022-09-17T00:00:00.000+02:00,Performance Electric Model
773,59477,Electric Vehicle,7,753309.65,2023-01-23T00:00:00.000+01:00,Electric Crossover SUV
774,82427,Parts and Accessories,2,1832069.49,2022-06-17T00:00:00.000+02:00,Custom Alloy Wheels
775,96833,Hybrid Vehicle,4,734357.21,2022-08-04T00:00:00.000+02:00,Luxury Hybrid Coupe
776,60747,Electric Vehicle,5,1073724.37,2022-01-17T00:00:00.000+01:00,Electric Luxury Sedan
777,85697,Electric Vehicle,9,2710858.61,2022-08-28T00:00:00.000+02:00,All-Electric Compact Car
778,36860,Performance Vehicle,6,1813510.2,2023-11-29T00:00:00.000+01:00,High-Performance Sports Coupe
779,41289,Special Offers,2,2946305.56,2022-05-15T00:00:00.000+02:00,Seasonal Service Package Discount
780,41387,Hybrid Vehicle,8,2845043.79,2023-01-04T00:00:00.000+01:00,Midsize Hybrid SUV
781,49224,Service and Maintenance,7,334213.92,2022-06-11T00:00:00.000+02:00,Oil Change and Lubrication Service
782,94368,Financing and Insurance,6,834932.63,2023-05-07T00:00:00.000+02:00,Used Vehicle Financing
783,43197,Commercial Vehicle,7,1117511.57,2022-09-24T00:00:00.000+02:00,Cargo Van
784,34182,Service and Maintenance,4,2335508.99,2022-06-12T00:00:00.000+02:00,Battery Check and Replacement
785,81584,Service and Maintenance,5,2518284.73,2022-06-06T00:00:00.000+02:00,Oil Change and Lubrication Service
786,5756,Special Offers,6,698960.34,2023-05-18T00:00:00.000+02:00,Financing Rate Promotion
787,74549,Commercial Vehicle,6,741840.89,2022-09-25T00:00:00.000+02:00,Cargo Van
788,99847,Performance Vehicle,2,2524707.92,2021-12-31T00:00:00.000+01:00,High-Performance Sports Coupe
789,71782,Performance Vehicle,8,2464863.22,2022-09-09T00:00:00.000+02:00,High-Speed Performance SUV
790,99080,Standard Vehicle,5,2941551.28,2022-01-21T00:00:00.000+01:00,Small Hatchback
791,58456,Standard Vehicle,8,977469.01,2023-09-11T00:00:00.000+02:00,Station Wagon
792,16685,Financing and Insurance,9,1364016.94,2022-01-27T00:00:00.000+01:00,New Vehicle Loan
793,76940,Hybrid Vehicle,5,2134496.06,2023-10-19T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
794,52952,Electric Vehicle,2,1225192.3,2023-06-18T00:00:00.000+02:00,Electric Commercial Van
795,98814,Special Offers,7,1923028.53,2023-09-18T00:00:00.000+02:00,Limited-Time Discount on New Models
