Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
1001,84056,Electric Vehicle,4,1684904.33,2023-08-16T00:00:00.000+02:00,Electric Luxury Sedan
1002,75996,Financing and Insurance,4,1156137.6,2023-09-13T00:00:00.000+02:00,Lease Agreements
1003,44228,Standard Vehicle,1,742855.46,2023-03-23T00:00:00.000+01:00,Station Wagon
1004,43016,Performance Vehicle,9,1996398.59,2023-10-23T00:00:00.000+02:00,Performance Electric Model
1005,79073,Commercial Vehicle,2,2277684.24,2023-08-22T00:00:00.000+02:00,Chassis Cab
1006,26619,Financing and Insurance,4,1222217.88,2023-09-01T00:00:00.000+02:00,Extended Warranty Coverage
1007,1841,Hybrid Vehicle,5,820459.79,2023-11-06T00:00:00.000+01:00,Luxury Hybrid Coupe
1008,84905,Hybrid Vehicle,10,2417926.22,2023-02-18T00:00:00.000+01:00,Compact Hybrid Sedan
1009,71181,Financing and Insurance,3,126074.23,2023-03-30T00:00:00.000+02:00,New Vehicle Loan
1010,4836,Service and Maintenance,10,1207352.36,2023-06-29T00:00:00.000+02:00,Battery Check and Replacement
1011,85149,Special Offers,2,1045522.0,2023-05-21T00:00:00.000+02:00,Financing Rate Promotion
1012,80186,Commercial Vehicle,10,2251929.44,2023-08-11T00:00:00.000+02:00,Box Truck
1013,44537,Electric Vehicle,4,2637954.14,2023-11-02T00:00:00.000+01:00,Electric Commercial Van
1014,29259,Parts and Accessories,6,1174256.92,2023-08-21T00:00:00.000+02:00,Car Audio and Entertainment Systems
1015,42286,Performance Vehicle,2,2220991.28,2023-07-01T00:00:00.000+02:00,High-Speed Performance SUV
1016,15058,Service and Maintenance,6,1957992.24,2023-04-26T00:00:00.000+02:00,Battery Check and Replacement
1017,34787,Electric Vehicle,1,501562.27,2023-09-07T00:00:00.000+02:00,Electric Luxury Sedan
1018,89472,Service and Maintenance,9,1784402.58,2023-05-22T00:00:00.000+02:00,Oil Change and Lubrication Service
1019,27620,Standard Vehicle,3,2287207.65,2023-11-26T00:00:00.000+01:00,Station Wagon
1020,43989,Standard Vehicle,4,1255379.43,2023-03-11T00:00:00.000+01:00,Small Hatchback
1021,92297,Commercial Vehicle,9,1098822.68,2023-04-25T00:00:00.000+02:00,Cargo Van
1022,31646,Hybrid Vehicle,5,1069321.92,2023-03-19T00:00:00.000+01:00,Midsize Hybrid SUV
1023,83870,Performance Vehicle,1,1264806.8,2023-09-16T00:00:00.000+02:00,Track-Focused Sports Car
1024,35083,Service and Maintenance,2,2353739.0,2023-08-19T00:00:00.000+02:00,Engine Diagnostic and Repair
1025,4702,Service and Maintenance,7,307687.03,2023-02-22T00:00:00.000+01:00,Battery Check and Replacement
1026,86365,Commercial Vehicle,7,44653.6,2023-11-03T00:00:00.000+01:00,Passenger Wagon
1027,58248,Special Offers,1,1698862.96,2023-10-27T00:00:00.000+02:00,Trade-In Bonus Offer
1028,90089,Commercial Vehicle,6,195245.14,2023-09-02T00:00:00.000+02:00,Box Truck
1029,83681,Financing and Insurance,5,1577732.98,2023-07-28T00:00:00.000+02:00,New Vehicle Loan
1030,36036,Special Offers,1,1230714.23,2023-08-20T00:00:00.000+02:00,Seasonal Service Package Discount
1031,92645,Commercial Vehicle,3,351542.16,2023-01-13T00:00:00.000+01:00,Passenger Wagon
1032,94562,Service and Maintenance,2,2701158.39,2023-08-02T00:00:00.000+02:00,Battery Check and Replacement
1033,87726,Special Offers,4,1287988.84,2023-09-27T00:00:00.000+02:00,Financing Rate Promotion
1034,88034,Parts and Accessories,1,2338109.27,2023-04-05T00:00:00.000+02:00,Custom Alloy Wheels
1035,32785,Special Offers,6,702168.54,2023-06-03T00:00:00.000+02:00,Limited-Time Discount on New Models
1036,33144,Performance Vehicle,2,491248.87,2023-09-30T00:00:00.000+02:00,High-Performance Sports Coupe
1037,99314,Service and Maintenance,4,1870521.73,2023-02-20T00:00:00.000+01:00,Engine Diagnostic and Repair
1038,55629,Parts and Accessories,9,96690.95,2023-12-05T00:00:00.000+01:00,Car Audio and Entertainment Systems
1039,99916,Financing and Insurance,4,1729977.26,2023-03-04T00:00:00.000+01:00,Vehicle Insurance Plans
1040,90357,Standard Vehicle,5,1657595.87,2023-12-18T00:00:00.000+01:00,Full-Size Sedan
1041,39708,Electric Vehicle,2,1474371.2,2023-10-01T00:00:00.000+02:00,Electric Commercial Van
1042,48816,Performance Vehicle,4,877111.24,2023-08-21T00:00:00.000+02:00,High-Performance Sports Coupe
1043,60283,Hybrid Vehicle,5,2876385.26,2023-12-29T00:00:00.000+01:00,Midsize Hybrid SUV
1044,99143,Electric Vehicle,1,31811.8,2023-05-05T00:00:00.000+02:00,Electric Crossover SUV
1045,76246,Performance Vehicle,3,2879833.98,2023-08-05T00:00:00.000+02:00,High-Performance Sports Coupe
1046,22151,Performance Vehicle,1,1487563.17,2023-07-17T00:00:00.000+02:00,Luxury Performance Sedan
1047,76936,Commercial Vehicle,10,1681710.73,2023-11-11T00:00:00.000+01:00,Box Truck
1048,76786,Standard Vehicle,2,1909440.94,2023-02-20T00:00:00.000+01:00,Compact Sedan
1049,44540,Service and Maintenance,5,2016545.8,2023-06-20T00:00:00.000+02:00,Engine Diagnostic and Repair
1050,49678,Financing and Insurance,1,1266665.78,2023-10-25T00:00:00.000+02:00,Vehicle Insurance Plans
1051,2972,Standard Vehicle,6,1945390.38,2023-04-28T00:00:00.000+02:00,Full-Size Sedan
1052,11861,Standard Vehicle,7,1158447.76,2023-11-01T00:00:00.000+01:00,Station Wagon
1053,33503,Performance Vehicle,10,2673442.52,2023-08-04T00:00:00.000+02:00,Luxury Performance Sedan
1054,98825,Special Offers,5,2804838.46,2023-10-12T00:00:00.000+02:00,Exclusive Accessory Bundle Deal
1055,84415,Commercial Vehicle,10,1566157.31,2023-06-21T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1056,75791,Commercial Vehicle,1,1354240.64,2023-06-02T00:00:00.000+02:00,Heavy-Duty Pickup Truck
1057,63362,Performance Vehicle,8,1731201.6,2023-08-27T00:00:00.000+02:00,Performance Electric Model
1058,3357,Special Offers,3,2818792.3,2023-09-02T00:00:00.000+02:00,Financing Rate Promotion
1059,90123,Commercial Vehicle,8,1573801.48,2023-05-06T00:00:00.000+02:00,Cargo Van
1060,7724,Special Offers,4,418653.52,2023-05-23T00:00:00.000+02:00,Trade-In Bonus Offer
1061,13454,Performance Vehicle,1,1193457.41,2023-02-07T00:00:00.000+01:00,Luxury Performance Sedan
1062,2446,Parts and Accessories,6,1020736.17,2023-04-04T00:00:00.000+02:00,Car Audio and Entertainment Systems
