Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
1626,6574,Special Offers,9,1391264.8,2023-03-26T00:00:00.000+01:00,Limited-Time Discount on New Models
1627,54897,Commercial Vehicle,3,2765034.84,2023-02-08T00:00:00.000+01:00,Chassis Cab
1628,98043,Commercial Vehicle,9,2740754.56,2023-10-04T00:00:00.000+02:00,Cargo Van
1629,85592,Standard Vehicle,4,2356490.98,2023-03-31T00:00:00.000+02:00,Station Wagon
1630,81520,Electric Vehicle,1,1151932.65,2023-05-06T00:00:00.000+02:00,Electric Commercial Van
1631,44297,Special Offers,3,757271.59,2023-10-11T00:00:00.000+02:00,Financing Rate Promotion
1632,55337,Standard Vehicle,3,2423164.89,2023-04-29T00:00:00.000+02:00,Station Wagon
1633,30389,Standard Vehicle,5,1115486.0,2023-03-25T00:00:00.000+01:00,Full-Size Sedan
1634,94943,Electric Vehicle,8,2410542.84,2023-12-29T00:00:00.000+01:00,Electric Sports Car
1635,6161,Hybrid Vehicle,9,972002.49,2023-06-15T00:00:00.000+02:00,Midsize Hybrid SUV
1636,90309,Electric Vehicle,1,861081.76,2023-01-18T00:00:00.000+01:00,Electric Commercial Van
1637,5292,Service and Maintenance,4,595868.38,2023-10-29T00:00:00.000+02:00,Brake Inspection and Replacement
1638,49771,Parts and Accessories,8,54728.56,2023-04-22T00:00:00.000+02:00,Car Audio and Entertainment Systems
1639,79453,Commercial Vehicle,5,1072994.54,2023-04-08T00:00:00.000+02:00,Passenger Wagon
1640,60779,Special Offers,4,2362336.38,2023-10-26T00:00:00.000+02:00,Seasonal Service Package Discount
1641,16871,Hybrid Vehicle,7,2505563.2,2023-03-13T00:00:00.000+01:00,Full-Size Hybrid Pickup Truck
1642,98011,Financing and Insurance,4,1881978.81,2023-09-30T00:00:00.000+02:00,Extended Warranty Coverage
1643,34007,Financing and Insurance,1,804462.49,2023-11-08T00:00:00.000+01:00,Vehicle Insurance Plans
1644,32378,Performance Vehicle,1,1840118.04,2023-07-28T00:00:00.000+02:00,Performance Electric Model
1645,32262,Electric Vehicle,9,1111162.52,2023-03-08T00:00:00.000+01:00,Electric Commercial Van
1646,43324,Electric Vehicle,9,1689969.14,2023-03-05T00:00:00.000+01:00,All-Electric Compact Car
1647,72712,Hybrid Vehicle,5,2699157.7,2023-05-29T00:00:00.000+02:00,Full-Size Hybrid Pickup Truck
1648,84773,Service and Maintenance,8,1846495.91,2023-01-04T00:00:00.000+01:00,Engine Diagnostic and Repair
1649,6943,Parts and Accessories,1,421597.43,2023-05-20T00:00:00.000+02:00,All-Weather Floor Mats
1650,33352,Service and Maintenance,7,333991.7,2023-10-29T00:00:00.000+02:00,Oil Change and Lubrication Service
1651,80254,Electric Vehicle,1,702301.21,2023-06-08T00:00:00.000+02:00,All-Electric Compact Car
1652,67514,Commercial Vehicle,4,1626247.56,2023-03-15T00:00:00.000+01:00,Passenger Wagon
