Transaction_ID,Customer_ID,Product_Category,Quantity,Price,Date,Product_Name
931,39888,Hybrid Vehicle,9,272.69,2023-01-04,Midsize Hybrid SUV
932,40853,Electric Vehicle,2,723.33,2022-08-02,All-Electric Compact Car
933,26318,Financing and Insurance,5,29.84,2023-08-04,Vehicle Insurance Plans
934,92445,Financing and Insurance,7,28.76,2023-04-03,New Vehicle Loan
935,87670,Hybrid Vehicle,4,608.63,2022-05-20,Luxury Hybrid Coupe
936,22093,Special Offers,5,454.95,2023-01-18,Limited-Time Discount on New Models
937,32888,Performance Vehicle,6,155.55,2023-07-02,Luxury Performance Sedan
938,29662,Electric Vehicle,8,748.81,2022-05-19,Electric Commercial Van
939,46898,Standard Vehicle,4,680.13,2022-01-03,Station Wagon
940,62468,Standard Vehicle,5,704.94,2022-03-27,Compact Sedan
941,5169,Standard Vehicle,3,95.18,2023-03-03,Station Wagon
942,36738,Parts and Accessories,1,540.77,2022-02-06,Custom Alloy Wheels
943,56547,Performance Vehicle,7,150.65,2023-09-23,Performance Electric Model
944,25142,Commercial Vehicle,3,945.66,2023-05-24,Box Truck
945,68169,Service and Maintenance,4,658.84,2022-04-01,Engine Diagnostic and Repair
946,46630,Electric Vehicle,8,993.5,2023-10-24,Electric Sports Car
947,33131,Electric Vehicle,3,634.88,2023-09-14,Electric Sports Car
948,55336,Electric Vehicle,3,697.21,2023-06-07,Electric Luxury Sedan
949,73048,Commercial Vehicle,2,598.3,2023-02-24,Heavy-Duty Pickup Truck
950,16359,Parts and Accessories,4,713.11,2023-09-21,Vehicle Navigation Systems
951,99957,Hybrid Vehicle,3,340.62,2023-04-09,Compact Hybrid Sedan
952,61170,Performance Vehicle,8,663.44,2022-06-17,Luxury Performance Sedan
953,79104,Standard Vehicle,7,902.72,2023-03-14,Station Wagon
954,79850,Electric Vehicle,3,42.35,2023-06-12,Electric Sports Car
955,6942,Performance Vehicle,7,339.37,2022-01-05,High-Speed Performance SUV
956,93777,Commercial Vehicle,5,85.77,2022-09-20,Heavy-Duty Pickup Truck
957,73829,Special Offers,3,13.7,2023-03-28,Seasonal Service Package Discount
958,67382,Special Offers,9,920.58,2022-05-21,Trade-In Bonus Offer
959,60478,Commercial Vehicle,7,65.06,2023-05-11,Passenger Wagon
960,25212,Financing and Insurance,5,76.91,2022-03-07,Lease Agreements
961,77009,Electric Vehicle,6,290.19,2022-05-25,Electric Crossover SUV
962,12556,Parts and Accessories,8,42.56,2023-10-25,All-Weather Floor Mats
963,13416,Financing and Insurance,4,781.5,2023-10-30,Vehicle Insurance Plans
964,41936,Special Offers,6,170.55,2023-10-26,Limited-Time Discount on New Models
965,87093,Hybrid Vehicle,10,174.38,2022-08-19,Hybrid Hatchback
966,18558,Electric Vehicle,3,595.16,2022-09-08,Electric Luxury Sedan
967,42488,Parts and Accessories,7,218.01,2022-03-07,Vehicle Navigation Systems
968,13908,Service and Maintenance,6,729.98,2023-05-22,Oil Change and Lubrication Service
969,17045,Performance Vehicle,1,471.56,2022-03-07,High-Speed Performance SUV
970,30282,Commercial Vehicle,10,906.89,2023-05-22,Heavy-Duty Pickup Truck
971,65680,Performance Vehicle,1,412.49,2022-07-19,Luxury Performance Sedan
972,49676,Parts and Accessories,6,901.96,2022-01-07,Roof Racks and Carriers
973,98070,Standard Vehicle,5,468.68,2022-09-13,Station Wagon
974,28840,Special Offers,8,38.15,2022-10-03,Seasonal Service Package Discount
975,42547,Electric Vehicle,4,407.32,2022-02-24,Electric Luxury Sedan
976,85408,Commercial Vehicle,6,570.52,2023-11-20,Box Truck
977,43293,Performance Vehicle,9,801.3,2022-09-08,Luxury Performance Sedan
978,70986,Performance Vehicle,10,614.54,2023-11-07,Luxury Performance Sedan
979,700,Parts and Accessories,5,462.0,2022-06-08,All-Weather Floor Mats
980,67215,Electric Vehicle,3,106.73,2022-06-07,Electric Crossover SUV
981,26633,Service and Maintenance,7,207.82,2023-08-17,Battery Check and Replacement
982,55301,Service and Maintenance,1,317.26,2023-08-05,Tire Rotation and Alignment
983,96534,Financing and Insurance,10,417.25,2023-10-07,Extended Warranty Coverage
984,64409,Service and Maintenance,5,96.99,2023-08-29,Brake Inspection and Replacement
985,95745,Parts and Accessories,3,312.78,2023-10-28,Car Audio and Entertainment Systems
986,65776,Parts and Accessories,2,737.65,2022-07-07,Custom Alloy Wheels
987,12412,Commercial Vehicle,1,489.57,2023-08-04,Cargo Van
988,29715,Hybrid Vehicle,9,723.52,2023-08-13,Compact Hybrid Sedan
989,65132,Commercial Vehicle,5,240.41,2023-07-05,Heavy-Duty Pickup Truck
990,76854,Electric Vehicle,5,21.88,2022-06-19,Electric Crossover SUV
991,15087,Service and Maintenance,2,12.29,2023-08-31,Engine Diagnostic and Repair
992,48733,Standard Vehicle,3,140.95,2022-07-30,Station Wagon
993,84804,Financing and Insurance,2,785.13,2023-04-26,New Vehicle Loan
994,11795,Standard Vehicle,1,109.65,2023-09-06,Full-Size Sedan
995,81935,Special Offers,3,800.61,2022-04-05,Seasonal Service Package Discount
996,1432,Standard Vehicle,5,991.26,2022-01-17,Midsize SUV
997,65643,Hybrid Vehicle,1,242.55,2023-09-07,Midsize Hybrid SUV
998,52793,Standard Vehicle,10,91.17,2023-02-11,Station Wagon
999,30993,Special Offers,6,720.12,2023-02-03,Trade-In Bonus Offer
1000,64580,Parts and Accessories,10,84.21,2022-10-28,Roof Racks and Carriers
