Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
63,40849,72904,6,364.39,2023-10-06,17:09:37
64,90281,64513,9,72.17,2022-01-23,18:07:26
65,68269,60933,3,331.51,2023-10-12,11:26:41
66,42139,91138,5,410.69,2022-05-12,00:06:47
67,33583,74915,9,788.91,2022-04-06,01:42:26
68,16078,10653,10,561.45,2023-02-01,07:51:07
69,93669,12132,8,756.31,2023-11-17,03:31:46
70,15697,89933,3,997.21,2023-09-18,12:23:37
71,94937,37552,7,72.29,2022-09-09,13:10:32
72,52132,70348,3,360.93,2022-12-20,10:33:39
73,47136,27565,4,683.6,2022-11-15,04:37:13
74,75542,10634,2,520.36,2022-02-11,12:16:45
75,54226,940,7,283.07,2022-12-31,05:03:56
76,4916,21200,1,389.44,2023-11-21,15:50:27
77,78461,79232,8,50.83,2022-04-13,16:16:15
78,68063,67637,5,352.88,2022-03-06,18:28:37
79,6243,30580,2,188.19,2022-02-16,09:34:31
80,71651,61969,5,598.17,2022-05-28,13:35:11
81,23771,78433,8,90.09,2023-12-01,00:36:12
82,75147,77174,8,792.18,2022-08-15,14:28:38
83,61444,49880,10,706.26,2023-10-30,10:44:13
84,83409,68957,4,758.38,2023-05-02,15:00:13
85,53137,54130,5,961.21,2022-05-23,14:14:42
86,20770,50422,1,391.41,2022-08-11,06:12:29
87,91429,99952,1,30.52,2022-11-17,08:34:03
88,3163,57292,10,555.4,2023-10-07,22:33:55
89,6180,44887,10,691.15,2022-06-13,23:40:22
90,57525,54543,7,965.33,2021-12-25,21:54:47
91,27118,71369,4,608.19,2022-07-13,15:35:21
92,63394,39916,1,21.9,2023-06-26,07:37:14
93,38557,58175,6,784.04,2022-01-31,21:13:09
94,3557,2569,9,649.62,2022-10-13,16:10:09
95,53294,86865,1,228.7,2022-05-21,10:03:10
96,53813,89966,1,682.99,2023-10-26,03:26:37
97,73701,47961,4,521.38,2022-08-04,04:51:59
98,9392,28754,10,759.03,2023-10-15,22:09:06
99,74177,30154,1,710.73,2022-01-23,08:13:39
100,81992,99393,9,28.77,2023-08-17,12:56:54
101,91925,25804,8,737.25,2023-03-03,13:54:37
102,45473,53691,8,970.93,2023-01-21,03:53:11
103,60963,88820,7,481.87,2023-12-18,15:08:19
104,57168,99231,1,658.32,2022-04-07,08:42:55
105,93661,68001,6,364.81,2023-05-16,09:14:45
106,7129,37634,7,422.54,2023-03-11,05:31:37
107,46586,52490,10,85.55,2022-06-21,11:20:42
108,39835,89389,7,111.14,2022-04-26,08:07:45
109,21571,23890,6,734.25,2022-03-26,08:50:55
110,17210,64876,5,747.0,2023-02-15,10:07:14
111,69105,92069,5,932.47,2023-01-26,11:10:51
112,49533,25886,9,744.06,2022-05-11,07:45:09
113,70751,30021,3,328.35,2022-02-21,02:36:43
114,20024,28235,6,109.43,2021-12-27,14:27:34
115,79265,31758,3,454.18,2022-07-23,06:48:14
116,25391,27540,1,689.79,2022-03-29,23:38:37
117,23693,74298,1,433.21,2022-03-15,10:10:09
118,73601,82733,4,161.17,2023-08-07,11:05:59
119,14058,34524,6,68.54,2022-06-02,09:01:38
120,73791,22787,6,386.28,2023-01-23,21:42:45
121,45112,51968,10,68.87,2023-09-18,21:43:24
122,17116,73887,10,791.65,2023-07-22,04:31:44
123,67742,30895,3,91.77,2022-08-15,19:20:21
124,29903,610,3,643.55,2022-11-10,21:13:49
