Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
931,12876,65460,2,139.5,2022-12-15,22:01:03
932,31452,85343,3,812.79,2023-07-23,01:51:44
933,94587,64866,2,544.76,2022-10-27,18:00:20
934,39786,19807,9,69.35,2023-08-10,06:10:54
935,2933,19121,3,76.22,2023-10-15,04:24:15
936,11856,9755,2,89.96,2023-06-27,03:50:41
937,25532,93542,9,971.1,2022-02-20,23:37:03
938,97627,75596,5,412.68,2022-02-16,00:52:46
939,13090,79689,5,421.38,2022-09-29,11:47:02
940,91037,14335,5,165.21,2023-01-07,05:23:44
941,82728,59939,7,738.98,2022-05-09,14:16:06
942,56967,49128,3,684.14,2023-01-25,06:30:50
943,57182,7850,8,620.42,2022-10-18,15:15:41
944,73313,31029,4,318.8,2022-02-09,09:03:44
945,49258,93572,1,945.99,2023-10-10,12:59:39
946,76869,11981,6,333.55,2023-10-19,10:34:36
947,28577,38988,4,428.54,2022-07-21,12:31:14
948,4578,66932,1,413.04,2023-11-18,06:56:08
949,33806,22853,8,103.59,2022-08-11,07:21:35
950,47993,70420,1,162.67,2023-08-16,02:57:49
951,80122,38851,5,192.07,2022-10-20,18:32:36
952,51647,64903,6,660.04,2023-08-07,04:52:38
953,35105,95200,8,453.23,2022-07-29,17:25:09
954,75252,72344,10,307.1,2023-08-22,16:21:31
955,41221,6960,5,362.16,2022-01-20,18:42:38
956,17835,29971,6,627.84,2022-04-21,20:20:01
957,68705,41342,6,898.21,2022-01-08,03:56:59
958,19119,9711,9,592.3,2022-02-23,00:15:51
959,83479,29863,9,898.69,2023-06-11,03:00:26
960,24085,20102,2,765.31,2023-10-12,01:16:00
961,22649,6647,2,591.92,2022-12-16,22:38:01
962,85446,553,7,595.77,2022-03-02,02:39:18
963,70102,65747,7,525.98,2023-05-14,10:11:04
964,87093,24079,6,347.17,2023-07-10,12:24:52
965,86691,81080,7,91.29,2023-10-01,14:51:25
966,48059,99482,6,716.36,2022-11-29,23:04:45
967,71466,79986,8,660.35,2023-05-15,22:39:40
968,34281,73043,4,655.43,2022-09-25,08:48:52
969,1913,78591,1,707.44,2022-12-25,09:41:48
970,45031,42412,3,391.96,2023-06-19,12:02:43
971,17605,13140,2,892.03,2023-09-18,01:44:21
972,353,11645,5,463.11,2023-01-13,10:47:47
973,15342,81635,9,138.91,2023-08-03,20:44:12
974,84712,77447,4,168.47,2023-07-30,10:34:43
975,20871,21350,10,677.97,2023-08-22,20:04:52
976,92661,29970,9,825.74,2023-06-11,11:51:01
977,9401,75153,5,99.83,2022-07-25,00:48:50
978,49199,86619,9,427.31,2022-10-31,13:59:14
979,81936,23049,1,781.26,2023-12-11,12:45:35
980,59891,97152,1,991.93,2023-02-14,21:14:35
981,40101,54972,6,238.57,2023-07-27,01:13:17
982,87882,92391,6,643.58,2022-12-03,04:35:19
983,42813,76755,10,523.83,2023-11-07,10:25:41
984,61108,96888,4,563.99,2023-10-23,12:07:35
985,69480,39863,9,239.15,2023-04-28,21:07:56
986,56046,34432,7,270.43,2023-05-27,01:27:13
987,29317,44775,1,925.51,2023-02-05,10:20:52
988,75791,38395,8,444.17,2023-03-24,22:12:45
989,72938,27247,3,463.8,2023-05-15,23:53:30
990,81448,956,6,196.69,2022-06-03,09:13:56
991,72425,37339,1,840.63,2022-05-18,18:26:46
992,89416,52165,4,305.42,2022-06-22,01:43:28
993,49277,19232,1,789.01,2023-04-22,08:51:25
994,14148,6702,1,929.46,2022-07-13,08:06:45
995,73725,43429,6,802.54,2022-09-23,00:29:24
996,18729,49709,1,942.32,2022-07-01,21:57:46
997,78842,81086,4,930.4,2022-05-15,14:26:51
998,96404,74588,1,23.62,2023-12-21,18:14:56
999,20859,12965,1,894.0,2023-01-11,03:26:28
1000,51085,39715,8,736.23,2022-08-10,05:46:15
