Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
373,43473,99366,7,676.22,2023-04-03,00:21:11
374,43177,52319,7,320.32,2022-01-12,02:03:26
375,14566,96481,9,216.11,2022-03-26,21:47:57
376,59461,4109,7,127.64,2022-01-04,10:35:20
377,12099,11846,10,516.47,2022-05-10,20:17:33
378,246,1837,6,476.36,2022-10-05,05:22:46
379,85227,92050,4,884.66,2023-08-22,04:41:53
380,3568,68361,2,700.35,2023-02-18,10:00:57
381,97423,49944,9,992.24,2022-03-03,13:21:42
382,19140,38603,9,359.02,2023-11-12,21:21:38
383,20861,40153,4,958.16,2023-01-28,21:55:59
384,70097,61225,6,31.19,2022-02-19,11:22:10
385,55345,58441,10,853.13,2022-09-30,10:29:27
386,7898,21387,5,94.18,2023-02-06,16:53:42
387,55473,87236,1,615.37,2022-09-20,09:17:01
388,56667,92077,7,928.4,2022-12-14,14:11:14
389,27820,14282,10,542.46,2023-11-08,15:00:00
390,45635,88963,1,527.06,2022-05-29,16:24:46
391,90867,74963,9,145.63,2023-07-26,02:44:06
392,15477,44746,3,829.13,2022-04-05,11:08:33
393,49471,97049,9,696.17,2023-09-23,21:45:23
394,27388,24443,1,768.69,2022-10-06,15:58:08
395,77724,23438,3,245.04,2022-11-12,10:16:39
396,53377,85525,9,426.51,2023-03-04,14:34:04
397,73277,78621,2,634.78,2023-09-25,14:09:22
398,93056,92398,4,143.74,2023-03-12,03:27:04
399,9411,66344,3,391.25,2023-05-26,06:51:03
400,40910,62839,9,878.8,2023-04-05,21:35:14
401,69428,59384,3,332.35,2023-08-15,02:58:44
402,23403,24744,3,937.87,2022-01-13,14:04:06
403,68989,82282,9,614.27,2022-06-15,00:27:56
404,44792,1212,5,29.02,2023-07-17,17:29:09
405,57327,41610,10,205.52,2023-10-10,00:35:52
406,99482,85744,2,533.55,2022-08-02,09:15:31
407,18249,36490,7,86.0,2022-07-14,20:16:06
408,87407,60636,10,682.81,2023-08-21,00:44:35
409,43685,30611,5,49.53,2023-11-25,23:11:48
410,15529,40830,9,177.61,2023-04-29,12:10:06
411,22304,83760,2,61.78,2022-05-16,18:18:36
412,91944,97045,6,880.0,2023-04-19,23:54:52
413,28808,8244,10,990.36,2022-03-01,20:33:56
414,56729,98310,7,161.56,2023-06-04,15:21:25
415,32967,98850,3,422.22,2022-04-27,02:04:46
416,84915,42065,9,914.31,2023-09-16,15:52:48
417,53233,15362,2,707.3,2022-01-07,23:04:36
418,78057,56100,3,786.77,2022-08-17,19:35:21
419,17959,45943,9,929.53,2022-07-05,06:39:21
420,61462,68669,8,67.8,2022-10-30,04:32:44
421,92848,51460,7,28.97,2023-01-25,21:58:06
422,59830,73046,6,585.23,2022-01-16,00:01:03
423,45909,33598,8,925.73,2022-06-25,13:34:56
424,50451,2118,3,985.47,2023-02-19,03:35:54
425,27708,56119,3,35.5,2022-07-07,05:49:01
426,2677,54188,10,768.12,2023-09-27,03:43:06
427,52091,69610,1,349.7,2022-03-25,21:30:39
428,31988,60541,9,187.54,2022-11-12,11:34:59
429,96867,36635,8,915.37,2022-07-22,21:09:40
430,74943,9520,8,955.73,2022-08-19,18:53:58
431,45768,31765,3,736.27,2022-02-23,02:54:07
432,65667,6241,4,15.59,2022-12-20,08:27:46
433,76078,62434,9,570.87,2023-11-18,22:44:11
434,48284,89215,2,202.35,2023-02-01,02:38:21
