Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
249,23435,21970,5,278.35,2022-11-23,03:41:25
250,66808,11266,9,106.93,2023-04-22,21:32:57
251,94523,99208,8,304.04,2023-12-18,10:27:59
252,45640,81378,9,65.2,2023-04-01,14:04:14
253,3194,2144,3,263.14,2022-08-27,00:00:54
254,98849,48348,6,711.88,2022-07-11,20:00:32
255,68595,26414,1,922.85,2023-06-29,17:25:30
256,44341,90523,4,570.58,2022-06-19,20:46:23
257,89858,61677,4,88.16,2022-07-09,16:19:46
258,93386,17487,7,859.33,2022-05-18,06:40:45
259,85199,35275,4,281.46,2023-09-04,18:33:26
260,42538,76967,8,203.28,2023-01-28,06:21:45
261,98969,37000,7,38.67,2023-03-04,20:42:12
262,49665,34322,8,526.52,2022-07-14,17:40:30
263,37091,23333,7,301.2,2022-05-08,17:02:02
264,61150,71408,2,88.57,2022-06-05,17:49:34
265,79723,78881,1,190.8,2022-07-17,09:35:08
266,40453,59684,1,16.79,2023-12-19,06:10:22
267,94120,41519,2,448.28,2022-12-27,10:53:54
268,55432,9716,10,239.71,2022-02-25,22:25:22
269,13849,27117,3,472.1,2022-08-17,05:08:11
270,1213,21333,5,815.81,2022-02-18,00:11:46
271,32189,52355,9,991.9,2023-01-27,01:16:01
272,8951,84145,9,198.51,2023-03-09,23:58:10
273,93981,24033,4,11.83,2023-03-30,13:11:06
274,57912,74354,6,824.26,2023-12-08,22:42:31
275,38604,11735,2,939.02,2022-09-20,05:02:05
276,41174,83495,3,957.25,2023-02-06,03:20:20
277,84069,28338,1,473.97,2022-10-02,05:31:31
278,24294,38334,1,366.74,2023-12-03,11:10:07
279,23911,90537,3,648.59,2023-01-12,09:31:24
280,63106,75652,1,14.27,2022-02-11,23:28:07
281,30888,46287,6,161.26,2022-06-17,15:41:46
282,83405,51246,5,912.14,2023-06-05,20:51:25
283,19505,85056,3,103.6,2022-04-19,07:01:41
284,51922,72720,4,249.57,2022-03-06,00:20:49
285,31124,72225,4,86.89,2022-09-19,00:08:37
286,35728,90437,9,549.03,2022-10-24,13:22:57
287,89027,67833,9,155.12,2023-09-06,16:34:14
288,64445,14717,8,70.73,2022-01-29,07:16:30
289,80648,82891,4,122.25,2022-05-03,19:45:57
290,37597,2744,9,693.75,2023-08-03,18:03:30
291,14363,68313,9,564.46,2023-11-23,13:23:32
292,14863,53109,4,32.04,2023-08-29,21:43:11
293,80089,9092,2,816.61,2021-12-28,18:44:32
294,2840,37768,2,563.81,2023-01-19,22:19:19
295,89215,81810,7,140.93,2023-04-22,17:17:43
296,65894,31888,3,627.5,2023-06-17,02:02:29
297,60886,90880,2,474.17,2021-12-27,14:26:12
298,75706,83013,6,23.26,2023-05-04,10:57:17
299,3014,54499,9,488.29,2022-03-10,13:30:15
300,32291,13936,10,21.97,2023-02-08,07:22:33
301,68765,3855,4,335.14,2022-07-30,01:02:17
302,48820,5142,1,533.67,2023-01-24,00:56:26
303,42484,31668,4,312.02,2022-08-15,08:05:38
304,48878,71353,2,362.06,2022-10-26,22:30:10
305,57148,26965,4,650.49,2023-09-29,11:11:45
306,64899,8810,2,676.39,2023-06-10,07:34:07
307,77920,68363,6,383.69,2023-06-27,07:24:22
308,63167,65201,7,276.37,2022-10-20,14:07:20
309,6697,43065,1,918.12,2023-11-21,22:25:57
310,13719,96601,8,477.63,2023-04-09,16:32:51
