Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
745,22929,47970,6,56.07,2023-03-19,06:35:42
746,37827,90374,2,665.64,2022-07-26,15:16:47
747,81249,22130,1,974.77,2022-07-19,10:02:40
748,50762,84203,5,198.02,2022-11-11,16:23:11
749,98071,75812,9,280.95,2022-12-17,01:04:28
750,40534,40890,6,65.73,2022-07-10,13:14:53
751,33739,46996,9,56.48,2023-07-01,20:47:38
752,83746,55852,6,528.11,2023-12-25,11:20:14
753,25263,36677,10,553.77,2023-05-08,13:46:11
754,3598,6688,1,970.07,2022-07-04,18:30:29
755,5301,23604,8,324.01,2022-05-28,16:42:14
756,66608,3828,10,656.01,2023-05-08,05:50:53
757,48057,39268,2,584.4,2023-06-25,10:20:15
758,94422,65114,4,617.18,2022-12-30,13:29:41
759,98781,95165,2,258.25,2023-04-07,21:22:29
760,11574,35911,1,107.58,2023-04-27,15:30:53
761,87144,87192,4,889.68,2023-08-09,08:11:08
762,22538,48023,2,493.76,2023-10-18,05:52:07
763,43149,18688,6,625.51,2023-01-20,20:48:06
764,55266,990,2,851.6,2022-12-10,07:32:18
765,3800,21023,10,37.6,2022-09-10,13:36:02
766,15652,99676,6,130.0,2023-09-12,21:50:38
767,41889,77886,10,896.44,2023-03-03,13:43:09
768,59187,39211,5,624.81,2022-05-30,12:00:32
769,84128,39252,7,801.69,2022-01-31,13:55:03
770,5021,13034,6,547.7,2023-07-10,23:13:58
771,41683,21363,5,921.3,2023-02-10,17:47:13
772,39494,50673,1,111.65,2023-06-09,08:17:30
773,67623,84250,4,629.22,2022-02-18,14:17:19
774,7972,56615,5,288.76,2023-06-25,17:31:59
775,60717,86003,1,873.84,2023-06-03,01:01:19
776,96242,61041,9,968.43,2023-12-20,05:35:41
777,76531,49480,10,273.21,2022-01-18,19:50:38
778,52318,24259,8,785.01,2022-01-14,02:45:47
779,52907,94015,1,563.14,2023-05-03,21:57:03
780,84032,47133,3,143.1,2023-07-22,18:28:33
781,81013,9771,8,647.03,2023-03-14,20:57:04
782,95730,94204,6,527.07,2023-10-08,20:23:07
783,28184,25918,8,807.99,2023-03-31,16:42:34
784,15233,66379,1,25.06,2022-01-28,13:34:49
785,56267,9022,10,583.08,2023-07-16,16:42:44
786,27552,9393,4,413.68,2023-07-27,10:05:11
787,87089,55223,1,123.89,2023-09-10,15:43:01
788,40743,38661,10,602.74,2022-01-01,09:47:41
789,40762,98735,5,245.68,2023-01-06,20:27:27
790,81857,41142,2,878.84,2023-03-26,05:55:39
791,39118,82130,8,334.75,2022-04-10,13:12:25
792,14712,96792,6,756.04,2023-09-30,01:43:47
793,50038,19265,1,909.14,2023-06-23,23:22:05
794,54000,14161,5,196.83,2023-06-20,22:38:00
795,29892,80744,10,309.2,2023-06-29,19:32:27
796,73072,33331,5,299.0,2023-11-13,20:51:07
797,96034,59281,3,147.45,2023-05-27,17:00:01
798,56326,72588,8,548.41,2022-10-15,22:56:13
799,85730,33772,5,334.07,2022-01-05,03:46:35
800,90278,87281,2,151.32,2022-01-01,02:02:28
801,10340,49226,9,303.78,2022-11-12,04:57:30
802,21065,80405,2,434.88,2022-02-18,18:06:10
803,63287,2016,8,882.3,2023-09-02,03:41:22
804,6974,62918,7,655.36,2023-06-15,10:25:54
805,28178,45210,6,65.53,2022-03-04,21:54:12
806,17575,73939,4,598.43,2023-10-17,18:50:01
