Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
435,69196,30357,6,731.86,2023-01-18,16:21:17
436,31358,72391,6,686.21,2022-05-27,15:02:58
437,28772,6008,9,851.58,2023-06-24,23:20:19
438,51938,22504,2,158.97,2022-07-04,00:54:19
439,39193,10939,5,623.63,2023-09-11,16:40:10
440,14780,74053,4,814.99,2023-07-28,06:44:04
441,53998,87154,1,539.0,2023-02-28,13:31:12
442,17061,27350,2,781.78,2022-01-20,02:28:47
443,53274,10159,10,930.81,2023-12-18,16:02:14
444,63622,50427,9,593.49,2023-08-10,17:53:09
445,68123,35612,5,921.68,2023-04-21,16:33:34
446,51472,12287,4,662.72,2022-05-10,06:20:50
447,56323,44891,8,999.25,2022-10-19,12:07:44
448,33052,37268,10,26.29,2023-08-03,14:20:33
449,8927,52414,1,673.43,2023-12-07,01:36:52
450,66271,56225,8,165.18,2022-12-16,13:24:58
451,40840,37297,7,951.92,2023-06-06,12:58:20
452,89937,44827,4,62.54,2023-05-16,16:59:25
453,88185,39342,8,194.34,2023-07-26,04:11:17
454,77601,65100,1,491.24,2023-11-18,15:43:14
455,92340,419,2,540.44,2023-02-13,20:17:02
456,11742,9019,6,544.75,2023-03-05,02:47:38
457,32385,47874,8,915.1,2022-03-29,16:03:15
458,14566,3727,5,429.87,2023-11-07,21:26:09
459,90311,36265,7,678.47,2023-02-16,11:57:56
460,45968,91264,6,746.13,2023-01-21,17:57:56
461,14066,10525,7,313.91,2023-03-07,03:05:04
462,31558,90951,7,726.28,2022-09-07,23:40:14
463,71369,27684,2,878.4,2023-05-04,18:24:55
464,98482,21127,2,921.3,2022-12-22,09:35:58
465,91199,66880,4,119.96,2022-08-13,11:59:50
466,63055,52689,4,952.04,2022-12-26,00:57:01
467,15898,78844,8,391.57,2023-08-05,16:13:58
468,25702,26101,3,97.05,2022-10-16,09:12:37
469,24395,12392,1,686.0,2023-09-29,20:51:42
470,37645,97963,7,874.04,2022-06-03,01:16:02
471,4909,15446,6,94.89,2022-11-09,11:14:47
472,71362,44909,2,869.94,2023-02-07,02:13:56
473,19236,23819,10,619.42,2022-11-23,18:17:27
474,26835,97494,3,147.89,2023-10-15,12:50:24
475,89557,91774,5,292.84,2022-08-16,07:28:20
476,18624,29630,9,626.67,2023-11-09,04:03:47
477,82267,5137,7,402.47,2022-08-20,12:46:10
478,51251,49085,3,904.62,2022-12-09,20:06:52
479,73584,70598,9,713.72,2022-08-29,13:04:13
480,98865,38025,2,528.27,2023-01-03,00:30:34
481,75497,89701,8,316.2,2023-03-07,03:03:07
482,58333,53024,6,467.04,2022-03-05,15:50:08
483,40127,62096,1,891.83,2022-06-07,13:30:40
484,96767,79488,9,819.63,2022-03-23,17:29:20
485,95761,54006,4,513.51,2022-07-21,03:49:39
486,85051,22001,5,815.71,2022-11-09,17:17:24
487,12136,85472,10,815.05,2023-09-11,15:58:54
488,51627,89197,10,179.98,2023-05-04,18:39:01
489,8249,13898,6,330.3,2023-02-16,22:01:19
490,63956,49772,9,211.98,2023-08-22,08:22:28
491,88385,79342,3,641.82,2023-08-20,06:29:29
492,20591,9957,2,759.87,2023-07-05,16:17:18
493,76323,91973,5,871.84,2022-09-27,11:05:32
494,31396,59423,6,212.79,2023-03-08,01:29:29
495,81202,50512,3,45.13,2022-03-12,12:37:00
496,65455,50025,6,404.03,2023-03-20,10:27:21
