Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
683,54036,37298,1,965.41,2022-08-19,15:43:42
684,43947,82051,3,204.32,2023-09-23,21:56:36
685,28408,11268,1,186.85,2022-11-10,21:13:29
686,97401,53929,7,133.97,2022-07-04,20:21:58
687,47195,60700,8,680.38,2023-09-30,20:13:26
688,21917,31255,6,249.17,2022-04-08,04:38:47
689,66497,15476,8,807.64,2022-01-29,18:55:09
690,92743,98051,10,859.69,2023-07-09,17:08:53
691,73733,32682,8,425.82,2023-07-10,00:04:51
692,20380,5037,8,871.57,2022-02-26,09:09:00
693,61404,13082,1,244.4,2023-05-13,08:16:48
694,65471,18234,7,946.36,2023-01-05,12:09:23
695,95252,91391,10,135.71,2023-11-10,10:55:19
696,17265,78321,4,207.79,2023-09-02,02:37:07
697,27526,90046,2,146.12,2022-01-19,10:10:49
698,26691,4439,1,437.35,2022-11-04,14:22:00
699,405,36659,1,601.22,2022-07-08,14:26:37
700,5336,3946,6,223.82,2023-02-28,07:23:27
701,66250,14198,1,532.73,2022-06-28,07:33:08
702,1886,1546,3,302.38,2022-10-20,21:49:23
703,29676,12345,8,199.51,2023-10-29,09:20:15
704,19161,7979,6,61.27,2022-11-06,02:39:16
705,27158,17537,10,789.88,2022-07-14,04:17:03
706,39918,69984,5,667.39,2021-12-28,10:21:16
707,25056,51812,6,921.48,2022-11-25,12:49:39
708,44708,31815,10,133.53,2022-01-24,07:45:26
709,56022,2945,8,971.72,2022-07-15,00:07:15
710,31275,51807,3,942.2,2022-08-12,18:43:19
711,15777,71773,1,236.26,2022-06-24,20:23:52
712,47436,32719,1,564.79,2022-02-18,20:00:06
713,87254,76246,9,542.49,2023-04-07,21:54:21
714,4628,38913,1,868.79,2022-12-18,22:13:16
715,64778,24707,5,520.47,2022-01-28,23:43:08
716,99041,57437,8,764.96,2023-01-16,14:41:23
717,33344,68298,8,934.68,2023-03-23,13:57:11
718,58900,86320,9,507.9,2022-12-05,17:44:28
719,68776,84672,4,23.03,2022-11-15,09:26:53
720,98225,64025,5,688.48,2023-08-24,09:59:45
721,42993,5014,8,34.92,2023-01-02,01:47:39
722,16059,11333,3,522.85,2023-03-31,13:23:50
723,91153,12777,8,793.48,2022-01-25,08:40:14
724,80487,40266,10,642.19,2023-04-19,18:52:52
725,29046,16937,2,703.38,2023-12-03,12:55:45
726,20891,77312,10,867.52,2022-11-28,04:08:58
727,37161,87917,8,229.36,2023-01-13,09:38:25
728,17538,25984,3,92.36,2023-04-24,22:50:07
729,74684,23760,5,213.56,2023-12-09,13:45:26
730,15558,7420,4,98.31,2022-03-20,00:47:46
731,59311,6490,4,227.16,2022-10-29,00:49:55
732,76556,59706,2,503.31,2023-02-11,19:54:23
733,84841,98892,10,492.54,2022-11-07,23:56:15
734,80633,21253,5,667.45,2023-12-22,03:07:12
735,18709,76554,4,439.36,2023-07-02,21:51:43
736,4198,56265,1,810.66,2022-08-13,17:45:40
737,61205,51639,6,589.65,2023-12-20,16:28:46
738,7921,33779,2,915.47,2023-05-23,16:45:55
739,1997,38008,7,838.05,2023-11-20,20:12:14
740,83500,1286,5,267.47,2022-02-01,13:17:25
741,13200,48051,5,770.06,2023-05-27,03:41:01
742,27229,20924,1,995.06,2022-05-08,22:37:05
743,7660,2322,3,614.97,2022-03-15,11:12:45
744,41843,64482,1,812.64,2022-02-02,19:34:22
