Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
1,2742,92381,4,278.8,2023-02-04,09:32:54
2,47806,12416,3,697.37,2023-09-18,05:05:18
3,38783,52891,9,748.45,2023-11-12,11:19:00
4,79452,39059,6,609.75,2023-07-24,02:58:00
5,75810,33940,6,45.03,2023-02-16,03:19:18
6,50258,82642,6,512.22,2022-11-06,01:40:41
7,21818,68688,5,481.5,2023-07-08,16:14:14
8,67314,43690,6,170.39,2022-08-16,02:16:59
9,39092,84392,7,146.74,2023-02-08,11:12:44
10,1040,97056,1,681.13,2023-12-24,20:10:48
11,96026,94304,3,931.86,2023-08-23,04:19:34
12,43075,66281,8,424.39,2023-05-27,02:32:20
13,21857,9278,4,798.89,2023-06-30,08:21:53
14,66227,68412,2,869.44,2023-10-19,12:44:24
15,61921,61368,5,802.56,2022-03-11,11:56:30
16,26877,62355,9,417.23,2023-04-26,08:12:30
17,36959,83406,5,113.77,2023-10-05,09:10:00
18,91794,54816,3,504.12,2023-05-05,07:14:13
19,24033,26123,4,540.68,2022-08-10,21:54:05
20,74063,40567,8,936.3,2023-03-18,14:05:13
21,86031,53089,8,287.14,2023-08-04,18:32:39
22,70484,77406,8,889.59,2022-08-13,13:25:06
23,89725,40739,5,183.67,2022-10-04,05:42:30
24,1012,43423,2,47.79,2022-01-29,17:27:36
25,34717,33500,3,651.32,2022-05-24,04:25:08
26,1757,39876,9,414.68,2023-09-13,04:57:06
27,58242,62766,8,14.29,2022-11-07,10:20:31
28,76858,75712,6,888.77,2022-10-03,21:23:16
29,48593,33656,9,95.74,2022-08-05,14:57:06
30,52630,84533,5,316.51,2023-07-25,10:00:42
31,32973,94275,2,916.84,2023-08-24,15:11:21
32,10122,51087,6,24.5,2022-03-29,20:41:32
33,17155,5229,10,568.51,2023-06-27,02:09:42
34,60387,60012,5,287.02,2023-10-16,18:43:20
35,17672,98875,3,922.48,2022-12-25,18:06:30
36,73440,2534,5,558.34,2022-08-07,01:06:12
37,91594,70611,1,648.02,2023-08-09,22:15:39
38,32035,88063,3,822.59,2022-07-13,12:59:05
39,52298,60573,3,967.16,2022-06-07,21:20:39
40,81408,58525,9,544.28,2023-08-12,08:41:44
41,29632,42225,1,282.08,2023-06-29,00:38:00
42,31792,15302,8,179.18,2022-03-19,09:04:45
43,15103,92506,3,775.24,2023-10-01,08:11:07
44,63672,66910,1,258.79,2022-09-06,00:08:48
45,86264,41295,5,255.72,2022-10-10,12:35:20
46,79802,66156,9,53.51,2022-12-15,06:13:37
47,80329,91033,8,254.56,2022-10-05,19:54:03
48,20730,48970,3,66.26,2022-01-29,09:06:10
49,84678,69996,1,629.88,2022-05-07,01:05:52
50,5577,13106,3,366.29,2023-04-24,09:48:59
51,69994,60500,9,719.95,2022-06-30,23:48:12
52,46778,40756,1,92.13,2023-03-01,19:42:11
53,30384,91544,5,774.88,2023-08-11,19:50:35
54,5222,98835,2,843.86,2023-01-22,00:16:37
55,54072,25491,10,721.35,2023-11-16,12:34:19
56,26605,29377,5,90.46,2023-10-04,14:30:13
57,74684,59348,1,137.35,2022-08-22,22:42:29
58,62988,64797,6,952.78,2023-06-30,04:25:13
59,93008,31400,3,266.92,2022-10-26,13:39:27
60,98697,1847,5,534.97,2023-04-22,14:56:24
61,54835,44696,1,354.34,2023-04-30,20:45:17
62,26268,79880,6,498.13,2022-11-04,05:35:12
