Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
559,67164,42318,4,857.63,2023-10-25,00:18:09
560,52985,25839,2,541.62,2022-11-22,17:12:09
561,17994,66796,6,396.81,2023-09-20,00:01:46
562,60051,1724,2,451.88,2022-08-29,09:58:03
563,2652,9315,8,676.4,2022-04-27,16:35:14
564,25033,30633,9,867.89,2023-07-23,09:20:09
565,62324,34484,7,69.04,2023-08-17,14:43:16
566,55701,44246,6,555.16,2023-02-22,12:04:37
567,1388,7423,2,692.35,2022-07-04,13:31:09
568,64134,77973,1,17.25,2022-03-03,10:35:58
569,14306,33416,2,206.66,2023-06-07,09:26:32
570,76785,27970,5,203.71,2022-02-04,14:31:18
571,16282,1275,5,589.53,2023-08-10,02:03:04
572,89771,52090,6,879.66,2022-10-24,11:00:08
573,31567,25214,7,66.18,2022-10-26,07:27:01
574,6573,83629,5,563.41,2023-02-25,13:38:13
575,67492,8296,3,806.95,2023-06-22,21:53:01
576,66168,88011,6,215.55,2022-07-16,03:07:47
577,60894,95592,7,29.46,2023-09-24,10:33:42
578,47359,99416,1,800.22,2023-04-13,05:10:13
579,83501,44137,1,87.69,2022-11-14,14:53:56
580,13911,44653,2,272.87,2022-08-21,03:02:06
581,17000,44726,3,775.72,2022-04-16,23:37:38
582,2918,8826,7,326.59,2021-12-26,23:01:18
583,81143,5946,6,485.37,2022-04-02,07:00:05
584,12429,75979,1,174.19,2023-08-14,04:52:01
585,11491,95645,5,12.07,2023-07-13,08:26:40
586,60039,5139,2,376.92,2023-09-13,19:15:40
587,82109,49425,4,544.89,2023-08-20,20:56:08
588,4033,31151,7,447.71,2022-07-26,04:01:10
589,28542,73323,3,976.29,2022-01-21,16:59:39
590,80470,34678,5,41.17,2022-09-29,21:14:57
591,96860,4306,3,228.84,2022-10-15,03:15:09
592,55811,23336,8,309.47,2023-08-16,22:07:34
593,12449,13598,4,121.16,2022-11-15,18:33:27
594,53231,90487,1,387.69,2022-02-15,00:53:13
595,92115,85404,4,610.17,2023-07-28,23:58:30
596,54452,42371,8,634.71,2022-12-11,15:21:43
597,74240,21505,9,404.53,2022-12-26,09:05:18
598,27166,36072,5,513.41,2022-08-19,17:02:06
599,48002,9527,2,609.47,2022-11-11,11:02:48
600,3939,11289,6,695.69,2022-08-28,19:20:37
601,1533,32528,7,405.84,2022-08-09,20:43:24
602,47422,40948,9,648.32,2023-08-16,17:32:46
603,44737,98073,8,479.72,2023-09-06,14:57:01
604,41674,46267,8,116.15,2022-12-26,15:07:32
605,14562,87701,7,749.19,2023-09-02,16:04:59
606,53886,78136,7,474.52,2022-04-03,21:44:04
607,24932,28609,5,834.49,2023-05-13,03:32:38
608,79538,84149,9,106.48,2023-04-08,03:14:07
609,26884,57208,3,941.73,2022-08-16,00:06:49
610,34835,11781,5,279.92,2022-03-14,23:28:45
611,6196,43579,2,226.78,2023-07-31,15:57:46
612,18336,47763,5,936.8,2022-05-13,20:01:40
613,72384,92461,2,998.79,2023-06-12,16:37:54
614,19207,79799,10,214.2,2023-08-04,05:45:11
615,57958,58228,9,959.0,2023-07-10,04:49:45
616,91938,82180,5,886.05,2022-06-15,17:43:58
617,10790,74114,4,815.5,2022-04-02,16:14:08
618,41994,25542,4,853.82,2023-02-04,07:40:22
619,55978,21215,3,588.42,2023-04-30,17:10:21
620,40423,10013,4,853.45,2023-04-27,22:19:50
