Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
435,99401,9988,6,790.7,2023-08-14,11:09:55
436,827,49560,5,146.99,2022-01-20,03:02:51
437,60174,85756,8,823.14,2022-08-28,12:08:49
438,93325,13772,3,469.69,2022-10-09,13:11:06
439,44142,51672,9,974.08,2023-11-09,22:32:17
440,59792,48608,9,848.05,2022-05-20,09:51:03
441,22833,11972,4,460.17,2022-06-11,22:45:11
442,91112,89230,7,668.7,2023-06-26,13:57:49
443,21089,69868,2,452.48,2023-04-09,23:42:19
444,29481,68706,5,882.56,2022-08-20,03:59:35
445,13093,70996,3,368.78,2022-01-27,21:53:50
446,28013,48449,4,845.08,2022-04-25,09:18:55
447,10462,72275,7,301.3,2023-12-22,20:03:57
448,43464,15508,5,902.09,2023-07-12,23:15:04
449,36919,30520,4,451.68,2022-08-22,13:39:45
450,68043,89152,6,582.9,2022-10-21,08:54:00
451,70192,96673,7,627.46,2022-02-18,15:53:27
452,86139,99578,10,905.79,2022-08-02,07:00:22
453,55121,55302,8,334.45,2022-10-18,20:00:12
454,66714,61794,10,676.05,2023-11-25,15:54:29
455,52390,89300,4,810.91,2022-05-29,11:17:32
456,49621,47737,9,21.69,2023-07-21,16:43:01
457,23105,3944,8,443.3,2023-10-17,14:36:59
458,54883,83652,3,706.01,2022-07-15,02:31:50
459,4293,20901,7,345.74,2023-09-08,06:22:35
460,89813,15946,7,884.15,2023-09-21,07:54:30
461,35264,34711,3,836.95,2022-07-02,07:22:21
462,72154,50082,8,959.74,2023-09-01,16:33:43
463,9295,33755,2,819.72,2022-12-08,23:00:29
464,58297,35686,10,866.5,2023-04-02,03:19:05
465,48550,27840,5,232.53,2022-11-21,04:11:09
466,15168,120,1,226.52,2022-07-30,16:25:49
467,45549,56254,5,352.89,2022-04-17,04:43:53
468,12088,11178,4,692.05,2023-09-21,15:35:10
469,26386,59370,2,591.4,2022-08-24,06:14:59
470,12089,27908,7,344.11,2023-11-30,19:50:13
471,32089,53035,6,944.13,2023-07-19,22:30:46
472,98669,39280,4,529.28,2022-06-24,13:23:01
473,46644,28466,3,646.02,2023-02-08,14:03:31
474,38305,37567,6,696.01,2023-03-31,19:21:53
475,16726,61543,7,50.74,2022-06-24,00:20:55
476,91208,27742,7,706.83,2023-02-18,14:31:58
477,7408,81023,4,782.74,2023-08-30,17:50:40
478,26061,96103,4,709.07,2022-02-19,00:04:25
479,90264,40260,5,74.66,2022-12-04,09:58:38
480,56162,67169,10,905.95,2023-01-14,15:01:56
481,79027,44837,5,417.51,2022-09-10,21:40:51
482,35938,26406,8,213.66,2022-11-05,22:39:28
483,6789,6388,8,979.64,2023-08-16,12:00:50
484,21161,15185,1,975.4,2023-06-25,19:57:07
485,43103,11970,5,928.32,2023-09-23,13:37:36
486,59196,27803,1,875.7,2023-12-17,22:58:53
487,98535,85034,5,463.29,2022-03-18,01:04:19
488,73737,33959,10,915.29,2022-06-03,05:39:20
489,73607,6117,1,806.39,2023-04-24,20:58:50
490,16636,42073,8,104.96,2023-03-31,03:01:18
491,45368,33685,1,639.4,2023-09-11,19:49:17
492,9089,79624,1,736.22,2022-05-19,06:21:28
493,20870,38345,10,760.12,2022-01-10,22:24:31
494,6693,96357,7,441.53,2022-03-25,15:32:30
495,32504,40114,3,357.59,2023-10-13,10:23:54
496,3635,55689,10,359.23,2022-05-13,07:35:04
