Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
683,65108,65087,3,89.0,2023-07-18,08:11:23
684,79538,100,8,238.59,2023-03-26,08:45:29
685,2578,41389,10,593.02,2022-11-05,07:19:43
686,13754,50760,7,144.11,2022-05-26,18:56:16
687,92592,78817,5,637.84,2023-11-03,05:22:27
688,45623,61224,9,555.68,2022-07-23,10:03:53
689,3559,13983,3,263.5,2022-03-22,16:09:33
690,25624,36537,3,321.67,2022-12-02,17:48:50
691,65952,53826,10,854.23,2022-11-18,02:12:51
692,78634,77787,1,140.84,2022-04-28,18:07:33
693,92539,48853,6,913.99,2022-05-28,00:18:36
694,93036,59997,1,593.74,2022-10-22,13:10:38
695,86167,36775,3,891.69,2022-09-14,07:26:42
696,58786,90426,9,91.03,2023-08-19,14:56:47
697,18124,94741,4,763.5,2022-03-30,08:54:19
698,73820,88525,8,978.07,2023-11-18,05:24:34
699,52520,71239,5,107.7,2023-01-23,12:26:00
700,47005,58614,7,544.66,2023-04-06,03:47:06
701,67344,76571,3,613.6,2022-12-04,03:30:01
702,77386,8162,7,22.95,2023-10-08,03:31:22
703,12971,94060,3,192.08,2022-03-11,22:47:24
704,61524,54377,6,989.23,2023-11-12,00:07:58
705,38192,48430,6,675.0,2022-05-23,13:50:11
706,87559,70820,9,810.06,2023-01-03,10:41:00
707,76058,54242,7,96.8,2023-02-12,20:57:28
708,11039,41646,5,171.01,2022-04-24,00:16:16
709,72697,25122,9,967.54,2023-02-22,23:21:44
710,67710,72977,7,482.47,2022-03-20,06:55:21
711,15712,53708,8,191.39,2023-01-22,07:46:18
712,26207,11557,7,730.97,2022-01-02,18:22:34
713,77282,42966,7,30.34,2021-12-31,09:42:22
714,16662,85106,2,227.34,2022-06-12,15:58:15
715,3478,52742,2,417.01,2022-09-28,20:07:26
716,54095,44416,3,969.98,2022-11-22,04:22:23
717,16863,64501,9,810.78,2022-03-17,10:26:35
718,12090,28317,2,344.14,2022-04-18,12:15:09
719,27090,53403,8,110.06,2022-09-18,09:14:45
720,4437,88000,6,991.45,2022-12-14,22:26:06
721,89413,71830,6,95.02,2023-01-04,14:38:40
722,34385,91349,5,39.08,2021-12-26,19:57:50
723,70500,59456,2,943.89,2022-04-22,08:13:54
724,43746,82161,2,842.96,2022-05-19,09:45:04
725,66916,5578,7,931.65,2023-03-21,10:01:21
726,64616,72284,5,122.76,2022-01-05,00:08:31
727,7820,97324,9,524.53,2021-12-28,01:03:28
728,55661,84735,4,82.0,2022-01-29,00:46:41
729,98761,69010,8,231.7,2022-06-30,21:52:33
730,32981,23640,8,205.26,2023-10-23,23:57:39
731,2160,58647,2,199.17,2023-10-17,20:46:38
732,99712,17848,10,894.15,2022-06-22,15:27:51
733,30719,84290,1,65.67,2022-09-15,11:05:32
734,37262,2418,5,898.46,2023-02-02,07:36:07
735,86673,91021,10,112.33,2022-02-20,16:48:15
736,72163,33989,7,746.96,2022-05-30,09:56:25
737,50683,34298,4,874.21,2023-06-04,17:04:22
738,59225,95849,5,713.4,2023-05-27,06:22:00
739,50575,65624,3,432.05,2022-02-11,12:52:31
740,20457,71188,9,636.78,2023-05-11,01:06:05
741,14926,86167,1,44.68,2023-02-07,19:07:09
742,97310,91190,9,509.66,2023-02-15,04:58:06
743,62582,94189,1,783.76,2022-03-17,14:24:48
744,43073,28273,7,487.99,2023-06-10,17:01:49
