Transaction_ID,Customer_ID,Product_ID,Quantity,Price,Date,Time
63,79965,12349,2,381.79,2023-05-06,09:03:20
64,91190,95042,5,713.47,2022-02-03,12:04:30
65,66343,73883,4,731.98,2022-12-10,09:42:52
66,7827,96222,6,246.62,2022-07-30,07:34:32
67,78715,93540,5,504.35,2022-07-03,15:28:47
68,31217,90356,1,215.13,2022-06-26,21:32:29
69,12162,38950,5,620.1,2023-01-06,09:50:05
70,72661,54161,3,65.34,2023-11-15,16:58:47
71,53772,49733,6,54.41,2023-03-22,18:03:52
72,48635,67713,6,95.92,2023-09-16,15:27:36
73,30495,9043,2,759.31,2023-08-18,22:34:14
74,2062,28843,7,409.78,2023-07-15,07:39:35
75,14683,94578,5,16.53,2022-02-20,14:55:28
76,81258,45817,5,489.25,2023-09-21,01:30:01
77,72724,17733,7,569.12,2022-11-20,19:26:17
78,23981,44427,6,380.98,2022-02-17,04:05:39
79,52506,96763,2,309.42,2023-10-03,05:54:35
80,34432,49562,4,381.5,2023-04-05,10:18:38
81,46101,23667,1,231.21,2023-07-24,03:18:57
82,21391,46914,1,41.83,2023-06-19,02:23:14
83,87950,36802,5,10.09,2023-03-01,19:49:16
84,15478,97047,9,148.07,2022-06-04,03:23:22
85,91667,76396,7,266.98,2023-04-23,14:36:45
86,71220,76782,3,705.67,2022-01-26,17:35:28
87,57195,85417,2,136.8,2023-01-17,03:02:00
88,57326,82630,4,628.33,2022-04-09,05:44:47
89,76065,48936,10,719.71,2023-01-09,15:03:38
90,63422,35309,7,872.16,2022-03-08,16:45:23
91,13027,28794,8,710.83,2023-08-03,02:36:38
92,12927,69790,1,510.68,2023-06-09,14:18:33
93,97976,94275,9,653.54,2021-12-31,19:06:35
94,49926,14247,10,209.26,2022-10-26,05:20:42
95,9913,98270,7,367.73,2023-06-09,07:29:37
96,87564,87500,5,119.73,2023-10-01,13:35:39
97,36808,30535,6,314.03,2023-02-08,13:28:13
98,97878,75970,6,659.04,2023-11-23,01:51:49
99,9345,13689,7,743.26,2023-07-30,04:02:39
100,8239,94753,1,554.19,2023-08-21,10:41:46
101,10479,50688,5,912.7,2023-01-21,22:42:28
102,51861,79942,4,413.2,2022-01-16,01:13:57
103,86350,64167,9,460.76,2023-08-12,21:03:34
104,85837,90608,2,220.13,2022-06-15,19:26:51
105,63081,72224,8,116.12,2023-07-06,16:05:49
106,74769,94833,7,95.41,2022-02-14,08:43:10
107,13755,33131,9,230.13,2023-12-24,19:44:50
108,63856,95375,4,243.62,2022-12-09,23:01:55
109,29743,25238,9,334.96,2023-09-23,17:40:36
110,39405,65887,7,197.25,2023-09-26,01:08:23
111,83197,23874,9,729.97,2022-09-04,18:29:47
112,2333,41236,2,396.6,2023-10-11,02:40:37
113,35299,39158,9,628.76,2022-11-06,23:00:20
114,70511,90435,9,856.67,2023-03-29,16:59:55
115,66665,55574,5,935.33,2023-11-04,08:37:42
116,20924,76425,6,892.98,2023-11-08,03:49:48
117,91895,61465,3,214.24,2022-09-23,04:32:27
118,2796,60069,10,586.27,2023-08-14,12:00:20
119,96474,22998,9,951.9,2023-09-10,10:52:53
120,534,33601,2,200.06,2022-04-26,01:54:04
121,2514,84524,1,415.71,2023-02-15,08:13:58
122,67885,47891,3,96.05,2022-05-22,22:05:13
123,19014,4528,6,212.3,2022-09-07,02:40:40
124,70026,70677,6,189.96,2023-12-04,13:11:41
